Reaction_ID,CORDA_Score
EX_retfa_e,-1
EX_retinol_e,-1
EX_retinol_9_cis_e,-1
EX_retinol_cis_11_e,-1
EX_retn_e,-1
EX_retnglc_e,-1
EX_Rtotal_e,-1
EX_Rtotal2_e,-1
EX_Rtotal3_e,-1
EX_s2l2fn2m2masn_e,-1
EX_s2l2n2m2masn_e,-1
EX_sarcs_e,-1
EX_sl__L_e,-1
EX_spc_hs_e,-1
EX_sph1p_e,-1
EX_sphs1p_e,-1
EX_srtn_e,-1
EX_strch1_e,-1
EX_strch2_e,-1
EX_strdnc_e,-1
EX_tag_hs_e,-1
EX_tag__D_e,-1
EX_taxol_e,-1
EX_tchola_e,-1
EX_tcynt_e,-1
EX_tdchola_e,-1
EX_tethex3_e,-1
EX_tetpent3_e,-1
EX_tetpent6_e,-1
EX_tettet6_e,-1
EX_thf_e,-1
EX_thmmp_e,-1
EX_thmtp_e,-1
EX_thym_e,-1
EX_thyox__L_e,-1
EX_tmndnc_e,-1
EX_tolbutamide_e,-1
EX_triodthy_e,-1
EX_triodthysuf_e,-1
EX_tststerone_e,-1
EX_tststeroneglc_e,-1
EX_tststerones_e,-1
EX_tsul_e,-1
EX_ttdca_e,-1
EX_txa2_e,-1
EX_tymsf_e,-1
EX_Tyr_ggn_e,-1
EX_udp_e,-1
EX_ump_e,-1
EX_urate_e,-1
EX_utp_e,-1
EX_vacc_e,-1
EX_vitd3_e,-1
EX_whddca_e,-1
EX_whhdca_e,-1
EX_whtststerone_e,-1
EX_whttdca_e,-1
EX_xolest_hs_e,-1
EX_xolest2_hs_e,-1
EX_xoltri24_e,-1
EX_xoltri25_e,-1
EX_xoltri27_e,-1
EX_xylt_e,-1
EX_yvite_e,-1
F1Atg,-1
F1PGT,3
FACOAL140,3
FACOAL150,3
FACOAL160,3
FACOAL170,3
FACOAL180,3
FACOAL1812_1,3
FACOAL1813,3
FACOAL181,3
FACOAL1821,3
FACOAL1822,3
FACOAL1831,3
FACOAL1832,3
FACOAL184,3
FACOAL191,3
FACOAL200,3
FACOAL203,3
FACOAL204,3
FACOAL2042,3
FACOAL205,3
FACOAL206,3
FACOAL224,3
FACOAL2251,3
FACOAL2252,3
FACOAL226,3
FACOAL240_1,3
FACOAL241,3
FACOAL244_1,3
FACOAL245_1,3
FACOAL245_2,3
FACOAL246_1,3
FACOAL260,3
FACOAL40im,1
FACOAL80,3
FADDP,3
FADH2tru,-1
FADH2tx,-1
FADtru,-1
FADtx,-1
FAEL183,3
FAEL184,3
FAEL204,3
FAEL205,3
FAH1,1
FAH2,1
FAH3_1,1
FALDH,3
FALDtly,-1
FALDtm,-1
FAOXC11,3
FAOXC140,3
FAOXC150m,3
FAOXC160,3
FAOXC16080m,3
FAOXC16080x,2
FAOXC161802m,3
FAOXC16180m,3
FAOXC170m,3
FAOXC180,3
FAOXC180x,2
FAOXC1811601m,3
FAOXC1811602m_1,3
FAOXC1811603m,3
FAOXC182806m,3
FAOXC18280m,3
FAOXC183803m,3
FAOXC183806m,3
FAOXC183806x,2
FAOXC18480m,3
FAOXC18480x,2
FAOXC200180m,3
FAOXC200180x,2
FAOXC2031836m,3
FAOXC204,3
FAOXC204184m,3
FAOXC2051843m,3
FAOXC2051843x,2
FAOXC2242046m,3
FAOXC2242046x,2
FAOXC2251836m,3
FAOXC2251836x,2
FAOXC2252053m,3
FAOXC2252053x,2
FAOXC226,3
FAOXC226205m,3
FAOXC226205x,2
FAOXC240200x_1,2
FAOXC241181x,2
FAOXC2442246x,2
FAOXC2452253x,2
FAOXC2452256x,2
FAOXC246226x,2
FAOXC260240x_1,2
FAOXC80,3
FAS100COA,3
FAS120COA,3
FAS140COA,3
FAS160COA,3
FAS180COA,3
FAS80COA_L,3
FATP1t,3
FATP2t,3
FATP3t,3
FATP4t,2
FATP5t,2
FATP6t,3
FATP7t,3
FATP8t,3
FATP9t,3
FBA4,3
FBA5,3
FBP26,3
FCLTm,3
FCOAH2,-1
FDH,3
FE2t,-1
FE2tm,-1
FE3R2e_1,3
FK,1
FKYNH,3
FOLR2,3
FOLt2_1,3
FORMCOAtx,-1
FORtm,-1
FORtr,-1
FPGS2,3
FPGS2m,3
FPGS3,3
FPGS3m,3
FPGS4_1,3
FPGS4m_1,3
FPGS5,3
FPGS5m,3
FPGS6,3
FPGS6m,3
FPGS7m_1,3
FPGS8,3
FPGS8m,3
FPGS9,3
FPGS9m,3
FPGSm_1,3
FRDPtc,-1
FRDPtr,-1
FRUt1r,3
FTHFDH,3
FTHFLmi,3
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUC14GALACGLCGALGLUSIDEte,-1
FUC14GALACGLCGALGLUSIDEtg,-1
FUCACGALFUCGALACGLCGALGLUSIDEte,-1
FUCACGALFUCGALACGLCGALGLUSIDEtg,-1
FUCACNGAL14ACGLCGALGLUSIDEte,-1
FUCACNGAL14ACGLCGALGLUSIDEtg,-1
FUCACNGALACGLCGALGLUSIDEte,-1
FUCACNGALACGLCGALGLUSIDEtg,-1
FUCASE2e,3
FUCASE2ly,3
FUCASEe,3
FUCASEly,3
FUCFUC12GAL14ACGLCGALGLUSIDEte,-1
FUCFUC12GAL14ACGLCGALGLUSIDEtg,-1
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1
FUCFUCGALACGLCGALGLUSIDEte,-1
FUCFUCGALACGLCGALGLUSIDEtg,-1
FUCGAL14ACGLCGALGLUSIDEte,-1
FUCGAL14ACGLCGALGLUSIDEtg,-1
FUCGALFUCGALACGLCGALGLUSIDEte,-1
FUCGALFUCGALACGLCGALGLUSIDEtg,-1
FUCGALGBSIDEte,-1
FUCGALGBSIDEtg,-1
FUCtly,-1
FUMAC,3
FUMm,3
FUMSO3tm,3
FUMSO4tm,3
FUMtm,3
FUMTSULtm,3
FUT11g,1
FUT12g,1
FUT14g,1
FUT15g,1
FUT16g,1
FUT17g,1
FUT18g,1
FUT32g,-1
FUT33g,-1
FUT34g,-1
FUT35g,-1
FUT910g,3
FUT911g,3
FUT91g,3
FUT92g,3
FUT93g,3
FUT94g,3
FUT95g,3
FUT96g,3
FUT97g,3
FUT98g,3
FUT99g,3
G14T18g,3
G14T19g,3
G14T20g,3
G14T21g,3
G14T2g,3
G14T3g,3
G14T4g,3
G14T5g,3
G3PD2m,3
G5SADrm,-1
G5SDym,3
G6PDH1er,3
G6PDH2er,3
G6PPer,3
G6Pter,3
GABAVESSEC_1,3
GACMTRc,3
GACPAILter,-1
GAL3ST11,3
GAL3ST12,3
GALACGLCGALGBSIDEte,-1
GALACGLCGALGBSIDEtg,-1
GALASE10ly,3
GALASE11ly,3
GALASE12ly,3
GALASE13ly,3
GALASE14ly,3
GALASE15ly,3
GALASE16ly,3
GALASE17ly,3
GALASE18ly,3
GALASE19ly,3
GALASE1ly,3
GALASE20ly,3
GALASE3ly,3
GALASE4ly,3
GALASE5ly,3
GALASE6ly,3
GALASE7ly,3
GALASE8ly,3
GALASE9ly,3
GALC,3
GALFUC12GAL14ACGLCGALGLUSIDEte,-1
GALFUC12GAL14ACGLCGALGLUSIDEtg,-1
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,-1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,-1
GALGALGALTHCRMte,-1
GALGALGALTHCRMtg,-1
GALGLUSIDEtg,-1
GALGLUSIDEtl,-1
GALGT1,3
GALGT2,3
GALGT3,3
GALGT4,3
GALNACT1g,3
GALNACT2g,3
GALNACT3g,3
GALNACT4g,3
GALNACT5g,3
GALNTg,3
GALOR,1
GALSIDEtg,-1
GALSIDEtl,-1
GALt1r,3
GALT2g,3
GALTg,3
GALtly,-1
GAMt1r,3
GAMYe,1
GAO1,3
GAO1g,3
GAO2,3
GAO2g,3
GARFT,3
GASNASE2ly,3
GASNASE3ly,3
GASNASEly,3
GBA,1
GBAl,1
GBGT1,2
GBSIDEte,-1
GBSIDEtl,-1
GCALDDm,3
GCC2am,3
GCC2bim,3
GCC2cm,3
GCCam,3
GCCbim,3
GCCcm,3
GCHOLAt,3
GCHOLAt2,2
GCHOLAte,-1
GCHOLAtx,-1
GCNTg,3
GD1B2te,-1
GD1B2tg,-1
GD1Cte,-1
GD1Ctg,-1
GDPFUCtg,3
GDPtg,-1
GFUCS,1
GGH_10FTHF5GLUe,3
GGH_10FTHF5GLUl,3
GGH_10FTHF6GLUe,3
GGH_10FTHF6GLUl,3
GGH_10FTHF7GLUe,3
GGH_10FTHF7GLUl,3
GGH_5DHFe,3
GGH_5DHFl,3
GGH_5THFe,3
GGH_5THFl,3
GGH_6DHFe,3
GGH_6DHFl,3
GGH_6THFe,3
GGH_6THFl,3
GGH_7DHFe,3
GGH_7DHFl,3
GGH_7THFe,3
GGH_7THFl,3
GGLUCT,3
GGNG,1
GGT_L,-1
GGT5r,2
GGT6,-1
GHMT2rm,3
GHMT3,3
GLACO,3
GLACter,-1
GLAl,3
GLB1,3
GLBRAN,3
GLCAASE1ly,3
GLCAASE4ly,3
GLCAASE5ly,3
GLCAASE6ly,3
GLCAASE7ly,3
GLCAASE8ly,3
GLCAASE9ly,3
GLCAE1g,-1
GLCAE2g,3
GLCAT2g,3
GLCAT3g,3
GLCAT4g,3
GLCAT5g,3
GLCAT6g,3
GLCAT7g,3
GLCAT8g,3
GLCAT9g,3
GLCATg,3
GLCMter,-1
GLCNACASE1ly,3
GLCNACASE2ly,3
GLCNACASE3ly,3
GLCNACASE4ly,3
GLCNACASE5ly,3
GLCNACDASg,3
GLCNACT1g,3
GLCNACT2g,3
GLCNACT3g,3
GLCNACT4g,3
GLCNACT5g,3
GLCt1,3
GLCt2_2,2
GLCter,-1
GLCtg,3
GLCtly,-1
GLCURter,-1
GLCURtly,3
GLDBRAN,3
GLGNS1,1
GLNALANaEx,3
GLNASNNaEx,3
GLNCYSNaEx,3
GLNLASEer,-1
GLNSERNaEx,3
GLNTHRNaEx,3
GLNtm,-1
GLNtN1,3
GLPASE1,3
GLPASE2,3
GLRASE,-1
GLU5Km,3
GLUCYS,3
GLUDC,3
GDHm,3
GLUDym,3
GluForTx,1
GLUNm,3
GLUt2m,3
GLUt6,3
GLUt7l,-1
GLUTCOADHm,3
GLUtr,-1
GLUVESSEC,3
GLXO2p,1
GLXtm,-1
GLXtp,-1
GLYAMDTRc,3
GLYATm,3
GLYBt4_2_r,3
GLYBtm,-1
GLYC3Ptm,-1
GLYCK2,-1
GLYCLTDy,3
GLYCLTDym,-1
GLYCLTtp,-1
GLYC_St,-1
GLYCtm,-1
GLYCTO1p,1
GLYKm,1
GLYOp,-1
GLYOXm,3
GLYt4,3
GLYt7_211_r,3
GLYtm,-1
GLYtp,-1
GLYVESSEC_1,3
GMPtg,-1
GMPtn,-1
GNDer,3
GNMT,3
GP1CALPHAte,-1
GP1CALPHAtg,-1
GP1Cte,-1
GP1Ctg,-1
GPAM_hs_1,3
GPIAT,3
GPIDA2er,3
GPIDAer,3
GPIMTer_U,3
GQ1BALPHAte,-1
GQ1BALPHAtg,-1
GQ1Bte,-1
GQ1Btg,-1
GRTTx,3
GSNt,3
GSNt4,1
GSNtl,3
GT1Ate,-1
GT1Atg,-1
DHAOX_c,-1
GTHOr,3
GTHOm,3
GTHPi,3
GTHPe,3
GTHPm,3
GTHRDt,-1
GTHRDtr,-1
GTHS,3
GTMLTe,3
GUACYC,3
GUAD,3
GULLACter,-1
GULN3D,-1
GULNDer,-1
GULNter,-1
GUR1PP,-1
HCO3Em,3
H2ETer,3
H2MTer_U,3
H2O2syn,1
H2O2t,-1
H2O2tly,-1
H2O2tm,-1
H2O2tn,-1
H2O2tp,-1
H2Oter,-1
H2Otg,-1
H2Otly,-1
H2Otm,1
H2Otn,-1
H2Otp,-1
H3ETer,3
H3MTer_U,3
H4ET3er,3
H4ETer,3
H5MTer_U,3
H6_ET2er,3
H6ET3er,3
H6_ETer,3
H6MTer_U,3
H7ET2er,3
H7_ETer,3
H7MTer_U,3
H7_TAer,3
H8TAer,3
HACD1m,3
HACD1x,3
HACD9m,3
HAS1,2
HAS2,2
HAtly,-1
HBZOPT10m,3
HCO3_CLt,3
HCOUMARINte,-1
HDCAter,-1
HDCAt,2
HDCEAt,3
HDD2COAtx,-1
HESTRATRIOLte,-1
HESTRATRIOLtr,-1
HEX10,3
HEX4,3
HEXCCOAtx,-1
HEXCt,-1
HGNTOR,1
HIBDm,3
HISDC,3
HISt4,3
HISTASE,1
HISTAtu,3
HISTAVESSEC_1,3
HIStiDF,2
HIStN1,3
HKt,1
HKYNH,1
HMGCOAS,3
HMGCOASm,3
HMGCOAtm,-1
HMGCOAtx,-1
HMGLm,3
HMGLx,3
HOMt4,3
HOXG,3
HPACtr,-1
HPCLx_1,3
HPDCACRNCPT1,3
HPDCACRNCPT2,3
HPDCACRNt,3
HPDCAt,-1
HPYRDC,-1
HPYRDCm,-1
HPYRR2x_1,3
HPYRRy,3
HPYRtp,-1
HRETNtn,-1
HS1ly,3
HS2ly,3
HS3ly,3
HS4ly,3
HSAT1ly,-1
HSAT2ly,-1
HSAT3ly,-1
HSAT4ly,-1
HSD11B1r,3
HSD11B2r,1
HSD17B1,1
HSD17B2r,2
HSD17B42x_1,3
HSD17B4x,3
HSD17B7r,3
HSD17B8r,2
HSD17B9r,3
HSD3A1r,2
HSD3A2r,2
HSD3B11,1
HSD3B11r,1
HSD3B12r,1
HSD3B13,1
HSD3B13r,1
HSD3B2r,1
HSD3B3r,1
HSD3B7P,3
HSPASEly,-1
HSPGt,-1
HSPGtly,-1
HTAXOLte,-1
Htg,-1
Htr,-1
Htx,-1
HXANtx,-1
HYPOE,1
HYPTROX_cho,-1
ICDHxm,3
ICDHyr,3
ICDHyp,3
ICDHym,3
IDHPOXOX2b,1
IDHPOXOX3,1
IDHPOXOX4,1
IDHPOXOXb,1
IDOAASE1ly,3
IDOAASE2ly,3
IDOAASE3ly,3
IDOAASE4ly,3
IDOURtly,3
IDPtn,-1
ILEt4,1
ILEtmi,-1
ILETAm,3
ILEtec,3
INOSTO,1
INSt,3
INSt4,1
INSTt2,3
INSTt4,3
IPDDIx,3
IPDPtx,-1
It,1
ITCOAL1m,3
ITCOALm,3
ITPtn,-1
KAS8,3
KCC2t,3
KCCt,3
KDNH,-1
KHK,3
KHK2,3
KHK3,3
KSII_CORE2t,-1
KSII_CORE2tly,-1
KSII_CORE4t,-1
KSII_CORE4tly,-1
KSItly,-1
Kt3g,3
KYN,1
KYN3OX,1
KYNAKGAT,1
KYNATESYN,-1
LACZe,3
LALDO,3
LAPCOAl,3
LCADi_D,3
LCADm,3
LCAT1e,3
LCTStg,-1
LCYSTAT,3
LCYSTCBOXL,3
LDH_Lm,3
LEUKTRA4t,1
LEUKTRA4tr,-1
LEUKTRB4t,1
LEUKTRB4tr,-1
LEUKTRC4t,3
LEUKTRD4t,-1
LEUKTRD4tr,-1
LEUKTRE4t,1
LEUKTRF4t,1
LEUt4,3
LEUt5m,-1
LEUTAm,3
LEUtec,3
LFORKYNHYD,1
TTCCOAtx,-1
LGNCt,3
LIMNENte,-1
LINKDEG1ly,-1
LINKDEG2ly,-1
LINKDEG3ly,-1
LINKDEG4ly,-1
LIPOti_1,3
L_LACDcm,3
L_LACtcm,3
L_LACtm,3
LNELDCCPT1,3
LNELDCCPT2,3
LNELDCCRNt,3
LNELDCt,-1
LNLCCPT1,3
LNLCCPT2,3
LNLCCRNt,3
LNLCt,2
LNLNCACPT1,3
LNLNCACPT2,3
LNLNCACRNt,3
LNLNCAt,2
LNLNCGCPT1,3
LNLNCGCPT2,3
LNLNCGCRNt,3
LNLNCGt,2
LNS14DM,3
LNSTLSr,3
LPASE,3
LPCHOLt,-1
LPCOXp,3
LPS,3
LPS2,3
LPS2e,1
LPS3,3
LPS3e,1
LPS4e,3
LRAT,1
LRAT1,-1
LRAT2,-1
LSTO1r,3
LSTO2r,3
LTA4H,3
LTC4CP,-1
LTC4Sr,3
LTD4DP,-1
LTDCL,3
LYSOXp,-1
LYSt4,3
LYSt5r,3
LYStip,-1
LYStm,3
LYStn,-1
M4BTAer,3
M4CET3er,3
MACACI,3
MACOXO,3
MAGt,-1
MALSO3tm,3
MALSO4tm,3
MALTe,1
MALTly,3
MALtm,3
MALTSULtm,3
MALTt1r,3
MANt1r,3
MANtly,-1
MAOLNOR,3
MAOX,3
MCCCrm,3
MCD,3
MCDm,3
MCDp,3
MCITS,-1
MCLACCYSR,-1
MCLORi,3
MCPST,3
MDHm,3
MDRPD,-1
ME1m,3
ME2,3
ME2m,3
MECOALm,3
MECOAS1m,3
MELATN23DOX,1
MELATNOX,3
MEOHt2,-1
MEOHtly,-1
MEPIVESSte_cho,-1
MERCPLACCYSt,-1
MESCOALm,-1
METAT,3
METLEUex,3
METS,3
METt4,3
METtec,3
MEVK1x,3
MGACONm,-1
MGCHrm,3
MGSA,-1
MGSA2,-1
MHISOR,1
MI1345PP,3
MI134P4P,-1
MI134PP,3
MI13PP,-1
MI145PK,3
MI145PP,3
MI14P4P,-1
MI14PP,3
MI14Ptn,-1
MI1P_Dtn,-1
MI1PS,3
MI34PP,3
MINOHPtn,-1
MLTG1,3
MLTG1e,1
MLTG1ly,3
MMCDm,3
MMEm,3
MMMm,1
MMSAD1m,3
MMSAD3m,3
MMTSADm,-1
MOGAT,2
MTAP,3
MTHFCm,3
MTHFD2m,3
MTHFDm,3
MTHGXLt,-1
N2M2NMASNtly,-1
N3Tg,3
N4Tg,-1
NABTNO,3
NACASPAH,3
NACASPtm,-1
NACHEX10ly,3
NACHEX11ly,3
NACHEX12ly,3
NACHEX13ly,3
NACHEX14ly,3
NACHEX15ly,3
NACHEX16ly,3
NACHEX17ly,3
NACHEX18ly,3
NACHEX19ly,3
NACHEX1ly,3
NACHEX20ly,3
NACHEX21ly,3
NACHEX22ly,3
NACHEX23ly,3
NACHEX24ly,3
NACHEX25ly,3
NACHEX26ly,3
NACHEX27ly,3
NACHEX2ly,3
NACHEX3ly,3
NACHEX4ly,3
NACHEX5ly,3
NACHEX6ly,3
NACHEX7ly,3
NACHEX8ly,3
NACHEX9ly,3
NACHEXA10ly,3
NACHEXA11ly,3
NACHEXA12ly,3
NACHEXA13ly,3
NACHEXA14ly,3
NACHEXA15ly,3
NACHEXA16ly,3
NACHEXA17ly,3
NACHEXA18ly,3
NACHEXA19ly,3
NACHEXA1ly,3
NACHEXA20ly,3
NACHEXA21ly,3
NACHEXA22ly,3
NACHEXA2ly,3
NACHEXA3ly,3
NACHEXA4ly,3
NACHEXA5ly,3
NACHEXA6ly,3
NACHEXA7ly,3
NACHEXA8ly,3
NACHEXA9ly,3
NACt,-1
NADHtpu,-1
NADHtru,-1
NADNe,3
NADPHtru,-1
NADPHtxu,-1
NADPN,-1
NADPNe,3
NADPtru,-1
NADPtxu,-1
NADtn,-1
NADtru,-1
NAGA2ly,3
NAGAlby,-1
NAGAly,3
NAGLCAly,-1
NAHCO3_HCLt,3
NAIt,3
NaKt_1,3
NAt,3
NAt3_1g,3
NAt5,3
NAtx,-1
NBAHH_ir,3
NCAMUP,-1
NCCt,1
NCKt,3
NCNt,3
NDP10ex,3
NDP3ex,3
NDP6,3
NDP7er,3
NDP7ex,3
NDP7g,1
NDP8,3
NDP8ex,3
NDPK10,3
NDPK10n,3
NDPK1m,3
NDPK1n,3
NDPK2n,3
NDPK3m,3
NDPK3n,3
NDPK4m,3
NDPK4n,3
NDPK5m,3
NDPK5n,3
NDPK6m,3
NDPK6n,3
NDPK7m,3
NDPK7n,3
NDPK8m,3
NDPK8n,3
NDPK9n,3
NH4t3r,1
NH4tn,-1
NH4tp,-1
NICRNS,-1
NICRNTtn,-1
NIFEDIPINEte,-1
NKCC2t,3
NKCCt,3
NMNATm,3
NMNATn,3
NMNAT,3
NMNS,3
NMNtn,-1
NNATn,3
NNMT,3
NORANMT,1
NOS1,3
NOS2_2,3
NOt,-1
NP1,3
NPTHLte,-1
NRPPHRSFt,-1
NRPPHRSULT,3
NRPPHRt4_2_r,1
NRPPHRtu,2
NRPPHRVESSEC_1,3
NRVNCCOAtx,-1
NS26T2g,1
NS26Tg,1
NTD12,3
NTD1m,3
NTD2e,3
NTD2l,3
NTD4e,3
NTD4l,3
NTD5l,3
NTD5m,3
NTD7e,3
NTD7l,3
NTD9e,3
NTD9l,3
NTP3e,3
NTPP10,3
NTPP9,3
O16G1e,1
O16G2e,1
O2St,-1
O2Stm,-1
O2Stn,-1
O2Stx,-1
O2ter,-1
O2tm,-1
O2tn,-1
O2tp,-1
OAGD3te,-1
OAGD3tg,-1
OAGT3te,-1
OAGT3tg,-1
OCBTm,1
OCCOAtm,-1
OCCOAtx,-1
OCDCAt,2
OCDCEAt,2
OCOAT1m,3
OCTAt,-1
ODECOAtx,-1
OIVD1m,3
OIVD2m,3
OIVD3m,3
OMEPRAZOLEte,-1
ONPTHLte,-1
OPAH,3
ORETNF,-1
ORETNF2,-1
ORETNtn,-1
ORETNtn2,-1
ORNt3m,3
ORNt4m,3
ORNTArm,3
ORNt,3
ORPT,3
OXAHCOtex,3
OXAtp,-1
P45011A1m,3
P45011B11m,1
P45011B12m,1
P45011B21m,1
P45017A1r,1
P45017A2r,1
P45017A3r,1
P45017A4r,1
P45019A1r,1
P45019A2r,1
P4501B1r,3
P45021A1r,1
P45021A2r,1
P45027A11m,3
P45027A12m,3
P45027A13m,3
P45027A14m,3
P45027A15m,3
P45027A16m,3
P45027A1m,3
P4502A6,1
P4502C18,1
P4502C19,1
P4502C8,1
P4502C9,1
P4502C92,1
P4502C93,1
P4502C94,1
P4502D6,3
P4502E1,3
P4502F1,2
P45039A1r,3
P4503A4,2
P4503A43r,1
P4503A5,2
P4503A7r,2
P45046A1r,3
P4504B1r,2
P4504F121r,3
P4504F122r,3
P4504F123r,3
P4504F81r,3
P4507A1r,1
P4507B11r,3
P4507B12r,3
P4508B11r,1
P4508B13r,1
P450LTB4r,-1
P450SCC1m,-1
P5CDm,3
P5CRm,3
P5CRxm,3
PA_HSter,-1
PA_HStg,-1
PA_HStn,-1
PACCOAL,-1
PAFH,3
PAFHe,3
PAFS,-1
PAIL_HStn,-1
PAIL45P_HStn,-1
PAIL4P_HStn,-1
PAN4PP,-1
PAPStg,3
PAPtg,-1
PCFLOPm,3
PCHOL_HSter,-1
PCHOL_HStg,-1
PCHOLP_hs,3
PCHOLPg_hs,3
PCHOLPm_hs,3
PCHOLPr_hs,3
PCLAD,1
PCm,3
PCREATtmdiffir,-1
PCRNtc,-1
PCRNtm,3
PCt,3
PDE1,3
PDE1g,3
PDE4,3
PDE4g,3
GCPNn,3
PDHm,3
PDX5POi,3
PDXPP,1
PE_HSter,-1
PE_HStm,-1
PEAMNO,3
PEFLIP,3
PEFLIPm,3
PEPCK_re,2
PEPCKm,3
PERILLYLte,-1
PEROXx,2
PEt,-1
PETHCT,3
PETOHMm_hs,3
PETOHMr_hs,3
PFK26,3
PGCD,3
PGDI,3
PGDIr,3
PGESr,3
PGISr,3
PGLer,3
PGLYCt,-1
PGPP_hs,3
PGPPT,3
PGS,3
PGSr,3
PHACCOAGLNAC,-1
PHCDm,3
PHCHGSm,-1
PHEACGLNt,-1
PHEMEtm,-1
PHEt4,3
PHETA1m,3
PHEtec,3
PHETHPTOX2,2
PHYCBOXL,3
PHYHx,3
PHYQt,-1
PHYTt,-1
PI345P3P,3
PI345P3Pn,3
PI345P5P,3
PI345P5Pn,-1
PI34P3Pn,-1
PI34P4Pn,-1
PI34P5K,3
PI34P5Kn,-1
PI3P3Pn,-1
PI3P4K,3
PI3P4Kn,-1
PI3P5K,3
PI45P3K,3
PI45P3Kn,-1
PI45P4P,-1
PI45P5P,3
PI45P5Pn,-1
PI45PLC,3
PI4P3Kn,-1
PI4P5K,3
PI4P5Kn,-1
PI4PLC,3
PI4PLCn,3
PI4PP,-1
PI5P4K,3
PI5P4Kn,-1
PIK3n,-1
PIK4,3
PIK4n,-1
PIK5,3
PIK5n,-1
PIPLC,3
PIPLCn,3
PIter,3
PItg,-1
PItn,-1
PItx,-1
PLA2_2,3
PLA2_2e,3
PMEVKx,3
PMI12346PH,3
PMI12346PHn,3
PMTCOAtx,-1
PNTOt5_1,3
PPA2,-1
PPAer,3
PPAm,3
PPAn,-1
PPAP,1
PPAtr,-1
PPAtm,-1
PPD2CSPp,-1
PPDOy,3
PPItr,-1
PPItx,-1
PPMI12346Ptn,-1
PPOR,3
PPPG9tm,-1
PPPGOm,3
PRAGSr,3
PRASCSi,3
PRDX,3
PRDXl,1
PRGNLONESULT,3
PRGNLONEtm,-1
PRGNLONEtr,-1
PRGSTRNt,-1
PRISTANALtx,-1
PRISTCOAtx,-1
PRISTtx,-1
PROD2m,3
PRODt2r,3
PROSTGD2t,2
PROSTGE1t,2
PROSTGE1t3,3
PROSTGE2t,3
PROSTGE2t2,1
PROSTGE2t3,3
PROSTGF2t,1
PROSTGH2t,-1
PROSTGI2t,-1
PROSTGI2tr,-1
PROt4,3
PROtm,-1
PSDm_hs,3
PSFLIP,3
PSFLIPm,3
PSSA1_hs,3
PSSA2_hs,3
PSt3,-1
PTDCACRNCPT1,3
PTDCACRNCPT2,3
PTDCACRNt,3
PTDCAt,-1
PTE2x,3
PTE3x,3
PTE4x,3
PTHPS,3
PTRCAT1,3
PTRCOX1,1
PVD3,-1
PYAM5PO,3
PYDXDH,3
PYDXK,3
PYDXPP,1
PYNP2r,3
PYRt2m,3
PYRt2p,3
QUILSYN,-1
RADH,-1
RADH2,-1
RADH3,-1
RADH4,-1
RAHY,-1
RAI1,-1
RAI2,-1
RAI3,3
RAI4,-1
RAtn,-1
RAtn3,-1
RBK_Dr,3
RBTt,-1
RDH1,3
RDH1a,3
RDH2,3
RDH2a,3
RDH3,3
RDH3a,3
RDH4,3
RETFA,-1
RETFAt,-1
RETFAt1,-1
RETFAt2,-1
RETH,-1
RETH1,-1
RETH1e,-1
RETH2,-1
RETH2e,-1
RETHe,-1
RETI1,-1
RETI2,-1
RETI3,-1
RETNGLCt,-1
RETNGLCt2,-1
RETNGLCt2r,-1
RETNGLCtr,-1
RETNt,-1
RETNtr,-1
RETNtr2,-1
RIBFLVt3,1
RIBt,-1
RIBt2,-1
RNMK,1
RTOTAL2t,-1
RTOTAL3CRNCPT1,3
RTOTAL3CRNCPT2,3
RTOTAL3CRNt,3
RTOTALt,-1
Rtotaltl,-1
S23T2g,3
S23T4g,3
S23Tg,3
S2L2FN2M2MASNtly,-1
S2L2N2M2MASNtly,-1
S2T1g,3
S2T2g,3
S2T3g,3
S2T4g,3
S2TASE1ly,3
S2TASE2ly,3
S2TASE3ly,3
S2TASE4ly,-1
S2TASE5ly,-1
S3T1g,3
S3T2g,3
S3T3g,3
S3TASE1ly,-1
S3TASE2ly,-1
S3TASE3ly,-1
S4T1g,3
S4T2g,3
S4T3g,3
S4T4g,-1
S4T5g,-1
S4T6g,3
S4TASE1ly,3
S4TASE2ly,3
S4TASE3ly,3
S4TASE4ly,3
S4TASE5ly,3
S6T16g,3
S6T17g,3
S6T18g,3
S6T19g,2
S6T1g,3
S6T20g,2
S6T21g,2
S6T22g,2
S6T23g,2
S6T24g,2
