Reaction_ID,CORDA_Score
S6T25g,3
S6T2g,3
S6T3g,3
S6TASE10ly,3
S6TASE11ly,3
S6TASE12ly,3
S6TASE13ly,3
S6TASE14ly,3
S6TASE15ly,3
S6TASE16ly,3
S6TASE17ly,3
S6TASE18ly,3
S6TASE19ly,3
S6TASE1ly,3
S6TASE20ly,3
S6TASE21ly,3
S6TASE22ly,3
S6TASE23ly,3
S6TASE24ly,3
S6TASE25ly,3
S6TASE26ly,3
S6TASE2ly,3
S6TASE3ly,3
S6TASE4ly,3
S6TASE5ly,3
S6TASE6ly,3
S6TASE7ly,3
S6TASE8ly,3
S6TASE9ly,3
SACCD3m,3
SACCD4m,3
SADT,3
SALMCOM,3
SALMCOM2,3
SAMHISTA,3
SARCOXp,3
SARCStex,-1
SARCStm,-1
SARCStp,-1
SARDHm,3
SBPP1er,3
SBPP3er,3
SBTD_D2,3
SBTR,3
SCP21x,3
SCP22x,3
SCP2x_1,3
SCPx,3
Ser_Thrtg,-1
SERALANaEx,3
SERASNNaEx,3
SERCYSNaEx,3
SERDGLNexR,3
SERDGLYexR,3
SERGLNexR,3
SERGLNNaEx,3
SERGLYexR,3
SERHL,3
SERLYSNaex,3
SERPT,1
SERt4,3
SERTHRNaEx,3
SERtN1,3
SERtp,-1
SFGTHi,3
SGALSIDEtg,-1
SGALSIDEtl,-1
SGPL12r,3
SIAASE2ly,3
SIAASE3ly,3
SIAASE4ly,3
SIAASEly,3
SIAT4Bg,3
SIAT9g,3
SK_citr__L_c,-1
SK_pre_prot_r,-1
SLCBK1,3
SLDt,-1
SLDx,3
SMPD3g,3
SMPD3l,3
SMPD4,3
SMS,3
SO4CLtex2,3
SO4HCOtex,3
SO4OXAtex2,3
SO4t4_2,3
SO4tl,-1
SOAT12,3
SPC_HSt,-1
SPH1Pte,-1
SPH1Pter,-1
SPHGNtr,-1
SPHINGStl,-1
SPHINGStr,-1
SPHK21c,3
SPHMDAc,-1
SPHMYLNtg,-1
SPHMYLNtl,-1
SPHS1Pte,-1
SPHS1Ptr,-1
SPMDOX,-1
SPODMe,3
SPODMm,3
SPODMn,3
SPODMx,3
SPR,3
SPRMS,3
SPTix,1
SQLEr,3
SQLSr,3
SR5AR2r,3
SR5ARr,3
SRTNACT,2
SRTNt6_2_r,1
SRTNtu,1
ST3GAL21g,3
ST3GAL22g,3
ST3GAL23g,3
ST3GAL31g,3
ST3GAL61g,3
ST3GAL62g,3
ST6GALNAC21,3
ST6GALNAC22,3
ST6GALNAC23,3
ST6GALNAC24,3
ST6GALNAC61,3
ST6GALNAC26,3
ST6GALNAC27,3
ST6GALNAC28,3
ST6GALNAC31_1,3
ST6GALNAC62,3
ST8SIA11,3
ST8SIA12,3
ST8SIA51g,3
ST8SIA52g,3
ST8SIA53g,3
ST8SIA54g,3
ST8SIA55g,3
ST8SIA56g,3
STCOAtx,-1
STRDNCCPT1,3
STRDNCCPT2,3
STRDNCCRNt,3
STRDNCt,-1
STS1,1
STS1r,1
STS2,1
STS2r,1
SUCCtm,3
SUCCt4_2,1
SUCCtp,-1
SUCD1m,3
SUCOAS1m,3
SUCOASm,3
SUCRe,1
SULFOX,3
T4HCINNMFM,-1
TAGAT_Dt,-1
TAGt,-1
TAURt4_2_r,3
TAURtcx,3
TAXOLte,-1
TCHOLAt,3
TCHOLAt2,2
TCHOLAte,-1
TCHOLAtx,-1
TCYNTt,-1
TCYNTtm,-1
TDCHOLAte,-1
TDCHOLAtx,-1
TDP,-1
TDPm,-1
TETHEX3COAtx,-1
TETHEX3t,-1
TETPENT3COAtx,-1
TETPENT3CPT1,3
TETPENT3CPT2,3
TETPENT3CRNt,3
TETPENT3t,-1
TETPENT6COAtx,-1
TETPENT6CPT1,3
TETPENT6CPT2,3
TETPENT6CRNt,3
TETPENT6t,-1
TETTET6COAtx,-1
TETTET6CPT1,3
TETTET6CPT2,3
TETTET6CRNt,3
TETTET6t,-1
THBPT4ACAMDASE,3
THCHOLSTOICtm,-1
THD1m,3
THFt2_1,3
THFtl,-1
THFtm,-1
THMDt4,1
THMMPt4_1,3
THMMPtm_cho,-1
THMP,-1
THMPPtm_cho,-1
THMt2m,-1
THMTP,3
THMTPt_1,3
THP2Ctp,-1
THRALANaEx,3
THRASNNaEx,3
THRCYSNaEx,3
THRGLNexR,3
THRGLNNaEx,3
THRGLYexR,3
THRSERNaEx,3
THRt4,3
THYMDt1,3
THYMDtl,3
THYMDtm,3
THYMt,3
THYOXt,3
THYOXt2,3
THYPX,1
TMABADH,3
TMDK1m,3
TMDPP,3
TMDPPK,-1
TMLYSOX,1
TMNDNCCOAtx,-1
TMNDNCCPT1,3
TMNDNCCPT2,3
TMNDNCCRNt,3
TMNDNCt,-1
TOLBUTAMIDEte,-1
TRDR,3
TRDR2,3
TRDR3,3
TREH,1
TREHe,1
TRIODTHYSUFt,-1
TRIODTHYSULT,3
TRIODTHYt,3
TRIODTHYt2,3
TRIOK,-1
TRPHYDRO2,3
TRPO2,3
TRPt4,1
TRYPTAOX,3
TS3,-1
TSTSTERONEGLCte,3
TSTSTERONEGLCtr,-1
TSTSTERONESte,-1
TSTSTERONESULT,3
TSTSTERONEt,-1
TSTSTERONEtr,-1
TSULt4_3,1
TTDCAtr,3
TTDCPT2,3
TTDCRNt,3
TXA2te,-1
TXA2tr,-1
TXASr,3
TYMSFt,-1
TYMSULT,3
TYR3MO2,3
TYRASE,1
TYRCBOX,3
TYRDOPO,1
TYRDOPO3,1
TYROXDAc,3
TYRt,3
TYRt4,1
TYRTAim,3
UAG2EMA,3
UAGALDP,-1
UDPACGALtl,-1
UDPDOLPT_L,3
UDPG1P,-1
UDPGALtg,3
UDPGD,3
UDPGLCAter,3
UDPGLCAtg,-1
UDPGLCter,-1
UDPGLDCg,3
UDPGNP,-1
UDPGP,3
UDPtl,-1
UDPXYLter,-1
UDPXYLtg,3
UGALGTg,3
UGALNACtg,3
UGCG,3
UGLCNACtg,2
UGT1A10r_1,1
UGT1A1r,1
UGT1A2r,2
UGT1A3r,1
UGT1A4r,1
UGT1A5r,1
UGT1A5r2,2
UGT1A6r,1
UGT1A7r,1
UGT1A8r,1
UGT1A9r,1
UMPK2,3
UMPK2n,3
UMPK3,3
UMPK3n,3
UMPK4,3
UMPK4n,3
UMPK5,3
UMPK5n,3
UMPK6,3
UMPK6n,3
UMPK7,3
UMPK7n,3
UMPKn,3
UMPtr,-1
UPPN,2
URAt,3
URATEt,-1
URATEtx,-1
UREAt5,2
UREAtm,3
URIDK2m,3
URIK1,3
URIt,3
URIt4,1
Uritl,3
Uritn,-1
UROLACer,-1
UTPtn,-1
VACCt,-1
VALt4,1
VALt5m,-1
VALTAim,3
VALtec,3
VD3,-1
VITD3t,-1
VLCS2p,3
VLCS2r,3
VLCSp,3
VLCSr,3
WHDDCAte,-1
WHHDCAte,-1
WHTSTSTERONEte,-1
WHTTDCAte,-1
XANDp,3
XANtx,-1
XAO2x,3
XAOx,3
XOL27OHtm,-1
XOL7AH2tm,-1
XOL7AONEtr,-1
XOLDIOLONEt,-1
XOLEST2te,-1
XOLESTte,-1
XOLTRI24tc,-1
XOLTRI24te,-1
XOLTRI25tc,-1
XOLTRI25te,-1
XOLTRI27tc,-1
XOLTRI27te,-1
XOLTRIOLtm,-1
XSERtg,-1
XYLK,3
XYLTD_D,-1
XYLTer,3
XYLtly,-1
XYLTt,-1
XYLUR,3
YVITEt,-1
EX_4abutn_e,-1
EX_acmana_e,-1
EX_ahdt_e,-1
EX_ctp_e,-1
EX_dgmp_e,-1
EX_dgtp_e,-1
EX_dha_e,-1
EX_dhap_e,-1
EX_dtmp_e,-1
EX_dttp_e,-1
EX_fad_e,-1
EX_fald_e,-1
EX_g1p_e,-1
EX_isomal_e,-1
EX_HC00250_e,-1
EX_HC01104_e,-1
EX_HC01361_e,-1
EX_HC01440_e,-1
EX_HC01441_e,-1
EX_HC01444_e,-1
EX_HC01446_e,-1
EX_HC01577_e,-1
EX_HC01609_e,-1
EX_cpppg1_e,-1
EX_HC01700_e,-1
EX_HC02160_e,-1
EX_HC02161_e,-1
EX_itp_e,-1
EX_orot_e,-1
EX_prpp_e,-1
EX_pydx5p_e,-1
EX_udpg_e,-1
r0002,-1
r0009,3
r0013,1
r0016,3
GDR,3
GDRm,3
r0023,3
NOS2,3
r0027,3
NDP1,3
DPCOAKm,3
CPS_m,2
r0047,3
r0051,1
ALR,-1
ACOAHim,1
r0068,3
r0074,3
ALATA_Lm,3
r0083,3
r0084,3
r0085,3
r0086,3
r0093,3
r0097,3
r0113,3
NTPP2,3
PYK3,1
GTHRDH_syn,3
GGTAe2,3
r0139,3
r0142,3
r0145,3
r0149,3
PYK4,1
r0156,-1
r0157,-1
SPTc,1
PYK2,1
r0166,3
r0170,3
r0173,3
SSALxm,3
r0179,-1
r0181,3
r0186,1
r0191,3
r0193,3
r0196,3
r0202,3
r0205,3
MAN1PT,3
r0210,3
r0221_1,3
DHFR2i,3
DHFRim,3
DURADx,-1
r0239,3
r0242,3
ALCD19y,1
r0246,1
r0249,3
GMPR,3
r0280,1
r0281,1
r0283,3
r0287,3
GMPS,3
r0308,3
ACOAR7m,3
r0310,3
r0311,3
r0317,3
r0319,3
r0321,3
r0330,-1
r0331,-1
r0340,3
r0354,3
r0355,3
r0357,3
r0358,3
r0360,3
r0361,3
r0363,3
r0364,3
r0365,-1
ADADir,3
r0380,3
r0381,-1
r0383,3
r0385,3
r0386,3
PYDXO_1,3
PYDXNO,3
r0390_1,1
NAPRT,2
r0393,3
HXAND,3
XAO2,3
PHETHPTOX,2
r0402,3
r0403,3
r0407,3
r0408,3
r0409,3
r0410,3
AGPOP,1
r0423,3
r0424,3
r0425,3
r0426,3
r0431_1,3
r0432_1,3
r0433_1,3
r0434,3
r0437,3
r0438,3
r0440,3
r0441,3
r0443,3
r0444,3
r0450,1
r0451,3
DGNSK,3
r0463,3
r0465_1,3
r0466_1,-1
RNTR1,3
RNTR2,3
RNTR3,3
RNTR4,3
r0480,-1
r0483,3
HMGCOAR,3
r0494,3
r0497,3
XAND,3
XAO,3
r0509,3
r0510,3
r0511,3
r0512,3
r0514,3
r0517,3
THFATm,3
FTHFCLm,3
r0525,3
NMNDA,-1
DUTCP,3
SPHPL,3
CYSAMO_cho,3
r0541,3
ALDD19xr,3
r0546,3
ALDD19x_P,3
r0548,3
BETALDHx,3
BETALDHy,3
r0555,3
r0557,3
r0558,-1
r0560,3
DHRT_ibcoa,3
r0568,3
r0571,-1
r0573,2
r0575,3
APNPT,3
r0579,3
DNADDP,3
r0587,3
PTPATim,3
DPCOAPP,3
AASAD3,3
r0595,3
r0596,3
r0603,3
r0604,3
r0610,3
r0611,3
HPROx,3
HPROxm,3
HPROb,3
HPROym,3
r0627,3
r0629,1
r0630,1
r0633,3
ACACT4m,3
r0636,3
r0637,3
ACOAR5m,3
ACACT6m,3
r0641,3
r0642,3
r0643,3
AM6SAD,-1
r0647,-1
r0648,3
r0649_1,3
r0650,3
r0651,2
r0652_1,3
ACACT7m,3
r0655,3
r0656,3
ECOAH5m,3
ECOAH5p,3
PRAIS,3
r0669,3
r0670,3
r0672,3
r0673,3
r0686,3
r0688,3
r0698,3
r0706,3
r0707,3
r0714_1,3
r0715,3
r0716_1,3
r0717,3
HACD6m,3
HACD6p,3
r0720_1,3
r0721,3
HACD5m,3
HACD5p,3
ACACT5m,3
HACD4m,3
HACD4p,3
ECOAH4m,3
ECOAH4p,3
r0730,3
r0731,3
r0732,3
r0733,3
r0734,3
ACOAR4m,3
r0737,3
r0739,3
r0741,3
r0743,3
r0744,3
r0747,2
r0750,2
r0752,3
r0753,3
r0754,3
r0755,3
r0756,3
r0757,3
5HOXINDACTOX,3
r0774,3
r0779,3
LNS14DMr,3
r0782,1
r0783,3
r0784,-1
r0786,3
SBPP1,3
r0788,-1
r0789,-1
ACOAR2m,3
r0795,-1
r0796,-1
r0797,1
r0809,-1
r0812,3
r0813,2
r0817,3
r0818,-1
r0819,3
SUCFUMtm,3
r0822,3
r0826,-1
r0829,3
r0830,3
r0834,3
r0835,3
r0836,3
NH4tm,-1
r0839,-1
r0840,-1
r0841,-1
r0842,-1
r0845,3
r0853,-1
r0859,-1
r0860,-1
r0870,-1
r0871,-1
r0879,3
r0881,-1
r0885,3
r0886,-1
r0892,-1
r0899,-1
r0907,-1
r0908,-1
r0909,-1
r0911,-1
MALICITtm,3
r0915,3
CITtcm,3
r0921,-1
r0924,1
r0926,-1
r0927,-1
r0931,-1
r0932,-1
r0934,3
r0936,-1
r0937,-1
r0940,-1
r0942,3
SPMDtex2,-1
r0946,1
r0950,-1
r0954,3
r0960,3
r0961,3
r0962,-1
r0968,-1
r0970,-1
r0973,-1
PNTOt4,-1
r0975,-1
r0983,2
r0984,2
r0986,-1
r0987,-1
r0989,-1
r0990,-1
r0993,1
r0994,-1
r0995,3
r0997,3
r0998,-1
r0999,-1
r1000,-1
CARN1619Zt_m,-1
r1002,-1
r1003,-1
r1005,-1
r1006,-1
r1007,-1
r1008,-1
r1011,-1
r1012,-1
r1013,-1
r1014,-1
r1015,2
r1017,-1
r1018,-1
r1019,-1
r1020,-1
r1024,-1
r1025,-1
r1026,1
r1028,1
r1029,-1
r1030,-1
r1043,1
r1044,1
r1045,1
CHOLESTTDe,-1
r1051,-1
r1052,-1
r1078,-1
CITt2r,-1
CITt4_1,3
r1106,-1
r1109,-1
r1116,-1
r1117,-1
r1134,-1
r1135,3
r1143,3
GLUt4,3
r1146,-1
AKGICITtm,3
r1148,-1
r1150,-1
OBDHm,3
r1155,3
DUTUP,3
r1159,-1
r1162,-1
r1163,2
r1164,3
r1165,3
r1166,3
r1167,3
r1168,3
r1169,3
r1170,3
r1171,3
r1172,3
r1174,3
r1175,3
r1177,3
r1179,3
r1181,3
r1182,3
r1183,3
r1251,3
r1252,3
r1253,3
r1254,3
r1255,3
r1257,3
r1259,3
r1260,3
r1262,3
PPCOAtm,-1
r1292,-1
r1298,-1
r1299,-1
r1301,-1
r1302,-1
r1303,-1
r1304,-1
r1318,-1
r1364,-1
r1365,-1
r1367,-1
r1368,-1
r1374,1
r1375,-1
r1377,-1
r1378,3
r1380,3
r1382_1,3
r1383_1,3
r1384,-1
r1391,3
r1392,3
r1400,-1
r1401,-1
r1411,3
HCO3Ee,3
r1421,-1
PIt,-1
HISt2m,1
r1428,-1
GLY3Pt,-1
ALAtmi,-1
r1435,-1
METtm,-1
r1437,-1
thr_mt,-1
ACOAO5p,3
r1444,3
ACOAO4p,3
r1446,3
r1447,3
r1448,3
r1449,3
r1450,3
r1451,3
r1454,3
PHEt2m,-1
r1456,-1
r1457,-1
r1459,-1
r1467,-1
r1468,-1
r1472,3
r1474,3
r1477,3
r1481,3
r1487,3
GTHRDt2,-1
r1495,2
r1497,2
r1498,2
r1499,2
r1500,2
r1501,2
r1502,2
r1503,2
r1512,-1
r1514,3
r1515,3
r1516,3
r1517,3
r1518,3
r1519,3
r1520,3
r1521,3
r1522,3
r1523,3
r1525,3
r1527,3
r1529,3
r1530,3
r1531_1,3
r1532_1,3
r1533_1,3
r1536,3
HCO3_2NAt,3
r1540,3
r1544,3
r1546,3
r1547,3
r1548,3
r1549,3
r1551,3
r1552,3
r1553,3
r1554,3
r1556,3
r1557,3
r1559,3
r1560,3
r1561,3
r1562,3
r1563,3
r1564,3
r1565,3
r1566,3
r1567,3
r1568,3
r1569,3
r1570,3
r1571,3
r1573,3
r1574,3
r1575,3
r1576,3
r1578,3
r1579,3
r1580,3
r1581,3
r1583,3
r1584,3
r1585,3
r1586,3
r1587,3
r1588,3
r1589,3
r1590,3
r1591,3
r1592,3
r1593,3
r1594,3
r1595,3
r1596,3
r1597,3
r1598,3
r1599,3
r1600,3
r1602,3
r1603,3
r1604,3
r1605,3
r1606,3
r1607,3
r1608,3
r1609,3
r1610,3
r1611,3
r1612,3
r1613,3
r1614,3
r1615,3
r1616,3
r1617,3
TYRPHELAT2tc,3
CYSPHELAT2tc,3
LEUPHELAT2tc,3
r1621,3
ASNPHELAT2tc,3
VALPHELAT2tc,3
THRPHELAT2tc,3
r1625,3
ILEPHELAT2tc,3
r1627,3
r1628,3
r1629,3
r1630,3
r1631,3
r1632,3
r1633,3
r1634,3
r1635,3
r1636,3
r1637,3
r1638,3
r1639,3
r1640,3
r1641,3
r1642,3
r1643,3
VALLAT1tc,3
r1645,3
r1646,3
ILELAT1tc,3
r1648,3
r1649,3
r1650,3
r1651,3
r1652,3
r1653,3
r1654,3
r1655,3
r1656,3
r1657,3
r1658,3
r1659,3
r1660,3
r1661,3
r1662,3
r1664,3
r1665,3
r1666,3
r1668,3
r1669,3
r1670,3
r1671,3
r1672,3
r1673,3
r1674,3
r1675,3
r1676,3
r1677,3
r1678,3
r1679,3
r1680,3
r1681,3
r1682,3
r1683,3
r1684,3
r1685,3
r1686,3
r1687,3
r1690,3
r1691,3
r1692,3
r1693,3
r1695,3
r1696,3
r1698,3
r1700,3
r1701,3
r1702,3
r1705,3
r1706,3
r1707,3
r1708,3
r1710,3
r1711,3
r1713,3
r1715,3
r1716,3
r1717,3
r1720,3
r1721,3
r1722,3
r1723,3
r1725,3
r1726,3
r1728,3
r1730,3
r1731,3
r1732,3
r1733,3
r1734,3
r1735,3
r1736,3
r1737,3
r1738,3
r1739,3
r1740,3
r1741,3
r1742,3
r1743,3
r1744,3
r1745,3
r1746,3
r1747,3
r1748,3
r1749,3
r1750,3
r1751,3
r1752,3
r1753,3
r1754,3
r1755,3
r1756,3
r1757,3
r1758,3
r1759,3
r1760,3
r1761,3
r1762,3
r1763,3
r1764,3
r1765,3
r1766,3
r1767,3
r1768,3
r1769,3
r1770,3
r1771,3
r1772,3
r1773,3
r1774,3
r1775,3
r1776,3
r1777,3
r1778,3
r1779,3
r1780,3
r1781,3
r1782,3
r1783,3
r1784,3
r1785,3
r1786,3
r1787,3
r1788,3
r1789,3
r1790,3
r1791,3
r1792,3
r1796,3
r1797,3
r1798,3
r1799,3
r1800,3
r1801,3
r1803,3
r1805,3
r1806,3
r1807,3
r1808,3
r1809,3
r1810,3
r1811,3
r1812,3
r1813,3
r1814,3
r1815,3
r1816,3
r1817,3
r1818,3
r1819,3
r1820,3
r1821,3
r1822,3
r1823,3
r1824,3
r1825,3
r1826,3
r1827,3
r1828,3
r1829,3
r1830,3
r1831,3
r1832,3
r1833,3
r1834,3
r1835,3
r1836,3
r1837,3
r1841,3
r1842,3
r1843,3
r1844,3
r1846,3
r1847,3
r1848,3
r1850,3
r1851,3
r1852,3
r1853,3
r1854,3
r1855,3
r1856,3
r1857,3
r1858,3
r1859,3
r1860,3
r1861,3
r1862,3
r1863,3
r1864,3
r1865,3
r1866,3
r1867,3
r1871,3
r1872,3
r1873,3
r1874,3
r1876,3
r1877,3
r1879,3
r1880,3
r1881,3
r1882,3
r1883,3
r1884,3
r1885,3
r1886,3
r1887,3
r1888,3
r1889,3
r1890,3
r1891,3
r1892,3
r1893,3
r1894,3
r1895,3
r1896,3
r1897,3
r1898,3
r1899,3
r1900,3
r1901,3
r1902,3
r1903,3
r1904,3
r1905,3
r1906,3
r1907,3
r1908,3
r1909,3
r1910,3
r1911,3
r1912,3
r1913,3
r1914,3
r1915,3
r1916,3
r1917,3
r1918,3
r1919,3
r1920,3
r1921,3
r1922,3
r1923,3
r1924,3
r1925,3
r1926,3
r1928,3
r1929,3
r1930,3
r1931,3
r1932,3
r1933,3
r1934,3
r1935,3
r1936,3
r1937,3
r1938,3
r1939,3
r1940,3
r1941,3
r1942,3
r1943,3
r1944,3
r1945,3
r1946,3
r1947,3
r1948,3
r1949,3
r1950,3
r1951,3
r1952,3
r1953,3
r1954,3
r1955,3
r1956,3
r1957,3
r1958,3
r1959,3
r1960,3
r1961,3
r1962,3
r1963,3
r1964,3
r1965,3
r1966,3
r1967,3
r1968,3
r1969,3
r1970,3
r1971,3
r1972,3
r1973,3
r1974,3
r1975,3
r1976,3
r1977,3
r1978,3
r1979,3
r1980,3
r1981,3
r1982,3
r1983,3
r1984,3
r1985,3
r1986,3
r1987,3
r1988,3
r1989,3
r1990,3
r1991,3
r1992,1
r1993,1
r1994,1
r1995,1
r1996,1
r1997,1
r1998,1
r1999,1
r2000,1
r2001,1
r2002,1
r2003,1
r2004,1
r2005,1
r2006,1
r2007,1
r2008,1
r2009,1
r2010,1
r2011,1
r2012,1
r2013,1
r2014,1
r2015,1
r2016,1
r2017,1
r2018,1
r2019,1
r2020,1
r2021,1
r2022,1
r2023,1
r2024,1
r2026,1
r2027,1
r2028,1
r2029,1
r2030,1
r2031,1
r2032,1
r2034,1
r2035,1
r2036,1
r2037,1
r2038,1
r2039,1
r2040,1
r2041,1
r2042,1
r2043,1
r2044,1
r2045,1
r2046,1
r2047,1
r2048,1
r2049,1
r2050,1
r2051,1
r2052,1
r2053,1
r2054,1
r2055,1
r2056,1
r2057,1
r2058,1
r2059,1
r2060,1
r2061,1
r2062,1
r2063,1
r2064,1
r2065,1
r2066,1
r2067,1
r2068,1
r2069,1
r2070,1
r2071,1
r2073_1,3
r2079,3
r2080,3
r2081,3
r2082,3
r2083,3
r2084,3
r2085,3
r2086,3
r2087,3
r2088,3
r2089,3
r2090,3
r2091,3
r2092,3
r2093,3
r2094,3
r2095,3
r2096,3
r2097,3
r2098,3
r2099,3
r2100,3
r2101,3
r2102,3
r2103,3
r2104,3
r2105,3
r2106,3
r2107,3
r2108,3
r2109,3
r2110,3
r2111,3
r2112,3
r2113,3
r2114,3
r2115,3
r2116,3
r2117,3
r2118,3
r2119,3
r2120,3
r2121,3
r2122,3
r2123,3
r2124,3
r2125,3
r2126,3
r2127,3
r2128,3
r2129,3
r2130,3
r2131,3
r2132,3
r2133,3
r2136,1
r2139,1
r2140,1
r2141,1
r2142,1
r2143,1
r2144,1
r2145,1
r2146,1
r2147,1
r2148,1
r2149,1
r2150,1
r2151,1
r2152,1
r2153,1
r2154,1
r2155,1
r2156,1
r2157,1
r2158,1
r2159,1
r2160,1
r2161,1
r2162,1
r2163,1
r2164,1
r2165,1
r2166,1
r2167,1
r2168,1
r2169,1
r2170,1
r2171,1
r2172,1
r2173,1
r2174,1
r2175,1
r2176,1
r2177,1
r2178,1
r2179,1
r2180,1
r2181,1
r2182,1
r2183,1
r2184,1
r2185,1
r2186,1
r2187,1
r2188,1
r2189,1
r2190,1
r2191,1
r2192,1
r2193,1
r2194,1
r2195,1
r2196,1
r2197,1
r2198,3
r2199,3
r2200,3
r2201,3
r2202,3
r2203,1
r2204,1
r2205,1
r2206,1
r2207,1
r2208,1
r2209,1
r2210,1
r2211,1
r2212,1
r2213,1
r2214,1
r2215,1
r2216,1
r2217,1
r2218,3
r2219,3
r2220,3
r2221,3
r2222,3
r2223,3
r2224,3
r2225,3
r2226,3
r2227,3
r2228,3
r2229,3
r2230,3
r2231,3
r2232,3
r2233,3
r2234,3
r2235,3
r2236,3
r2237,3
r2238,3
r2239,3
r2240,3
r2241,3
r2242,3
r2243,3
r2244,3
r2245,3
r2246,3
r2247,3
r2248,3
r2249,3
r2250,3
r2251,3
r2252,3
r2253,3
r2254,3
r2255,3
r2256,3
r2257,3
r2258,3
r2259,3
r2260,3
r2261,3
r2262,3
r2263,3
r2264,3
r2265,3
r2266,3
r2267,3
r2268,3
r2269,3
r2270,3
r2271,3
r2272,3
r2273,3
r2274,3
r2275,3
r2276,3
r2277,3
r2278,3
r2279,3
r2280,3
r2281,3
r2282,3
r2283,3
r2284,3
r2285,3
r2286,3
r2287,3
r2288,3
r2289,3
r2290,3
r2291,3
r2292,3
r2293,3
r2294,3
r2295,3
r2296,3
r2297,3
r2298,3
r2299,3
r2300,3
r2301,3
r2302,3
r2303,3
r2304,3
r2305,3
r2306,3
r2307,3
r2308,1
r2309,1
r2310,1
r2311,1
r2312,1
r2313,2
r2314,2
r2315,2
r2316,2
r2317,2
r2318,2
r2319,2
r2320,2
r2321,2
r2322,2
r2323,2
r2324,2
r2325,2
r2326,2
r2327,2
r2328,2
r2329,2
r2330,2
r2331,2
r2332,2
r2333,2
r2334,2
r2335,2
r2338,1
r2341,1
r2342,1
r2343,1
r2344,1
r2346,1
r2347,1
r2352,1
r2353,1
r2354,1
r2355,1
r2356,1
r2357,1
r2358,1
r2359,1
r2360,1
r2361,1
r2362,1
r2363,1
r2364,1
r2365,1
r2366,1
r2367,1
r2368,1
r2369,1
ASCBt5,2
r2371,3
r2372,3
AKGCITtm,3
r2374,3
r2375,3
r2376,3
r2377,3
r2378,3
r2379,3
r2380,3
r2381,3
r2382,3
r2384,3
r2385,3
r2386,3
r2387,3
r2388,3
r2389,3
r2390,3
r2391,3
r2392,3
r2393,3
r2394,3
r2395,1
r2396,1
r2397,1
r2398,1
r2399,1
r2400,1
r2401,1
r2402,1
r2403,1
r2404,1
r2405,1
r2406,1
r2407,1
r2408,1
r2409,1
r2410,1
r2411,1
r2412,1
r2413,1
r2416,1
r2419,3
r2420,3
r2425,3
CRNCARtm,3
r2434,3
CARN160t_m,3
CARN1819Zt_m,3
r2437,3
r2438,3
r2439,2
r2447,1
r2449,1
r2465_1,3
SERt2r,3
r2472,3
G6Pt6er,3
r2482,1
r2483,1
r2484,1
r2485,1
r2486,1
r2487,1
r2488,1
r2489,1
r2490,1
r2491,1
r2492,1
r2493,1
r2494,1
r2495,1
r2496,1
r2497,3
r2498,3
r2499,3
r2501,3
r2502,3
r2503,3
r2505,3
r2506,-1
r2507,-1
r2508,-1
r2509,-1
r2510,-1
r2511,-1
r2512,-1
r2513,-1
r2514,-1
r2515,-1
r2516,3
r2517,3
r2518,3
r2519,-1
r2520,3
r2521,-1
GLNt,1
r2526,1
r2532,1
r2534,1
r2535,1
r2537,-1
r2538,-1
r2539,-1
EX_so3_e,-1
EX_sprm_e,-1
GNK,-1
FACOAE180,3
GULND,1
RE0452M,-1
RE0453C,-1
RE0453M,3
RE0453N,3
RE0456N,3
RE0512M,3
RE0512X,3
RE0549C,-1
RE0565C,3
RE0566C,-1
RE0567C,-1
RE0568C,3
RE0569C,3
RE0569E,1
RE0570C,-1
RE0571C,-1
RE0574C,-1
RE0575C,-1
RE0576C_1,-1
RE0577C,3
RE0578C,3
RE0579C_1,3
RE0581C,-1
ECOAR,-1
RE0688E,1
RE0689E,1
RE0690E,1
RE0691C,-1
RE0827E,1
RE0828E,1
RE0830C,-1
RE0830N,3
RE0908C,-1
RE0912C,3
RE0915C,-1
RE0915E,3
RE0916C,-1
RE0918C,-1
RE0926E,3
RE0935E,3
RE0936E,2
RE0937E,2
RE0938E,2
RE0944E,3
RE0958C,-1
RE0958E,3
RE1050E,3
RE1077C_1,-1
RE1096C,-1
RE1099C,1
STS3,1
STS3r,1
RE1134C,-1
STS4,1
STS4r,1
RE1233C,1
SPMDAT1,-1
SPMDAT2,-1
AADSACYCL,-1
RE1266C_1,-1
CYP2R1,-1
RE1342C,-1
RE1441R_1,3
RE1447M_1,3
RE1447N_1,-1
RE1448N_1,-1
RE1448R_1,1
RE1516M,3
RE1516X,3
RE1517M,3
RE1517X,3
RE1518M,3
RE1518X,3
RE1519X,3
RE1520M,3
RE1520X,3
RE1521M,3
RE1521X,3
RE1522M,3
RE1522X,3
RE1523M,3
RE1523X,3
RE1525M,3
RE1525X,3
RE1526M,3
RE1526X,3
RE1527M,3
RE1527X,3
RE1530C,-1
RE1530M,3
RE1531M,3
RE1531X,2
RE1532M,3
RE1532X,2
RE1533M,3
RE1533X,2
RE1534M,3
RE1534X,2
RE1573M,3
RE1573X,3
RE1587C,-1
RE1630C,-1
RE1632C,-1
CYANSTm,3
RE1709C,-1
RE1709N,3
RE1711C,-1
RE1796M,1
HSD3B7,1
RE1803C,-1
RE1804C,-1
RE1804M,3
RE1807C,-1
RE1807M,3
RE1810M,-1
RE1826C,-1
