"Gene_ID","GSM1089187","GSM1089188","GSM1089189","GSM1089190","GSM1089191","GSM1089192","GSM1089193","GSM1089194","GSM1089195","GSM1089196"
"NM_001029873",5.333879335,5.291031032,5.65411181,5.817224928,6.070515343,5.968454932,5.942398155,5.975047762,5.89087561,6.055522397
"NM_001029876",5.419856565,5.339352489,5.167084817,4.941124038,4.810904404,4.82500438,4.878530254,4.799083494,4.780474731,4.767949054
"NM_001029877",4.249560815,4.258801646,4.393705058,3.89428285,3.951692165,3.685606023,3.837624863,3.686078749,3.892733471,3.935495683
"NM_001029878",7.054502858,7.057606497,7.168392416,7.070659496,7.064661372,6.898697371,7.000736891,6.968918136,6.983692643,6.982386202
"NM_001029889",6.008137077,6.172920813,6.026584445,6.258479833,6.226348819,6.334244751,6.279805296,6.323416434,6.355965093,6.282010023
"NM_001029890",6.312685575,5.80023375,5.78417634,3.439246812,2.842677699,2.680480596,2.545069804,2.418072929,2.680480596,2.480978385
"NM_001029895",7.423973328,7.399522671,7.537107262,7.378322359,7.318122018,7.331696698,7.432679893,7.468813512,7.511753358,7.484752108
"NM_001029912",5.090634597,5.10857977,4.999255284,4.469038541,4.600724257,4.440953887,4.65916193,4.482771814,4.63263483,4.770353904
"NM_001029934",7.469748704,7.409750377,7.487396504,7.626817217,7.689183707,7.93575536,7.859712817,7.854716426,7.932857764,7.899632631
"NM_001029936",3.968207119,3.960695893,4.233324213,4.556060193,4.70266962,4.71470746,4.768182699,4.831294471,4.832398701,4.939077309
"NM_001029978",5.04586656,5.117163237,5.29032146,5.640235449,5.866822627,5.7942795,5.724851092,5.892748362,5.748030835,5.975749404
"NM_001029979",3.938966723,3.85671231,3.909961591,3.694352413,3.908722613,3.760259702,4.045701682,3.902534343,3.979609177,4.047344165
"NM_001029982",6.500681756,6.551152175,6.503068067,6.408416864,6.518685645,6.428088721,6.465459973,6.461859841,6.399765749,6.491071736
"NM_001029983",5.380723074,5.385259214,5.476927596,5.488617982,5.680072146,5.536840245,5.48225806,5.442507919,5.623008928,5.557560395
"NM_001029985",3.235937164,3.093084581,2.91060272,2.656167304,2.548044819,2.530105152,2.461002152,2.336340264,2.531519562,2.379162778
"NM_001029990",4.358903002,4.208546904,4.268568015,4.115774149,4.347441613,4.17837111,4.430538502,4.306719346,4.212250976,4.390906802
"NM_001030014",3.926577121,3.745265589,3.868365202,3.800826426,3.796064047,3.747150586,3.725976431,3.702836387,3.549194939,3.648115099
"NM_001030293",4.304143716,4.250259116,4.226772554,4.432446966,4.419688023,4.362934212,4.384008079,4.29051245,4.283373578,4.591323069
"NM_001030296",3.28102691,3.243779648,3.387142097,3.509093428,3.299666478,3.243779648,3.289395613,3.145910753,3.193919402,3.243779648
"NM_001030307",6.05986949,5.849133938,5.690062079,5.362156495,5.441017466,5.4208066,5.69862014,5.692551985,5.667896991,5.583067141
"NM_001031664",6.434125879,6.189617238,6.192673991,6.077008079,5.902149872,5.972072358,5.988247115,6.04886086,5.816212261,5.887726651
"NM_001031772",4.032159,4.594138642,4.62550566,4.34765829,4.489135721,4.617614515,4.919567338,4.938806719,4.934329553,5.06318714
"NM_001031811",4.130407225,4.273544676,3.9891780815,3.3589505015,3.088253146,3.0927306725,3.130614333,3.0231108125,3.151613133,3.0481929935
"NM_001031814",7.185942659,7.136133149,7.125837307,6.952492954,7.016107547,6.812721654,6.968428358,6.921729653,6.972775005,6.985136899
"NM_001032378",3.898771993,3.997306789,3.937739111,3.928522496,3.886941199,3.816140276,3.890692755,3.893511391,3.928070175,3.881794659
"NM_001032727",6.249997009,6.035632803,6.206205307,5.543757538,5.290144116,5.16309803,5.202375009,5.214585631,5.205328598,5.205200789
"NM_001033039",2.468828072,2.148107651,2.335911477,2.345393894,2.39749636,2.402844557,2.408944227,2.400729788,2.403963216,2.47239053
"NM_001033043",2.418270101,2.266742359,2.241338192,2.250498126,2.301597777,2.454478763,2.337124231,2.610558213,2.447248976,2.424583559
"NM_001033128",4.708250549,4.673901738,4.956856398,5.116724424,5.224500127,4.92353374,5.047393818,4.950583639,4.998602677,4.928504308
"NM_001033132",5.7905845,5.709002518,5.617454359,5.825403544,5.867987662,6.238896547,6.232914223,6.210743783,6.045237671,6.200450163
"NM_001033135",4.668545166,4.56070264,4.656199906,4.771175829,4.763180678,4.747875868,4.796132979,4.809513514,4.768915613,4.770090521
"NM_001033136",4.452638701,4.416013692,4.559095995,4.707527955,4.868926091,4.922193656,5.046699352,4.937328978,4.757380733,4.995355973
"NM_001033139",4.184002033,4.099960084,3.950311796,3.865158267,3.837200945,3.777047338,3.882907955,3.770099452,3.794787536,3.793054319
"NM_001033141",3.252937083,3.182560843,3.396721375,3.491607678,3.001614962,2.972349662,2.892849151,2.942888746,2.949704194,2.949704194
"NM_001033142",2.959009414,3.018012575,3.198914489,3.008712344,3.371228784,3.231144878,3.478539289,3.460667934,3.379265171,3.610763571
"NM_001033145",3.100642814,2.941698102,2.958119249,3.272175172,3.327220868,3.516419969,3.389348296,3.308002657,3.270875099,3.272417284
"NM_001033148",2.658981087,2.532510759,2.658981087,2.791438265,2.4797658,2.692404307,2.723104185,2.678300088,2.718779662,2.538192087
"NM_001033149",4.559949728,4.340358154,4.516986388,4.331378739,4.121681879,3.859460023,4.084202824,3.868690591,3.902909268,3.915136044
"NM_001033150",4.692113422,4.464248275,4.748061626,4.784499533,5.130607067,5.168090068,5.246745262,5.17076025,5.405607913,5.277732937
"NM_001033155",5.245081848,5.124825763,5.348819872,5.750029194,5.835376829,5.650805032,5.897562384,5.974610296,5.829112354,5.871502774
"NM_001033156",4.651631271,4.431293416,4.609253677,5.09959425,5.45947526,5.590972806,5.661227401,5.776692501,5.688877907,5.664677632
"NM_001033159",4.735042396,4.494348991,4.608880687,4.594658834,4.298495532,4.237800846,4.144224952,4.135340032,4.135417951,4.143425415
"NM_001033161",3.402878407,3.139844673,3.130410113,2.861616479,2.861616479,2.864118166,2.721994264,2.858514004,2.870821849,2.811828343
"NM_001033164",3.504087175,3.338406855,3.687263038,3.68028857,3.76260059,3.758107078,3.672438255,3.834855231,3.45730615,3.762392872
"NM_001033166",3.573919168,3.501508985,3.652265337,3.209089547,3.094710263,2.999180694,3.003800715,2.998055007,3.063697041,3.00043639
"NM_001033167",7.015159777,6.771412903,6.849274053,6.916992883,6.74640612,6.564330996,6.451340499,6.407094741,6.534957743,6.364207429
"NM_001033172",7.822689565,7.780261113,7.785181937,7.809020799,7.785011592,7.748779724,7.611200571,7.679812238,7.715081751,7.674312664
"NM_001033173",7.152692724,6.90314441,6.926999053,7.089072543,7.257436513,7.584064185,7.730958469,7.578407569,7.469467414,7.654507711
"NM_001033174",5.626380241,5.633420433,5.535551503,5.755537624,5.807569015,5.56431168,5.529819919,5.626635655,5.632483116,5.714461213
"NM_001033175",3.094897745,3.125498022,3.393418297,3.427105257,3.347500764,3.519725569,3.396901125,3.427403366,3.460385045,3.530674107
"NM_001033185",3.869010804,3.989825632,4.328630701,4.924913588,4.830834272,4.965863731,4.879810266,4.769483009,4.848692643,5.028750398
"NM_001033189",2.934032438,2.821896861,2.84994196,3.007034815,3.028407257,3.079237134,3.088638616,3.013905911,3.042073143,2.925522258
"NM_001033192",6.011696497,6.050220264,5.996567989,5.844645225,5.965324988,6.009546537,6.067788236,6.102460917,5.924680502,6.048053903
"NM_001033194",5.825987463,5.862263664,5.74314096,5.892254327,6.003858133,6.00099242,5.966565365,6.017323081,5.946256187,5.952546715
"NM_001033196",3.585853119,3.601997272,3.732120006,3.810012773,4.180171344,4.183263311,4.328361653,4.294996716,4.205904683,4.376892505
"NM_001033201",5.931797134,5.90577865,5.739419117,5.618123344,5.57796808,5.572019949,5.663819214,5.531537794,5.53230032,5.656443846
"NM_001033202",4.858630676,4.74729978,4.930184026,4.96905096,4.974938123,5.002632133,5.041584273,4.96905096,4.961357945,5.146901473
"NM_001033204",2.96200545,3.199361945,3.181389358,3.164574965,3.256149429,3.184459728,3.229573963,3.245623789,3.239800671,3.28747487
"NM_001033209",2.906956085,3.021483593,3.105378178,3.096162238,3.06392926,3.110551417,3.213036641,3.094534377,3.143074297,3.169633828
"NM_001033210",3.21008338,3.236974043,3.360931831,3.543605085,3.857722549,4.002363099,4.384916188,4.433139031,4.521647961,4.647740515
"NM_001033213",5.759871012,5.795267727,5.994086182,6.561642595,7.083234925,7.019140733,7.009930752,7.041038196,6.982599085,7.015670189
"NM_001033217",4.211248988,3.995520925,4.15922128,4.422066722,4.618803538,4.57113445,4.639624842,4.601630662,4.604657143,4.559596484
"NM_001033219",4.50734534,4.531802084,4.606016807,4.95213399,4.831262451,4.757037007,4.585727502,4.522410256,4.635372337,4.587071144
"NM_001033222",5.815365054,5.761654497,5.861334008,6.002512131,5.982589539,5.884940003,5.960686093,5.879368704,5.96178189,6.004644605
"NM_001033223",4.264953063,4.651559507,5.046542842,5.689676953,5.943340332,5.789959333,5.876007701,5.858356423,5.695262727,5.819286989
"NM_001033225",3.98421244,4.002803425,3.994133801,4.017117169,4.044979874,4.044979874,4.123154844,4.044979874,4.066757403,4.044979874
"NM_001033228",4.803863516,5.192248269,5.201480277,5.191358809,4.764682427,4.415706147,4.388940519,4.410386731,4.675923848,4.261735363
"NM_001033231",4.659419168,4.541714852,4.849717664,4.738961774,4.692125121,4.545032365,4.557254162,4.362499584,4.347541207,4.49146105
"NM_001033236",5.097911457,5.130873504,5.144795541,5.124146758,5.127828536,5.163869543,5.11000322,5.253625613,5.138718108,5.142628701
"NM_001033237",6.166599155,6.1818384,6.188487683,5.924383724,5.73433516,5.539750919,5.556648269,5.592092354,5.706744712,5.578304546
"NM_001033238",6.193375464,5.882745819,5.734796836,5.144569641,4.946214501,4.88870649,4.781017187,4.955856123,4.840035284,4.775878907
"NM_001033242",2.325989722,2.603922425,2.587440158,2.792084402,2.785068848,2.87942421,2.972090439,2.940600384,2.916143862,3.087830665
"NM_001033244",3.179482601,3.239092,3.144563692,3.164230008,2.555427921,2.577111794,2.527792145,2.39176143,2.65427809,2.589530385
"NM_001033246",2.654973711,2.619048247,2.772942585,2.985430409,2.755025017,2.766168919,2.771699861,2.788573912,2.896866534,2.669124558
"NM_001033247",2.605379493,2.606123737,2.890037226,2.961741974,2.804510403,2.913085963,2.96053037,2.925285071,3.028227798,2.805119258
