"Gene_ID","GSM7300216","GSM7300217","GSM7300218","GSM7300219"
"ENSMUST00000001116",802.214,654.199,432.724,975.678
"ENSMUST00000001122",0,0,0,2
"ENSMUST00000001125",25.9342,32.1386,15.2526,58.7124
"ENSMUST00000001126",255.68,255.937,157.123,294.262
"ENSMUST00000001127",2115.53,2442.24,1542.39,2495.62
"ENSMUST00000001130",0,7,4,0
"ENSMUST00000001147",923,821,614,938
"ENSMUST00000001148",1036.46,877.929,553.403,744.474
"ENSMUST00000001155",227.325,246.564,170.185,284.584
"ENSMUST00000001156",343.898,389.892,311.55,423.823
"ENSMUST00000001162",11.1552,27.5047,0,33.3961
"ENSMUST00000001166",0.00057165,90.0863,0.0176654,88.625
"ENSMUST00000001171",17.5532,0,20.7495,0
"ENSMUST00000001172",147.737,165.74,26.6061,110.972
"ENSMUST00000001179",0.00849493,320.658,0.00390801,0.000504548
"ENSMUST00000001181",941.274,742.997,568.39,810.165
"ENSMUST00000001183",0,0,0,0
"ENSMUST00000001184",1019.7,1258.12,795.79,1172.42
"ENSMUST00000001185",1005.73,1081.24,773.229,1117.33
"ENSMUST00000001186",878.317,893.522,654.097,950.111
"ENSMUST00000001187",69.4936,39.5589,37.9958,81.1466
"ENSMUST00000001202",4016.48,4365.23,3082,4469.78
"ENSMUST00000001204",439.142,264.3,343.651,578.608
"ENSMUST00000001226",180.951,200.373,136.304,218.544
"ENSMUST00000001240",6701.42,7367.7,4858.31,7719.92
"ENSMUST00000001242",1640.69,1771.21,1170.14,1808.55
"ENSMUST00000001247",56.8002,14.5344,67.3428,91.3184
"ENSMUST00000001253",19,9.78655,13.9809,28.2691
"ENSMUST00000001254",17.6728,14.2762,14.1925,32.358
"ENSMUST00000001256",3431.19,4008.34,2312.44,3933.24
"ENSMUST00000001258",0,17.6154,17.4715,0
"ENSMUST00000001279",53.9915,0,10.6206,0
"ENSMUST00000001280",1013.55,983.335,677.833,960.03
"ENSMUST00000001284",180.914,188.938,151.477,201.016
"ENSMUST00000001304",31117.9,31251.4,20609,34620.6
"ENSMUST00000001319",1386.13,1479,998.638,1623.75
"ENSMUST00000001326",1731.33,1841.93,1287.03,1954.07
"ENSMUST00000001327",47.4984,60.5034,26.6735,37.4239
"ENSMUST00000001331",18.0779,31.3353,21.3002,24.6083
"ENSMUST00000001335",1155.69,1159.25,702.36,1264.02
"ENSMUST00000001339",151.286,214.026,127.668,169.603
"ENSMUST00000001347",4546.74,4905.83,3344.67,5105.89
"ENSMUST00000001384",10.2818,16.6445,8.71442,5.89591
"ENSMUST00000001402",402.161,424.333,273.004,374.343
"ENSMUST00000001412",1587.4,1508.1,1042.48,1654.07
"ENSMUST00000001415",544.16,543.009,366.02,653.634
"ENSMUST00000001416",2854.05,3137.95,2158.99,3214.5
"ENSMUST00000001419",2865.17,3235.76,1948.81,3368.05
"ENSMUST00000001439",5.58101,1.14672,0,1.4883
"ENSMUST00000001451",3093.66,3412.24,2205.82,3596.95
"ENSMUST00000001452",4011.65,4244.61,3060.63,4471.52
"ENSMUST00000001454",76.1637,38.8521,0.00292603,78.9198
"ENSMUST00000001455",4648.39,5055.96,3234.65,5413.73
"ENSMUST00000001456",7.26989,0,0,3.75778
"ENSMUST00000001460",3392.64,3611.27,2692.24,3740.79
"ENSMUST00000001479",8539.57,8824.27,6349.93,9414.05
"ENSMUST00000001480",5630.06,5711.2,4130.61,6060.26
"ENSMUST00000001484",25,14,11,10
"ENSMUST00000001485",1725.62,1799.66,1283.68,1948.85
"ENSMUST00000001497",43.4072,39.665,25.0905,64.4246
"ENSMUST00000001507",4180.43,4378.51,2973.42,4593.54
"ENSMUST00000001513",251.047,323.47,198.774,328.009
"ENSMUST00000001520",884.035,1029.64,755.735,1200.91
"ENSMUST00000001522",129.863,201.486,158.494,201.479
"ENSMUST00000001534",4,9,2,5
"ENSMUST00000001536",308.888,321.514,94.0532,420.094
"ENSMUST00000001538",5.22942,2.2877,0,5.65504
"ENSMUST00000001544",499.329,651.295,485.307,478.693
"ENSMUST00000001547",846,615,438,804
"ENSMUST00000001548",801.605,780.833,813.663,920.723
"ENSMUST00000001559",848.949,977.524,668.705,1072.74
"ENSMUST00000001561",1443.47,1579.04,1116.99,1732.37
"ENSMUST00000001562",776.742,863.676,579.566,895.712
"ENSMUST00000001565",216.571,234.808,168.609,238.966
"ENSMUST00000001566",16072,16781.2,11887.8,17590.8
"ENSMUST00000001569",2940.31,2952.37,2111.35,3179.21
"ENSMUST00000001583",1139.16,1061.88,686.93,1035.15
"ENSMUST00000001592",844.228,995.4,585.389,999.347
"ENSMUST00000001595",324.334,311.641,194.728,390.285
"ENSMUST00000001599",32.5747,30.0495,25.1501,37.8748
"ENSMUST00000001608",0,0,0,0
"ENSMUST00000001611",1573.01,1754.54,1226.98,1829.75
"ENSMUST00000001619",8.32476,0,4.21733,14.2441
"ENSMUST00000001620",456.687,432.032,391.614,539.903
"ENSMUST00000001626",2.14915,0,0,0
"ENSMUST00000001631",7.30424,8.01763,5.80417,4.31761
"ENSMUST00000001652",80,72,48,62
"ENSMUST00000001667",1.01442,0,2.06457,4.73084
"ENSMUST00000001672",102.71,158.527,104.692,150.447
"ENSMUST00000001675",835.46,989.854,584.221,944.361
"ENSMUST00000001699",0,0,0,1
"ENSMUST00000001700",0,2,0,0
"ENSMUST00000001701",0,0,1,1
"ENSMUST00000001703",2.30246,0,7.07272,0
"ENSMUST00000001706",15.9758,31.1459,20.223,27.9527
"ENSMUST00000001709",0,0,0,0
"ENSMUST00000001711",0,0,0,0
"ENSMUST00000001712",3667.98,3855.77,2990.73,4412.41
"ENSMUST00000001713",193.122,217.943,164.41,280.126
"ENSMUST00000001715",196.721,165.54,117.539,236.911
"ENSMUST00000001716",566.165,623.954,399.738,740.378
"ENSMUST00000001720",1.37179,8.25261,4,8
"ENSMUST00000001722",10.2345,14.7883,6,13.5188
"ENSMUST00000001724",674.453,737.473,524.657,774.01
"ENSMUST00000001757",809.113,838.271,602.57,853.058
"ENSMUST00000001780",5315.96,5574.7,4077.64,6176.89
"ENSMUST00000001790",4.43783,7.6004,4,7.35862
"ENSMUST00000001792",31.1309,32.1469,0,38.4112
"ENSMUST00000001801",224.462,316.842,235.762,304.983
"ENSMUST00000001802",398.084,442.071,253.88,384.758
"ENSMUST00000001806",407.062,453.917,370.663,542.47
"ENSMUST00000001809",4804.48,4756.06,3456.08,5103.94
"ENSMUST00000001812",974.901,1041.38,795.042,1198.14
"ENSMUST00000001818",751.53,811.037,569.486,855.004
"ENSMUST00000001824",479.055,507.056,424.957,474.051
"ENSMUST00000001825",2496.05,2570.92,1743.98,2680.93
"ENSMUST00000001826",0,0,1.40881e-05,0
"ENSMUST00000001834",3738.71,4365.7,2881.45,4398.7
"ENSMUST00000001836",749.686,797.193,549.723,819.453
"ENSMUST00000001837",7.0792,25.9495,0,20.2262
"ENSMUST00000001845",455.744,714.176,157.383,508.466
"ENSMUST00000001854",1553.35,1619.2,1182.37,2030.19
"ENSMUST00000001867",0,4,1,3
"ENSMUST00000001872",0,0,0,0
"ENSMUST00000001878",0,0,0,0
"ENSMUST00000001884",812.767,935.803,570.025,855.792
"ENSMUST00000001900",236.656,126.892,97.9648,168.058
"ENSMUST00000001920",185.091,218.486,152.473,269.302
"ENSMUST00000001921",4,3.70799,2,4
"ENSMUST00000001927",62.8117,100.009,53.0369,77.9789
"ENSMUST00000001950",6716.76,7110.09,4945.42,7263.54
"ENSMUST00000001963",1321.42,1419.53,916.804,1503.86
"ENSMUST00000001964",119.368,83.3911,78.9824,101.878
"ENSMUST00000001965",235.23,268.445,124.8,304.58
"ENSMUST00000001974",196.499,238.001,207.447,186.714
"ENSMUST00000001975",4102.39,4488.17,2991.08,4499.58
"ENSMUST00000001984",15,12,8,10.6893
"ENSMUST00000001989",13018.7,12975.4,9217.99,14305.6
"ENSMUST00000002007",552.311,626.968,479.962,806.541
"ENSMUST00000002008",57.237,59.9117,30.9608,83.8051
"ENSMUST00000002011",444.259,503.457,336.517,520.464
"ENSMUST00000002013",84.8044,72.6193,63.4546,74.611
"ENSMUST00000002025",0,0,1,0
"ENSMUST00000002029",657.642,727.168,447.552,858.719
"ENSMUST00000002043",4681.81,4968.74,3353.87,4827.65
"ENSMUST00000002044",833.764,910.717,637.973,949.223
"ENSMUST00000002048",347,350,281,432
"ENSMUST00000002053",172.793,186.262,63.6993,180.937
"ENSMUST00000002063",863.802,882.924,636.08,941.135
"ENSMUST00000002064",320.518,392.149,211.135,416.149
"ENSMUST00000002073",29.1908,38.9046,16.4,36.2872
"ENSMUST00000002079",2283.24,1847,1509.5,1779.2
"ENSMUST00000002080",3023.56,3020.9,2328.12,2878.88
"ENSMUST00000002081",107.782,129.07,69.482,66.5074
"ENSMUST00000002084",595.834,697.918,432.085,759.527
"ENSMUST00000002087",2413.51,2394.06,1928.91,2323
"ENSMUST00000002090",293.116,230.839,203.701,430.684
"ENSMUST00000002091",2034,2084,1365,2198
"ENSMUST00000002095",6637.64,11061.1,6423.62,10977.9
"ENSMUST00000002099",220.62,210.826,133.522,282.567
"ENSMUST00000002100",372.533,694.078,438.991,817.915
"ENSMUST00000002101",2,0.424799,1.47849,0
"ENSMUST00000002112",73.7368,113.164,82.9336,103.885
"ENSMUST00000002121",7486.31,8578.68,5618.85,8449.6
"ENSMUST00000002127",979.74,912.237,703.016,1120.01
"ENSMUST00000002128",233.528,229.508,191.107,270.361
"ENSMUST00000002133",1389.2,1531.11,1101.22,1552.16
"ENSMUST00000002145",0,17.1111,34.3645,9.49694
"ENSMUST00000002152",165.361,199.707,150.334,187.573
"ENSMUST00000002171",72.6308,81.5178,44.0211,74.3335
"ENSMUST00000002172",1348.91,1814.9,1099.75,1716.08
"ENSMUST00000002176",91.2833,109.434,101.494,65.4083
"ENSMUST00000002177",30.3146,42.1016,0,34.1725
"ENSMUST00000002180",66.1219,65.7218,45.9532,75.8321
"ENSMUST00000002198",2841.45,2928.02,2195.72,3140.96
"ENSMUST00000002259",628.511,648.78,403.476,621.772
"ENSMUST00000002274",25.9075,31.2069,19.165,26.5125
"ENSMUST00000002275",658.966,608.259,404.824,626.897
"ENSMUST00000002280",615.875,667.487,490.645,694.887
"ENSMUST00000002284",30.5601,19.1183,19.1526,19
"ENSMUST00000002289",640.252,665.011,407.115,637.351
"ENSMUST00000002291",1527.28,1769.47,1180.35,1776.82
"ENSMUST00000002292",3836.28,4381.96,2975.29,4391.56
"ENSMUST00000002297",0.172728,4.05029,70.7448,75.7382
"ENSMUST00000002298",15.6535,18,9,17.6677
"ENSMUST00000002303",382.557,354.132,248.602,414.717
"ENSMUST00000002305",1717.93,1777.66,1253.91,1914.83
"ENSMUST00000002310",0,0,0,0
"ENSMUST00000002318",10.0128,31.512,0,12.0519
"ENSMUST00000002320",686.867,744.944,598.668,770.356
"ENSMUST00000002327",72.4202,84.8735,51.5362,94.7775
"ENSMUST00000002336",3970.99,4411.64,3313.18,4564.24
"ENSMUST00000002344",364.812,263.3,188.375,502.926
"ENSMUST00000002350",471.039,383.541,256.264,475.857
"ENSMUST00000002360",99.9817,45.964,47.0301,78.7604
"ENSMUST00000002368",0,23.7744,15.6136,0
"ENSMUST00000002379",90.5561,122.724,58.8722,121.879
"ENSMUST00000002389",0,0,0,0
"ENSMUST00000002391",796.243,899.228,678.45,961.836
"ENSMUST00000002395",785.305,750.098,653.194,957.092
"ENSMUST00000002397",337.214,377.403,267.706,385.971
"ENSMUST00000002398",88.347,0.00950294,30.6814,26.6778
"ENSMUST00000002400",458.606,393.56,334.342,567.449
"ENSMUST00000002403",1479.97,1421.27,991.748,1611.76
"ENSMUST00000002412",6816.36,6389.76,4775.94,7128.06
"ENSMUST00000002413",85.8746,76.9914,71.5128,63.0951
"ENSMUST00000002418",146.605,135.906,123.257,193.899
"ENSMUST00000002436",610.341,698.623,493.33,743.179
"ENSMUST00000002444",21.1547,29.4886,46.8039,64.5252
"ENSMUST00000002445",2214.7,2578.53,1788.82,2661.56
"ENSMUST00000002452",1554.01,1607.96,1127.27,1756.99
"ENSMUST00000002456",0,0,0,0
"ENSMUST00000002457",42.887,46.7261,30.892,64.7968
"ENSMUST00000002466",787.318,884.507,663.249,978.238
"ENSMUST00000002469",22.6507,17.424,6.92458,32.9775
"ENSMUST00000002473",1753.4,1969.18,1346.49,2082
"ENSMUST00000002487",5075.72,5732.81,3764.69,5582.35
"ENSMUST00000002490",297.353,331.882,187.452,291.1
"ENSMUST00000002495",328.346,224.741,236.006,326.004
"ENSMUST00000002502",745.689,842.754,530.123,778.086
"ENSMUST00000002518",12167.6,12750.3,8605.51,14352.9
"ENSMUST00000002529",93.0025,1453.64,1475.86,1469.8
"ENSMUST00000002532",246.932,211.339,105.804,300.411
"ENSMUST00000002533",512.997,506.48,359.029,531.977
"ENSMUST00000002549",6.61698,9.78997,5.03794,0
"ENSMUST00000002551",1061.16,1053.91,675.813,1163.82
"ENSMUST00000002572",1608.49,1439.15,1144.62,1579.83
"ENSMUST00000002588",216.727,440.792,486.536,215.621
"ENSMUST00000002599",1620.97,1302.4,1139.34,1592.16
"ENSMUST00000002603",1790.51,2204.92,1283.86,2435.01
"ENSMUST00000002625",1126.56,1242.27,924.69,1220.79
"ENSMUST00000002640",0,16.6804,0,8.34055
"ENSMUST00000002655",881,1043,671,1024
"ENSMUST00000002663",0,0,0,1
"ENSMUST00000002677",1664.8,1610.93,1424.52,2358.06
"ENSMUST00000002678",180.761,199.477,155,178
"ENSMUST00000002683",1702.25,1755.3,1209.6,1930.87
"ENSMUST00000002699",0.0124896,1.82342e-06,9.14041e-06,0
"ENSMUST00000002708",373.806,388,292,428
"ENSMUST00000002710",297.203,282.188,216.64,360.944
"ENSMUST00000002733",1645,1792,1181,1798
"ENSMUST00000002735",1145.3,1307.82,891.561,1227.11
"ENSMUST00000002737",388.438,400.304,228.707,423.086
"ENSMUST00000002740",4,8,2,5
"ENSMUST00000002756",0.000292044,59.3882,35.1462,44.8141
"ENSMUST00000002757",34.9664,46.1524,27.084,45.3296
"ENSMUST00000002765",503,572,417,565
"ENSMUST00000002790",2186.59,2478.91,1566.36,2561.4
"ENSMUST00000002805",227.895,211.124,92.4072,227.88
"ENSMUST00000002808",794.793,839.179,629.048,953.663
"ENSMUST00000002809",58.8023,65.5267,33.1486,56.3914
"ENSMUST00000002817",1207.45,1446.01,1010.18,1567.41
"ENSMUST00000002818",2602.85,2745.62,1878.59,2746.02
"ENSMUST00000002825",5033.22,5487.85,3784.14,5700.46
"ENSMUST00000002837",1200.11,1208.84,869.945,1229.56
"ENSMUST00000002839",2989.71,3330.51,2315.49,3397.41
"ENSMUST00000002840",1357.94,1555.45,1085.83,1618.51
"ENSMUST00000002844",717.287,731.133,559.795,775.17
"ENSMUST00000002845",775.748,795.524,569.938,705.45
"ENSMUST00000002846",22.6549,32.9642,22.4904,21.9124
"ENSMUST00000002848",1982.5,2076.93,1523.43,2147.63
"ENSMUST00000002850",81.7596,57.1,31.0854,104.233
"ENSMUST00000002855",1735.52,1875.16,1358.71,1872.11
"ENSMUST00000002874",169.713,179.408,90.2533,160.982
"ENSMUST00000002880",0.00184506,1.72254e-05,1.91442e-08,0.000343096
"ENSMUST00000002881",4.1454,1.29931,0,3.19644
"ENSMUST00000002883",1.55448,18.1284,13.0944,18.6009
"ENSMUST00000002885",3150.05,3643.69,2386.44,3927.17
"ENSMUST00000002889",3324.44,3653.13,2498.17,3998.06
"ENSMUST00000002891",358.8,362.477,274.196,402.843
"ENSMUST00000002902",196.749,237.527,166.723,276.284
"ENSMUST00000002908",30.2649,206.696,136.071,0.064446
"ENSMUST00000002911",283.19,394.933,167.946,255.663
"ENSMUST00000002914",174.337,174.992,131.825,193.594
"ENSMUST00000002923",3136.44,3169.92,2183.1,3479.87
"ENSMUST00000002924",20.852,70.4267,80.8341,66.8085
"ENSMUST00000002925",637.134,646.882,429.262,713.724
"ENSMUST00000002926",50.138,50.3017,32,54.9725
"ENSMUST00000002964",30.6581,32.8268,0.503174,18.7443
"ENSMUST00000002976",91.6767,105.674,69.205,138.727
"ENSMUST00000002979",688.33,691.744,491.398,835.334
"ENSMUST00000002989",178.096,118.316,81.1921,127.556
"ENSMUST00000003017",10.0642,30.7879,8.73707,32.5079
"ENSMUST00000003027",0,0,0,0
"ENSMUST00000003029",641.538,567.471,431.624,696.366
"ENSMUST00000003035",262.916,165.196,142.783,279.817
"ENSMUST00000003038",8553.46,9324.48,6097.9,9890.31
"ENSMUST00000003044",184.411,226.836,83.5881,158.329
"ENSMUST00000003049",532.726,438.492,338.244,489.655
"ENSMUST00000003061",1058.04,1104.26,754,1278.11
"ENSMUST00000003066",1.24202e-08,55.7761,89.902,3.00201e-07
"ENSMUST00000003071",0,0,0,0
"ENSMUST00000003074",0,0,0,0
"ENSMUST00000003079",0,52.5052,7.64799,20.0818
"ENSMUST00000003100",89,73,27,80.2855
"ENSMUST00000003115",921.193,1081.08,703.907,845.749
"ENSMUST00000003117",2302.3,2450.73,1652.51,2589.7
"ENSMUST00000003121",1211.19,1456.12,947.038,1462.31
"ENSMUST00000003123",3380.69,3565.7,2422.51,3900.77
"ENSMUST00000003135",6,0,0,0
"ENSMUST00000003137",0,0,0,0
"ENSMUST00000003152",1373.12,1333.02,890.013,1298.24
"ENSMUST00000003154",234,273,183,296
"ENSMUST00000003156",3343.04,3527.33,2432.57,3695.49
"ENSMUST00000003183",2945.13,3164.68,2218.23,3346.51
"ENSMUST00000003191",224.583,505.382,365.422,339.918
"ENSMUST00000003203",204.366,257.911,162.175,189.656
"ENSMUST00000003207",194.237,197.339,96.7961,223.992
"ENSMUST00000003219",911.283,930.765,611.718,1002.31
"ENSMUST00000003238",1051.53,1176.57,922.977,1308.19
"ENSMUST00000003245",354.011,282.376,189.277,317.819
"ENSMUST00000003268",1115.6,1099.46,832.895,1296.7
"ENSMUST00000003274",20,26,13,32
"ENSMUST00000003284",19.0565,35.5098,26.7952,51.6479
"ENSMUST00000003290",28.2386,31.0637,26.1084,28.2408
"ENSMUST00000003310",5927.24,6462.28,4493.44,6449.76
"ENSMUST00000003312",17,24,11,38
"ENSMUST00000003313",565.56,667.717,452,762.826
"ENSMUST00000003318",593.086,679.172,504.24,691.387
"ENSMUST00000003319",1554.43,1533.79,1060.2,1794.43
"ENSMUST00000003320",1522.52,1589.55,1221.25,1717.34
"ENSMUST00000003345",1324.53,1265.99,800.85,1516.52
"ENSMUST00000003351",526.796,538.208,433.691,553.18
"ENSMUST00000003360",1227.58,1355.97,864.946,1357.01
"ENSMUST00000003369",108.56,140.493,108.815,161.242
