"Gene_ID","GSM7300216","GSM7300217","GSM7300218","GSM7300219"
"ENSMUST00000122370",0,2.00608,0,0
"ENSMUST00000122371",0,3,0,1.21206
"ENSMUST00000122372",0,0,2,0
"ENSMUST00000122373",9.66481,9.3472,0,4.58707
"ENSMUST00000122374",0,3.93503,15.5966,4.77342
"ENSMUST00000122375",0,15.6501,0,15.5111
"ENSMUST00000122376",0,0,0,0
"ENSMUST00000122377",30.8144,35.2167,15.3294,24.561
"ENSMUST00000122378",3.93907,1.25411,0,1.31642
"ENSMUST00000122379",1.03722,3.09949,5.08743,0
"ENSMUST00000122380",0,0,0,0
"ENSMUST00000122381",0,0,0,0
"ENSMUST00000122382",0,0,0,0
"ENSMUST00000122383",128.239,167.555,103.134,128.388
"ENSMUST00000122384",329.453,350.48,280.082,451.692
"ENSMUST00000122385",0,0,0,3.85072
"ENSMUST00000122386",1.87155,1.93552,0,1.79756
"ENSMUST00000122387",183.391,48.1468,112.652,0
"ENSMUST00000122388",4.07062,4.50197,4.43537,9.73407
"ENSMUST00000122389",53.2555,54.2186,36.1828,39.6729
"ENSMUST00000122390",0,0,0,0
"ENSMUST00000122391",0,0,0,0
"ENSMUST00000122392",0,0,0,0
"ENSMUST00000122393",0,0,0,1
"ENSMUST00000122394",13.6367,19.8765,0,0
"ENSMUST00000122395",1,0,0,0
"ENSMUST00000122396",0,0,0,0
"ENSMUST00000122397",0,0,0,0
"ENSMUST00000122398",2,6,0,8
"ENSMUST00000122399",12,34.8649,17.5298,24
"ENSMUST00000122400",0,0,0,0
"ENSMUST00000122402",157.96,186.229,109.181,190.643
"ENSMUST00000122403",0,0,0,0
"ENSMUST00000122404",25.2895,26.6911,18.1654,26.9988
"ENSMUST00000122405",0,0,0,0
"ENSMUST00000122406",0,0,1.81153,0
"ENSMUST00000122407",3.051,3,0,1.00056
"ENSMUST00000122408",0,0,0,0
"ENSMUST00000122409",2450.66,3027.37,2293.87,3388.14
"ENSMUST00000122410",457.187,460.902,392.468,534.56
"ENSMUST00000122411",7,2,7,5
"ENSMUST00000122412",201.182,258.684,181.777,264.524
"ENSMUST00000122413",0,0,0,0
"ENSMUST00000122414",1,0,0,0
"ENSMUST00000122415",0.531927,0,0,0
"ENSMUST00000122416",2.00942,0,0,2.01563
"ENSMUST00000122417",58.6423,0,0,0
"ENSMUST00000122418",3.8232,2.94474,0,4.92356
"ENSMUST00000122419",30.8382,53.2012,36.7686,39.4103
"ENSMUST00000122420",0,0,0,0
"ENSMUST00000122421",139.671,203.76,127.316,166.561
"ENSMUST00000122422",0,0,0,0
"ENSMUST00000122423",0,25.3017,0,25.3206
"ENSMUST00000122424",2407.55,2269.7,1901.64,2692.3
"ENSMUST00000122426",40.0413,30.3226,10.7284,0
"ENSMUST00000122427",0,0,0,0
"ENSMUST00000122428",0,0,0,0
"ENSMUST00000122429",0,0,0,0
"ENSMUST00000122430",0,0,0,0
"ENSMUST00000122431",736.003,881.291,602.267,940.814
"ENSMUST00000122432",688.095,682.601,438.057,736.489
"ENSMUST00000122433",2.12277,3.91875,2.15992,3.36374
"ENSMUST00000122434",0,0,0,2.00061
"ENSMUST00000122435",5.70498,0,3.48963,14.5671
"ENSMUST00000122436",0,0,0,0
"ENSMUST00000122437",0,0,0,0
"ENSMUST00000122438",0,0,0,0
"ENSMUST00000122439",0,0,0,0
"ENSMUST00000122440",82.3321,100.231,43.8826,77.062
"ENSMUST00000122441",350.173,390.926,149.272,256.242
"ENSMUST00000122442",0,0,0,0
"ENSMUST00000122443",0,0,0,0
"ENSMUST00000122444",0,8,3,2
"ENSMUST00000122445",0,0,0,3
"ENSMUST00000122446",0,0,0,0
"ENSMUST00000122447",3,6,5,4
"ENSMUST00000122448",0,0,0,0
"ENSMUST00000122449",0,0,0,0
"ENSMUST00000122450",54.344,72.814,38.8048,68.2086
"ENSMUST00000122451",0,0,0,0
"ENSMUST00000122452",11,9.17331,6.67811,15
"ENSMUST00000122453",2.05366,1.02716,3.0746,10.2658
"ENSMUST00000122454",0,0,0,0
"ENSMUST00000122455",1,2,0,1
"ENSMUST00000122456",27.7334,6.00022,18.3953,8.09262
"ENSMUST00000122457",1.00154,1.00351,0,0
"ENSMUST00000122458",0,0,0,0
"ENSMUST00000122459",0,0,0,0
"ENSMUST00000122460",0,0,0,0
"ENSMUST00000122462",0,0,0,0
"ENSMUST00000122463",1,0,0,0
"ENSMUST00000122464",211.951,227.576,130.332,208.731
"ENSMUST00000122465",0,0,0,0
"ENSMUST00000122466",1.0077,1.00938,0,0
"ENSMUST00000122467",1.3062,1.34431,3.99963,1.29814
"ENSMUST00000122805",0,24.1572,10.5687,0
"ENSMUST00000122807",455.825,694.371,504.752,722.316
"ENSMUST00000122808",0,8.42256,14.9794,0
"ENSMUST00000122809",57.4755,19.19,15.3582,28.5961
"ENSMUST00000122810",0,0,4.55287,17.9579
"ENSMUST00000122811",0,0,0,0
"ENSMUST00000122812",0,0,0,0
"ENSMUST00000122814",6.67188,5.58414,6.53712,18.6855
"ENSMUST00000122815",0,0,0,10.4238
"ENSMUST00000122816",77.5752,100.41,51.1823,83.7197
"ENSMUST00000122817",427.302,528.101,357.465,455.069
"ENSMUST00000122818",6.00408,4.81053,2.27173,8.1059
"ENSMUST00000122819",0,0,0,0
"ENSMUST00000122820",9.83834,8.36087,13.1662,20.2082
"ENSMUST00000122822",11.9193,20.3155,11.6893,19.1464
"ENSMUST00000122823",37.6663,36.9771,19.2847,15.8328
"ENSMUST00000122824",0,1.01898,0,0
"ENSMUST00000122825",11.0663,16.6476,10.7171,21.9912
"ENSMUST00000122826",0,5.41822,0,0
"ENSMUST00000122827",66.8643,52.2527,32.4475,57.6317
"ENSMUST00000122828",5.44132,5.81843,8.81935,7.48559
"ENSMUST00000122829",32.0736,38.4034,32.1188,26.3686
"ENSMUST00000122830",0,5.92121,1.40214,0.38736
"ENSMUST00000122832",0,0,0,2
"ENSMUST00000122833",3.90697,0,0,0
"ENSMUST00000122835",7.51437,21.4139,6.74008,6.60285
"ENSMUST00000122836",1,0,0,1.41778
"ENSMUST00000122838",0,5.36586,2.31037,0
"ENSMUST00000122840",0,0,0,0
"ENSMUST00000122841",80.9056,274.207,104.906,221.214
"ENSMUST00000122842",3.72019,10.8249,14.6565,12.7773
"ENSMUST00000122843",0,8.54847,10.5777,0
"ENSMUST00000122844",298.032,317.655,212.577,349.958
"ENSMUST00000122845",144.482,294.003,172.01,181.193
"ENSMUST00000122846",637.005,707.064,566.87,731.053
"ENSMUST00000122847",0,1.81264,0.905152,0
"ENSMUST00000122849",3.24773,9.91777,0,17.9557
"ENSMUST00000122850",7.6395,11.5037,0,10.1866
"ENSMUST00000122852",0,0,0,0
"ENSMUST00000122856",130.349,192.653,103.405,124.523
"ENSMUST00000122857",69.1269,137.075,85.9161,115.87
"ENSMUST00000122859",43.3271,189.306,53.5743,362.27
"ENSMUST00000122860",9.69275,0,0,0
"ENSMUST00000122861",12.5861,5.63702,1.96706,2.06977
"ENSMUST00000122862",23.1023,45.1079,27.4502,54.1774
"ENSMUST00000122863",0,0,0,0
"ENSMUST00000122864",92.6253,96.3909,74.7184,141.414
"ENSMUST00000122865",1919.95,2011.06,1421.15,2281.87
"ENSMUST00000122866",50.5899,42.1331,32.6339,72.1807
"ENSMUST00000122868",32.119,24.0448,17.212,20.3109
"ENSMUST00000122869",1.35099,1.36581,1.20968,0
"ENSMUST00000122870",0,0.444502,0,1.28331
"ENSMUST00000122871",0,0,1,0
"ENSMUST00000122872",50.3753,42.649,27.5414,5.13233e-08
"ENSMUST00000122874",10.9656,11.5408,15.3122,26.9142
"ENSMUST00000122875",0,1.36092,2.3048,1.25541
"ENSMUST00000122876",3.76394,6.06011,4.42828,10.0249
"ENSMUST00000122877",26.8262,49.8378,24.9646,38.2413
"ENSMUST00000122878",13.886,32.714,0,0
"ENSMUST00000122880",0,2.40575,1.83924,0
"ENSMUST00000122883",4.13595,0,0,7.66134
"ENSMUST00000122884",44.3463,54.7788,10.3549,47.7935
"ENSMUST00000122885",29.9466,0,0,0
"ENSMUST00000122886",24.7663,61.1892,25.2288,36.7464
"ENSMUST00000122887",8.48294,26.6745,16.949,43.2811
"ENSMUST00000122888",47.8809,61.0777,27.2866,56.9193
"ENSMUST00000122889",165.132,81.3183,72.6712,172.74
"ENSMUST00000122890",14.2419,15.1601,8.80452,11.107
"ENSMUST00000122892",11.5448,16.0442,6.428,17.6898
"ENSMUST00000122893",19.6485,16.0751,2.71318,15.623
"ENSMUST00000122894",0,0,7.28457,0
"ENSMUST00000122895",0,0,0,0
"ENSMUST00000122896",15.2618,83.1539,94.2276,159.795
"ENSMUST00000122897",0,0,0,0
"ENSMUST00000122899",56.2075,76.0762,107.024,89.4774
"ENSMUST00000122900",241.507,300.655,196.168,315.396
"ENSMUST00000122901",39.366,33.0721,21.2403,30.3763
"ENSMUST00000122902",1139.13,1297.35,921.745,1241.96
"ENSMUST00000122903",17.9766,17.0291,16.0092,20.4471
"ENSMUST00000122905",34.2731,63.0197,34.5128,54.2086
"ENSMUST00000122907",0,0,0,10.1958
"ENSMUST00000122908",50.6035,57.2838,32.8875,50.1987
"ENSMUST00000122909",66.5899,77.9254,49.7376,62.0555
"ENSMUST00000122910",3,3,0,1
"ENSMUST00000122912",6076.22,6913.52,4674.63,6382.75
"ENSMUST00000122913",0,2.84007,0,0
"ENSMUST00000122914",0,0,2.77503,0
"ENSMUST00000122915",13152.5,10506.5,8317.2,10377.9
"ENSMUST00000122916",39.5669,0.000254905,34.2434,17.6601
"ENSMUST00000122917",13.3671,0,0,13.6725
"ENSMUST00000122918",13.8184,10.937,19.5271,13.009
"ENSMUST00000122919",366.36,313.598,166.616,377.856
"ENSMUST00000122920",0,0,0,0
"ENSMUST00000122921",5.55218,9.37887,0,2.23862
"ENSMUST00000122922",0,0,0,0
"ENSMUST00000122924",84.5834,72.5126,61.777,115.169
"ENSMUST00000122925",4,4.02708,3,3.01766
"ENSMUST00000122927",6.55224,5.68786,4.33604,1.11389
"ENSMUST00000122928",161.696,184.324,107.571,188.477
"ENSMUST00000122929",11.8705,0,0,2.16155
"ENSMUST00000122930",4.19764e-05,0,0,0
"ENSMUST00000122931",35.5608,47.2536,41.8924,23.9536
"ENSMUST00000122932",7.47683,0,0,6.90019
"ENSMUST00000122933",1.94309,1.4656,0.445672,2.94361
"ENSMUST00000122934",15.8495,24.0208,14.8477,21.2606
"ENSMUST00000122935",0,0.942484,0,0
"ENSMUST00000122936",0,2,1.14776,0
"ENSMUST00000122937",164.223,205.713,150.053,140.988
"ENSMUST00000122938",0,0,1.40619e-08,0
"ENSMUST00000122939",0,0,1.19782,0
"ENSMUST00000122941",12545,13579.8,9613.18,13997.5
"ENSMUST00000122942",12.0678,18.0883,9.40753,10
"ENSMUST00000122943",177.586,160.558,133.12,220.347
"ENSMUST00000122944",27.5203,35.4357,40.012,58.6724
"ENSMUST00000122945",0,2.14819,0,0
"ENSMUST00000122946",0,0,3.26503,2.74143
"ENSMUST00000122949",0,2,0,0
"ENSMUST00000122950",13.2212,14.028,14.1827,25.532
"ENSMUST00000122951",11.3549,17.6715,11.8181,18.718
"ENSMUST00000122952",0,0,0,0
"ENSMUST00000122955",30.8273,64.8322,30.679,70.6674
"ENSMUST00000122956",345.76,507.211,172.791,423.839
"ENSMUST00000122957",0,1.89389,0,0
"ENSMUST00000122958",15.9083,23.4695,2.34219e-06,28.5718
"ENSMUST00000122959",0,0,0,2.1828
"ENSMUST00000122960",397.843,476.574,341.563,428.26
"ENSMUST00000122961",0,0,1.05241,0
"ENSMUST00000122962",45.1816,24.594,16.9931,31.7572
"ENSMUST00000122964",51.6077,46.1133,45.2333,57.0894
"ENSMUST00000122965",545.646,582.96,420.32,584.641
"ENSMUST00000122966",0,0,6.74241,0
"ENSMUST00000122967",4.14412,17.1651,6.5619,13.0228
"ENSMUST00000122970",0,0,0.327537,0
"ENSMUST00000122971",1.0772,0,1.07911,2.17457
"ENSMUST00000122973",0,0,0,6.14286
"ENSMUST00000122975",0,0,0,0
"ENSMUST00000122976",0,0,0,30.0386
"ENSMUST00000122977",22.579,11.9886,12.7971,21.0089
"ENSMUST00000122979",0,0,0,0
"ENSMUST00000122980",4.75132,10.8534,5.18531,7.91597
"ENSMUST00000122981",88.8847,150.926,69.1012,130.506
"ENSMUST00000122982",0,1,0,0
"ENSMUST00000122983",2.98661,10.1302,4.0615,5.5595
"ENSMUST00000122984",0,21.0134,32.933,40.8414
"ENSMUST00000122985",26.6796,54.7269,0.0116682,110.852
"ENSMUST00000122986",40.378,65.2185,27.2841,39.9014
"ENSMUST00000122989",41.8174,70.9374,66.8723,77.179
"ENSMUST00000122991",0,0,0,0
"ENSMUST00000122992",537.848,680.268,326.74,549.79
"ENSMUST00000122993",0,0,0,0
"ENSMUST00000122994",154.109,132.387,109.678,154.677
"ENSMUST00000122995",0,0,0,2
"ENSMUST00000122996",418.247,481.778,297.4,542.911
"ENSMUST00000122997",18.456,0,7.00849,0
"ENSMUST00000122999",0,9.51702,8.91608,13.5693
"ENSMUST00000123000",0,0,0,0
"ENSMUST00000123001",24.9256,28.9938,29.1787,40.7505
"ENSMUST00000123002",88.5134,66.5621,41.3629,107.274
"ENSMUST00000123003",0,1.22693,0,3.44793
"ENSMUST00000123004",0,0,0,0
"ENSMUST00000123005",0,0,3.84221,0
"ENSMUST00000123006",223.342,246.335,126.652,294.008
"ENSMUST00000123007",4.41423,7.44839,4.00627,1.34032
"ENSMUST00000123008",26.1721,16.9901,24.0128,29.651
"ENSMUST00000123010",64.4203,92.1232,58.0011,49.5959
"ENSMUST00000123011",61.3382,88.3685,53.4031,78.1157
"ENSMUST00000123012",12.657,17.7044,14.1064,16.6145
"ENSMUST00000123013",69.825,37.1631,31.1818,63.9476
"ENSMUST00000123015",0,0,25.3255,0
"ENSMUST00000123017",6.49983,15.7059,6.94193,11.0998
"ENSMUST00000123018",3,2,4.53542,4.41966
"ENSMUST00000123019",26.3679,22.2585,11.5796,27.7732
"ENSMUST00000123020",0,0,0,0
"ENSMUST00000123021",165.797,192.129,149.903,185.598
"ENSMUST00000123022",8.3864,4.96395,11.2755,25.4448
"ENSMUST00000123023",13.9425,14.6093,11.4992,12.6703
"ENSMUST00000123025",0,0,0,0
"ENSMUST00000123026",0,0,0,0
"ENSMUST00000123027",0,8.04555,11.5146,33.9262
"ENSMUST00000123028",0,7.09191,0,0
"ENSMUST00000123029",131.646,131.666,96.6813,117.109
"ENSMUST00000123030",3.74556,0,1.10608,3.45014
"ENSMUST00000123031",34.9601,47.0351,39.75,34.078
"ENSMUST00000123032",16.166,18.5956,18.1275,34.8209
"ENSMUST00000123033",21.4967,24.211,30.0622,35.4644
"ENSMUST00000123034",1.18359,0,1.22674,1.47155
"ENSMUST00000123035",316.339,169.954,171.974,189.254
"ENSMUST00000123036",0,3.89794,0,3.30572
"ENSMUST00000123037",50.491,35.5135,26.5416,58.0596
"ENSMUST00000123038",0,0,0,0
"ENSMUST00000123039",95.9407,122.08,73.007,138.268
"ENSMUST00000123041",16.9526,22.8379,17.0325,30.2007
"ENSMUST00000123042",0,0,0,1.86271
"ENSMUST00000123043",104.956,108.767,66.065,99.7161
"ENSMUST00000123045",4.99235,3.60199,2.66309,3.96809
"ENSMUST00000123046",46.2869,81.5268,52.2092,67.8512
"ENSMUST00000123047",7.67433,6.55874,8.93894,13.3237
"ENSMUST00000123049",5.65449,4.83957,13.373,15.9858
"ENSMUST00000123050",4.92217,6.55893,1.36096,7.24266
"ENSMUST00000123052",84.4392,70.6509,52.6903,73.5156
"ENSMUST00000123053",0,0,0,0
"ENSMUST00000123054",54.1926,51.7334,29.9151,52.7286
"ENSMUST00000123056",3.8748,7.16788,3.88038,6.76795
"ENSMUST00000123057",0,0,0,0
"ENSMUST00000123058",0,0,0,0
"ENSMUST00000123059",24.406,39.8201,18.4729,39.2276
"ENSMUST00000123061",5.89745,18.3588,0,6.86884
"ENSMUST00000123062",3.87148,0,0,0
"ENSMUST00000123063",10.7249,16.5577,0,0
"ENSMUST00000123064",4.56968,0,0,0
"ENSMUST00000123066",4.47003,3.44342,9.739,0
"ENSMUST00000123068",3.76808,2.55804,2.72325,3.35999
"ENSMUST00000123069",28.7907,37.7343,10.3968,60.5962
"ENSMUST00000123070",66.7656,111.483,72.1343,71.8729
"ENSMUST00000123071",50.8773,127.164,32.5199,138.981
"ENSMUST00000123072",51.1958,45.2121,15.6011,19.484
"ENSMUST00000123073",2.31343,3.86977,2.25811,7.68907
"ENSMUST00000123074",11.4485,0,0,0
"ENSMUST00000123076",0,0,0,0
"ENSMUST00000123077",0,0,0,0
"ENSMUST00000123078",2.67022,0,5.43841,3.03117
"ENSMUST00000123079",68.0543,136.552,37.5506,113.734
"ENSMUST00000123080",103.91,144.13,75.7289,122.924
"ENSMUST00000123081",308.583,303.8,170.208,161.38
"ENSMUST00000123082",149.413,228.112,132.497,256.114
"ENSMUST00000123083",0,1.53522,0,3.74347
"ENSMUST00000123084",237.926,269.276,227.792,212.849
"ENSMUST00000123085",10.4576,20.7904,15.6699,30.0257
"ENSMUST00000123086",0,0,0,0.0177089
"ENSMUST00000123088",29.4987,51.8184,39.1241,64.9544
"ENSMUST00000123089",1.47863,3.32385,0,0
"ENSMUST00000123090",7.44876,5.23262,6.40801,7.43201
"ENSMUST00000123091",0,1.05058,1.01811,1.01157
"ENSMUST00000123092",0,0,0,0
"ENSMUST00000123093",337.674,361.068,269.023,382.151
"ENSMUST00000123095",0.0273398,27.9974,12.8693,6.72026
"ENSMUST00000123096",31.9136,23.8641,29.8843,23.6956
"ENSMUST00000123097",0,0.0506461,0,0
"ENSMUST00000123098",5.4046,41.2112,33.8121,40.6165
"ENSMUST00000123099",0,0,0,0
"ENSMUST00000123100",52.4872,57.5316,56.9938,54.1907
"ENSMUST00000123101",0,3.60887,0,0
"ENSMUST00000123102",0,0,0,0
"ENSMUST00000123103",82.5733,85.1659,43.2433,81.9548
"ENSMUST00000123104",0,5.21922,0,0
"ENSMUST00000123105",7.67391,4.96817,3.49635,13.7048
"ENSMUST00000123106",7.96238,1.87952,2.33882,0
"ENSMUST00000123108",66.0468,47.411,30.1334,75.6475
"ENSMUST00000123109",81.124,127.052,83.0451,108.717
"ENSMUST00000123111",542.901,494.002,361.259,519.764
"ENSMUST00000123112",53.0785,0.000925166,23.6442,32.3325
"ENSMUST00000123113",37.137,84.702,50.2619,70.4378
"ENSMUST00000123114",15.8404,11.0107,8.36356,11.318
"ENSMUST00000123115",50.2866,58.6247,39.8387,76.6543
"ENSMUST00000123116",0,9.87397,7.4915e-07,16.8084
"ENSMUST00000123118",3.20848,11.184,5.82467,5.44471
"ENSMUST00000123119",5.29543,7.77287,2.766,0
"ENSMUST00000123121",1277.37,1163.18,793.839,1124.62
"ENSMUST00000123123",267.692,284.374,150.323,288.305
"ENSMUST00000123124",0,0,0,0
"ENSMUST00000123125",0,0,0,0
"ENSMUST00000123126",147.561,134.224,112.328,144.478
"ENSMUST00000123128",17762.6,20456.2,12587.9,20632.8
"ENSMUST00000123130",34.995,44.3902,31.5084,71.3858
"ENSMUST00000123131",15.4379,12.3743,25.5591,16.3082
"ENSMUST00000123132",17.4422,28.5321,15.0892,20.3272
"ENSMUST00000123133",0,0,3.56287,0
"ENSMUST00000123134",20.6263,20.8371,23.8459,22.9539
"ENSMUST00000123135",4.59874,4.99686,3.64926,6.38896
"ENSMUST00000123137",0,0,2,6.66283
"ENSMUST00000123138",0,0,0,0
"ENSMUST00000123139",118.83,108.899,72.9856,118.232
"ENSMUST00000123140",246.396,234.775,180.151,315.353
"ENSMUST00000123141",43.6294,27.3177,13.103,0
"ENSMUST00000123142",6.06667,22.0172,13.0798,5.94221
"ENSMUST00000123143",0,0,0,0
"ENSMUST00000123144",11.7307,41.0846,32.1033,70.0193
"ENSMUST00000123145",0,0,0,0
"ENSMUST00000123146",73.8227,87.3142,57.8006,99.4427
"ENSMUST00000123147",6.87692,3.91906,0,2.50747
"ENSMUST00000123148",15.2407,13.0649,12.6626,13.1331
"ENSMUST00000123150",0,0,0,0
"ENSMUST00000123151",0,0,0,15.442
"ENSMUST00000123152",36.9619,41.4127,16.5561,25.5925
"ENSMUST00000123153",4.15759,0,0,0
"ENSMUST00000123154",23.6658,13.4151,0,20.0772
"ENSMUST00000123156",2.9001,16.7453,0,11.7509
"ENSMUST00000123157",3.73448,0,0,0
"ENSMUST00000123158",166.45,178.586,107.054,158.276
"ENSMUST00000123159",21.082,31.8516,0,4.99859
"ENSMUST00000123161",2.08183,0,0,4.74052
"ENSMUST00000123163",0,0,0,0
"ENSMUST00000123164",9.86687,10.1583,21.5965,10.4429
"ENSMUST00000123165",3.96433,6.69961,9.12002,8.48886
"ENSMUST00000123166",10.3467,2.18635,4.74069,5.32889
"ENSMUST00000123167",52.793,26.6216,15.2881,24.1555
"ENSMUST00000123168",0,0,3.44394,0
"ENSMUST00000123169",162.018,219.094,98.638,271.092
"ENSMUST00000123170",237.036,329.233,230.944,325.981
"ENSMUST00000123171",5.27192,7.48122,6.94807,10.6059
"ENSMUST00000123172",26.461,27.2542,15.8566,36.2574
"ENSMUST00000123173",0,0,0,0
"ENSMUST00000123174",99.937,111.391,85.153,96.8717
"ENSMUST00000123175",0,0,3.19406,1.74446
"ENSMUST00000123176",133.764,0,0,0
"ENSMUST00000123177",43.3743,30.6341,21.9281,49.8299
"ENSMUST00000123178",1208.23,1426.98,829.878,1503.49
"ENSMUST00000123179",0,0,0,0
"ENSMUST00000123180",39.7651,56.8366,24.5661,52.4856
"ENSMUST00000123181",50.9329,52.7704,24.0418,58.1628
"ENSMUST00000123182",0,0,0,0
"ENSMUST00000123183",45.5898,95.1545,77.3511,106.195
"ENSMUST00000123184",60.9737,53.1645,36.7389,71.4094
"ENSMUST00000123186",11,8,6,7
"ENSMUST00000123187",38.1041,3.57465e-07,0,28.6767
"ENSMUST00000123188",0,0,0,0
"ENSMUST00000123189",0,6.57418,1.95972,6.37579
"ENSMUST00000123190",55.4034,0,48.6602,4.11624e-06
"ENSMUST00000123191",17.1743,19.2153,23.7001,24.5827
"ENSMUST00000123192",268.65,285.609,192.921,259.685
"ENSMUST00000123193",14.2601,20.7755,13.5382,15.8636
"ENSMUST00000123194",0,0,0.00340258,0
"ENSMUST00000123195",0,0,0,4.65947
"ENSMUST00000123196",72.083,152.935,143.019,210.25
"ENSMUST00000123198",12.8118,5.74183,3.56281,9.80695
"ENSMUST00000123199",6.5499,4.29537,3.65993,1.68714
"ENSMUST00000123200",78.6116,59.9385,66.3915,124.233
"ENSMUST00000123201",0,0,0,0
"ENSMUST00000123202",87.5945,94.0993,152.429,32.0377
"ENSMUST00000123203",31.7451,39.5421,29.8499,31.9332
"ENSMUST00000123204",0,0,0,0
"ENSMUST00000123205",7.77157,14.8473,0,0
"ENSMUST00000123206",1.77447,0,1.73902,1.96215
"ENSMUST00000123207",0.00073049,2.88499,2.07435,0
"ENSMUST00000123208",0,0,0,0
"ENSMUST00000123209",0,25.5156,23.6925,5.7704
"ENSMUST00000123213",17.1326,14.9209,6.20577,5.67128
"ENSMUST00000123214",0,1.19985e-06,0,0
"ENSMUST00000123215",0,6.91697,0,1.49569
"ENSMUST00000123216",0,0,0,0
"ENSMUST00000123217",1.40783,1.28033,0,2.35499
"ENSMUST00000123219",251.808,327.903,240.651,360.181
"ENSMUST00000123220",1.3726,0,2.3898,4.66421
"ENSMUST00000123221",1.60446,2.80181,4.56305,14.8234
"ENSMUST00000123222",8.10032,10.1754,14.2138,12.1261
"ENSMUST00000123225",24.4867,33.7813,13.6287,28.3579
"ENSMUST00000123226",29.6326,40.4795,10.6822,36.1536
"ENSMUST00000123227",72.0642,64.337,72.7685,94.5739
"ENSMUST00000123228",6.71049,1.32015,2.81637,1.34442
"ENSMUST00000123229",15.5917,52.7953,10.7038,12.013
"ENSMUST00000123230",0,0,3.77309,0
"ENSMUST00000123232",2.529,14.4957,2.73999,11.7502
"ENSMUST00000123233",0,0,0,0
"ENSMUST00000123234",31.9182,16.9438,9.88057,17.3491
"ENSMUST00000123235",7.12478,2.71276,4.9585,4.79622
"ENSMUST00000123236",16.8224,30.0195,16.0142,29.5022
"ENSMUST00000123237",60.4932,52.7472,48.9035,72.6771
"ENSMUST00000123238",0,47.6632,0,0
"ENSMUST00000123239",15.7655,29.6489,18.3184,26.5148
"ENSMUST00000123240",197.482,193.845,134.548,241.729
"ENSMUST00000123241",131.094,124.517,86.719,155.09
"ENSMUST00000123243",12.3862,14.0673,13.293,19.6094
"ENSMUST00000123244",0,7.77256,3.4933,14.9796
"ENSMUST00000123245",5.47384,4.90063,1.73787,16.1026
"ENSMUST00000123246",55.9032,45.0548,25.5957,54.0182
"ENSMUST00000123247",49.4898,85.4413,38.2855,78.5962
"ENSMUST00000123248",24.1866,5.30448,12.7943,20.2466
"ENSMUST00000123251",10132.1,9996.7,5984.83,8645.55
"ENSMUST00000123252",0,0,3.22099,11.4118
"ENSMUST00000123253",14.3049,35.3527,11.1985,12.5543
"ENSMUST00000123254",5,2.55863,0,0
"ENSMUST00000123255",1.12031,4.10798,1.12102,2.66406
"ENSMUST00000123256",43.3727,56.836,30.9011,68.6899
"ENSMUST00000123257",0,0,9.39834,0
"ENSMUST00000123259",8.69603,2.26846,0,0
"ENSMUST00000123260",41.6923,45.5617,26.0109,48.6675
"ENSMUST00000123261",15.5264,17.6787,10.5919,13.6696
"ENSMUST00000123262",347.53,467.376,290.149,419.074
"ENSMUST00000123264",12.867,4.60787,4.99831,7.96634
"ENSMUST00000123265",139.819,224.695,103.27,193.587
"ENSMUST00000123266",0,0,0,0
"ENSMUST00000123267",40.3481,64.012,35.34,41.8738
"ENSMUST00000123268",0,0,0,0
"ENSMUST00000123270",0,8.4198,6.97249,19.6617
"ENSMUST00000123271",11.0719,14.9763,6.53859,9.76625
"ENSMUST00000123273",783.625,738.713,511.718,751.653
"ENSMUST00000123274",11.4794,23.5393,1.52686,6.08119
"ENSMUST00000123275",69.8236,70.4594,69.3288,74.242
"ENSMUST00000123276",5.18832,13.5026,21.865,10.638
"ENSMUST00000123277",21.6283,11.8752,0,13.3692
"ENSMUST00000123279",4.31,6.55659,0,14.7699
"ENSMUST00000123280",0,0,0,0
"ENSMUST00000123281",2.20436,0,0.56596,0
"ENSMUST00000123283",5.06645,8.28856,9.5708,6.0059
"ENSMUST00000123285",1102.46,1248.25,780.231,1222.11
"ENSMUST00000123286",0,0,0,0
"ENSMUST00000123287",182.947,162.408,107.245,144.969
"ENSMUST00000123288",0,0,0,1.85338
"ENSMUST00000123289",0,9.3317,0,8.71978
"ENSMUST00000123290",34.1509,40.8798,36.2923,48.9642
"ENSMUST00000123291",6.10751,7.04236,6.32167,20.6257
"ENSMUST00000123292",1184.05,1369.44,852.19,1348.66
"ENSMUST00000123293",45.8833,51.242,19.7019,36.7997
"ENSMUST00000123294",37.4228,0,0,22.8054
"ENSMUST00000123296",472.291,467.784,406.886,508.669
"ENSMUST00000123299",0.191594,4.07509,3.66747,1.14847
"ENSMUST00000123300",87.5407,160.259,77.4006,101.826
"ENSMUST00000123301",369.971,423.139,317.655,496.832
"ENSMUST00000123302",0.000104417,214.593,170.279,576.891
"ENSMUST00000123303",0,0,0,0
"ENSMUST00000123305",96.7331,108.912,47.473,56.8795
"ENSMUST00000123306",19.8862,44.7064,11.4505,19.4401
"ENSMUST00000123307",10.6479,2.69095,3.97235,0
"ENSMUST00000123308",1.11639,7.77057,13.888,0.000127583
"ENSMUST00000123309",5.27129,4.56385,4.64345,3.28646
"ENSMUST00000123310",0,0,0,0
"ENSMUST00000123311",0,0,0.48812,0.629199
"ENSMUST00000123313",49.3461,58.1594,34.231,77.3306
