"Gene","GSM6845651","GSM6845652","GSM6845653","GSM6845654"
"Adora2a",18,15,20,17
"Adora2b",30,33,17,10
"Adora3",5,2,5,3
"Adpgk",164,146,172,196
"Adprh",627,553,517,610
"Adprhl1",45,39,38,33
"Adprhl2",283,233,228,291
"Adprm",112,109,94,128
"Adra1a",146,133,164,154
"Adra1b",51,54,44,33
"Adra1d",56,42,51,39
"Adra2a",170,201,148,120
