"Gene_ID","GSM4913330","GSM4913331","GSM4913332","GSM4913333","GSM4913334","GSM4913335","GSM4913336","GSM4913337","GSM4913338","GSM4913339","GSM4913340","GSM4913341","GSM4913342","GSM4913343","GSM4913344"
"ENSMUSG00000037112",342,614,668,1065,465,377,445,341,409,609,822,495,988,269,97
"ENSMUSG00000037119",677,0,1582,449,1696,1978,1056,2252,1547,2247,2257,1180,976,840,491
"ENSMUSG00000037124",0,0,0,0,0,0,0,0,0,3,0,0,0,5,0
"ENSMUSG00000037126",17004,5779,7393,5488,10258,8503,3491,5616,7502,4991,5516,19995,6473,11881,18156
"ENSMUSG00000037129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037134",662,700,1297,772,1036,1379,798,909,1546,819,1169,495,989,626,732
"ENSMUSG00000037138",1188,0,446,526,805,482,225,432,413,711,244,941,392,509,400
"ENSMUSG00000037139",98,269,129,121,215,0,0,109,80,29,123,238,243,244,152
"ENSMUSG00000037140",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"ENSMUSG00000037143",94,0,145,70,223,92,263,204,220,360,161,76,0,209,0
"ENSMUSG00000037145",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"ENSMUSG00000037148",139,236,55,52,142,16,30,23,45,42,81,227,249,270,205
"ENSMUSG00000037149",4426,6702,11119,8782,6926,11552,9572,10107,11039,7954,10292,5543,15314,7439,5436
"ENSMUSG00000037151",568,590,295,16,495,449,386,246,301,509,217,455,0,345,269
"ENSMUSG00000037152",7258,6954,4373,11094,2575,4548,6392,3183,3891,2273,3608,7468,8040,3453,8321
"ENSMUSG00000037157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037159",0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
"ENSMUSG00000037161",4,0,1,53,0,19,12,26,0,1,14,3,0,11,0
"ENSMUSG00000037166",428,403,174,1119,256,411,388,1286,161,704,1250,170,82,44,208
"ENSMUSG00000037167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSMUSG00000037169",13,190,150,125,222,152,102,106,97,273,207,85,202,200,0
"ENSMUSG00000037171",0,0,63,0,51,44,32,17,13,27,16,0,1,32,43
"ENSMUSG00000037172",887,493,618,504,878,546,630,897,425,883,780,577,103,325,611
"ENSMUSG00000037174",260,157,385,132,612,636,461,762,601,746,676,207,198,308,140
"ENSMUSG00000037185",0,0,0,0,0,0,17,0,0,1,0,0,0,0,0
"ENSMUSG00000037188",0,0,14,5,0,0,53,12,47,62,32,0,11,21,0
"ENSMUSG00000037190",1317,1149,872,1294,1154,852,1265,828,751,784,1022,1647,1659,856,1653
"ENSMUSG00000037196",716,981,684,984,598,635,1193,1196,1042,518,1183,1310,819,775,991
"ENSMUSG00000037197",1419,1622,1723,2270,1351,1478,1693,1635,1662,1363,1538,1851,1674,1427,1857
"ENSMUSG00000037202",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037204",3153,1417,1211,1852,1720,2168,2801,1499,1632,1338,1367,2587,3600,2061,2976
"ENSMUSG00000037206",112,0,90,185,96,93,84,140,153,479,157,217,61,990,431
"ENSMUSG00000037210",728,281,133,440,428,98,257,82,221,297,255,484,178,147,351
"ENSMUSG00000037211",111,730,345,502,444,364,189,553,369,815,462,358,335,318,115
"ENSMUSG00000037214",178,236,509,435,320,243,331,436,450,373,376,272,512,482,130
"ENSMUSG00000037216",249,69,187,637,142,199,222,132,188,113,212,164,215,245,182
"ENSMUSG00000037217",3634,5448,5973,3177,19281,5389,2639,4645,3550,13735,3231,3220,5222,10561,4027
"ENSMUSG00000037221",462,271,473,901,501,192,279,322,330,467,384,413,514,425,541
"ENSMUSG00000037224",348,261,523,653,757,245,145,159,356,753,339,1037,420,580,321
"ENSMUSG00000037225",130,158,78,215,110,148,209,224,152,133,172,168,208,195,157
"ENSMUSG00000037234",1742,2058,1974,1920,1829,1722,1721,1770,1629,1174,2551,1844,2167,1152,975
"ENSMUSG00000037235",1878,1349,1144,1237,854,789,1039,1184,1001,788,1259,3644,845,1935,3682
"ENSMUSG00000037236",12676,12354,26429,12872,17802,21811,18790,18178,24756,12971,22204,10048,25514,12777,8447
"ENSMUSG00000037239",243,191,67,109,193,59,124,45,88,96,81,162,126,76,181
"ENSMUSG00000037242",568,509,2569,2394,2569,3947,1753,11544,2054,9254,10388,494,1172,1768,104
"ENSMUSG00000037243",477,985,745,2042,906,702,722,413,765,530,1055,843,908,990,1337
"ENSMUSG00000037246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037247",0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"ENSMUSG00000037251",834,820,1441,1311,1844,1600,1079,1862,1612,1576,1490,1466,1319,1690,1217
"ENSMUSG00000037253",634,987,727,323,1020,988,863,936,1133,1267,936,647,699,828,264
"ENSMUSG00000037254",75,0,20,0,6,0,15,49,17,61,68,126,0,178,117
"ENSMUSG00000037257",1209,1531,2867,1919,2284,2507,3368,2698,4011,2459,2416,1699,3215,2265,1523
"ENSMUSG00000037259",3877,2712,3060,3090,3327,1461,1239,909,1175,2416,2028,2201,1616,1119,1978
"ENSMUSG00000037260",779,1557,1729,1609,2559,2330,1726,1980,2308,2825,1915,803,1055,1263,883
"ENSMUSG00000037262",519,318,501,286,401,541,569,524,607,281,633,798,1120,473,691
"ENSMUSG00000037263",0,0,0,0,10,0,0,0,0,0,0,0,0,24,0
"ENSMUSG00000037266",14990,31571,35970,50206,20619,20870,28826,22768,30703,16208,34995,18784,50004,29300,20048
"ENSMUSG00000037270",1723,936,1626,1964,2394,1622,1604,1050,1272,2084,2449,1642,985,1142,1889
"ENSMUSG00000037275",244,0,170,113,482,106,225,160,254,347,251,207,321,127,375
"ENSMUSG00000037278",896,1112,543,734,718,469,646,732,391,423,835,1275,1021,946,1620
"ENSMUSG00000037279",149,0,12,0,37,13,58,0,4,31,29,942,1106,524,691
"ENSMUSG00000037280",156,0,162,37,216,236,67,1005,138,1950,541,0,3,25,0
"ENSMUSG00000037286",610,1045,596,522,602,722,667,672,724,764,1150,586,337,479,777
"ENSMUSG00000037287",453,302,457,89,387,388,382,593,454,747,507,480,224,257,388
"ENSMUSG00000037295",81,0,58,223,66,47,31,287,31,288,130,0,0,97,0
"ENSMUSG00000037296",2457,3120,2106,3455,1429,2248,3106,1611,2121,1118,1688,2574,3212,1857,2365
"ENSMUSG00000037300",384,25,1228,711,1484,808,718,1008,1060,994,936,363,499,700,339
"ENSMUSG00000037306",160,4,344,218,1058,155,73,298,399,547,464,494,512,927,452
"ENSMUSG00000037307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037313",0,167,236,374,86,196,73,193,203,142,231,27,0,169,206
"ENSMUSG00000037315",427,0,238,0,189,106,79,126,162,230,250,109,292,177,178
"ENSMUSG00000037316",1386,1495,1704,559,2823,1877,1583,1544,1803,2654,1999,1171,1415,1552,670
"ENSMUSG00000037318",34,475,62,60,98,138,141,103,140,105,139,24,33,88,234
"ENSMUSG00000037321",3,0,43,0,31,113,58,64,52,121,105,1,6,60,2
"ENSMUSG00000037325",540,897,1526,480,994,1238,1121,685,1581,676,1084,667,1376,1098,256
"ENSMUSG00000037326",472,75,586,391,735,364,145,338,422,757,485,218,124,385,298
"ENSMUSG00000037331",886,400,606,909,1740,583,417,588,767,2021,655,1080,529,714,739
"ENSMUSG00000037334",0,85,51,0,23,0,0,6,0,0,0,0,0,0,0
"ENSMUSG00000037335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037336",1,24,1,18,7,62,0,12,3,0,1,16,0,1,120
"ENSMUSG00000037337",70,50,81,65,55,11,17,36,6,50,50,0,25,33,167
"ENSMUSG00000037339",1064,504,1026,716,996,698,626,823,931,868,935,989,1200,1068,956
"ENSMUSG00000037341",33,11,178,211,285,114,128,177,205,279,236,70,12,249,0
"ENSMUSG00000037343",783,793,1191,545,834,1197,707,1164,1071,1186,1186,900,560,518,157
"ENSMUSG00000037344",377,806,289,427,672,179,57,313,162,556,324,246,118,252,540
"ENSMUSG00000037346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037347",15,0,56,85,94,25,34,116,51,24,39,95,0,49,1
"ENSMUSG00000037348",1271,868,1177,983,1484,913,513,1039,668,1358,1112,727,836,1377,992
"ENSMUSG00000037349",284,0,262,670,230,214,247,256,280,282,282,416,488,284,614
"ENSMUSG00000037351",3823,4386,7208,6108,9589,5585,3887,5389,5439,7594,5475,6349,5216,8133,6598
"ENSMUSG00000037353",919,800,1651,1481,1706,1548,1421,1506,1523,1334,1108,1446,1955,1791,2322
"ENSMUSG00000037355",312,99,228,206,112,138,90,113,134,199,239,180,32,170,132
"ENSMUSG00000037358",0,0,51,15,32,31,18,9,51,2,22,18,12,24,86
"ENSMUSG00000037361",5766,4642,4158,6543,2474,4058,5436,3761,4226,2036,3694,5383,5672,3518,4629
"ENSMUSG00000037362",3342,405,1037,141,6114,274,198,126,1592,274,526,2454,3157,4226,1423
"ENSMUSG00000037363",506,1395,773,1291,462,437,484,443,643,358,552,419,614,328,529
"ENSMUSG00000037364",1079,822,1036,970,1193,758,626,768,694,1255,813,1058,326,563,1263
"ENSMUSG00000037366",100,17,139,184,254,88,121,356,260,232,254,224,196,232,179
"ENSMUSG00000037369",271,37,475,450,551,662,323,912,432,602,1027,76,460,277,414
"ENSMUSG00000037370",1,0,71,42,15,120,33,391,50,354,465,39,117,79,188
"ENSMUSG00000037373",5387,5541,7095,5446,7660,5868,3057,7517,6719,7176,6733,5622,7415,7810,4941
"ENSMUSG00000037375",0,0,6,14,5,36,32,48,7,60,99,0,116,26,8
"ENSMUSG00000037376",1957,1241,1278,1696,1188,1941,2375,1321,1511,1129,1460,1413,2069,1110,723
"ENSMUSG00000037379",0,0,0,0,0,34,0,0,25,30,12,0,0,22,0
"ENSMUSG00000037386",3406,1916,2117,1352,2303,1209,1440,1645,1861,1278,1948,2996,1850,1327,2411
"ENSMUSG00000037390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037393",0,0,31,0,0,1,0,47,0,0,0,0,0,0,0
"ENSMUSG00000037395",995,527,685,521,516,716,639,676,591,729,445,621,424,292,127
"ENSMUSG00000037400",2044,799,1508,1998,1598,1660,1506,1350,1816,1812,1961,1864,1328,821,1393
"ENSMUSG00000037405",1,0,0,201,155,91,17,49,24,170,133,120,113,112,112
"ENSMUSG00000037406",0,0,2,13,49,53,29,8,47,40,49,14,0,6,0
"ENSMUSG00000037408",77,61,18,37,142,34,35,61,62,55,19,111,43,53,29
"ENSMUSG00000037410",388,0,201,210,124,97,57,163,165,302,339,97,63,93,9
"ENSMUSG00000037411",0,0,6,0,15,2,0,4,2,0,9,6,9,0,0
"ENSMUSG00000037415",358,42,415,415,523,239,334,237,162,438,201,187,128,342,597
"ENSMUSG00000037416",876,1473,653,634,514,921,1005,626,831,506,659,976,426,483,644
"ENSMUSG00000037418",48,0,166,169,45,11,125,92,38,100,86,0,95,48,35
"ENSMUSG00000037419",798,1020,2046,1705,3058,2870,1488,4006,1382,5319,4043,761,583,895,1349
"ENSMUSG00000037424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037426",363,199,448,673,539,278,164,481,383,446,249,251,227,169,395
"ENSMUSG00000037428",448,397,523,542,2783,341,193,530,357,1716,736,387,203,855,763
"ENSMUSG00000037432",45,0,27,123,63,37,12,56,48,89,53,17,0,61,53
"ENSMUSG00000037434",270,180,226,35,470,227,196,243,184,508,280,598,82,251,219
"ENSMUSG00000037437",5,16,3,85,14,0,20,36,0,2,9,0,0,0,3
"ENSMUSG00000037438",9,11,4,15,3,10,7,2,6,2,11,10,10,6,9
"ENSMUSG00000037440",0,0,0,0,0,0,0,0,20,0,0,68,0,0,0
"ENSMUSG00000037443",52,365,252,227,360,273,244,259,357,285,451,208,160,140,96
"ENSMUSG00000037446",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000037447",220,0,263,252,525,266,201,393,311,385,608,361,512,306,8
"ENSMUSG00000037451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037455",461,508,818,546,682,574,929,715,845,678,803,94,278,723,165
"ENSMUSG00000037458",3466,1216,2522,1148,3517,4060,2924,2492,2611,3552,2811,1495,991,1689,1247
"ENSMUSG00000037461",388,173,769,589,897,446,393,562,320,1020,849,764,724,1069,785
"ENSMUSG00000037463",299,446,352,365,632,351,389,448,355,424,366,564,772,865,511
"ENSMUSG00000037465",800,614,1098,520,1670,1243,1170,987,1683,1008,817,450,1876,943,107
"ENSMUSG00000037466",0,0,132,0,74,32,41,66,73,138,28,73,60,0,0
"ENSMUSG00000037469",106,0,32,173,335,1,0,1,14,12,19,1,2,0,0
"ENSMUSG00000037470",475,193,466,144,964,313,371,396,463,765,726,522,462,441,654
"ENSMUSG00000037474",423,0,215,0,676,221,109,42,73,47,118,577,1510,993,210
"ENSMUSG00000037475",2627,1714,3819,2935,2011,2790,3114,2548,3497,1975,4349,1986,1665,1307,1232
"ENSMUSG00000037477",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037482",0,0,9,0,3,13,0,0,21,0,0,13,0,0,0
"ENSMUSG00000037486",691,154,405,329,540,223,392,312,351,491,506,789,699,423,431
"ENSMUSG00000037487",1317,855,1037,1529,1245,901,1195,995,1252,1123,934,1120,816,613,974
"ENSMUSG00000037490",336,225,345,118,203,240,532,776,1235,2376,1214,249,111,328,362
"ENSMUSG00000037492",225,1,1259,1059,1484,1394,848,1028,3359,1400,1271,853,1971,1744,644
"ENSMUSG00000037493",1904,2801,1434,2726,665,1920,2525,1265,1541,927,1140,1707,1759,1249,1524
"ENSMUSG00000037499",4927,2294,2102,4128,1570,2087,2553,1804,1875,1212,2159,3778,2116,1657,4038
"ENSMUSG00000037503",1895,2048,1325,2455,3296,1192,1343,1455,1560,2489,2034,3429,1104,1957,2562
"ENSMUSG00000037509",4934,8627,8217,7668,7723,16449,6727,8525,10009,12894,4622,5812,6653,8856,5534
"ENSMUSG00000037514",1548,1917,1616,1288,1811,1817,1193,1325,1493,1489,1488,1703,1622,2083,1750
"ENSMUSG00000037519",275,335,405,417,308,407,254,550,345,737,766,381,119,314,647
"ENSMUSG00000037523",81,31,222,259,197,222,147,486,218,609,240,227,0,190,129
"ENSMUSG00000037525",248,96,146,173,215,166,177,157,227,146,215,289,217,129,84
"ENSMUSG00000037526",1051,156,325,344,588,800,590,557,659,888,991,310,328,636,475
"ENSMUSG00000037529",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ENSMUSG00000037531",2489,2582,2258,3617,1464,2293,2782,2012,2361,1184,2048,2123,3283,1884,1949
"ENSMUSG00000037533",1268,2372,2367,2003,1337,1542,1907,1233,1147,989,1281,913,1415,495,866
"ENSMUSG00000037535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037536",924,864,1891,1600,3021,2130,1715,1413,1820,2953,1461,1219,1813,2887,1910
"ENSMUSG00000037537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037541",1337,642,507,565,1252,516,318,270,475,503,409,1546,416,1169,1239
"ENSMUSG00000037542",0,0,0,0,2,20,0,0,0,0,10,0,43,0,0
"ENSMUSG00000037544",63,0,32,0,18,0,6,14,0,29,0,54,21,19,0
"ENSMUSG00000037548",8,0,35,0,18,11,0,31,2,12,49,0,0,56,0
"ENSMUSG00000037552",19,0,11,27,10,5,7,53,26,32,55,20,10,17,0
"ENSMUSG00000037553",749,349,518,593,760,334,180,582,399,843,368,474,265,476,389
"ENSMUSG00000037563",2294,1380,1035,1735,777,1170,1461,800,926,549,902,1698,1079,800,1963
"ENSMUSG00000037568",71,0,66,0,54,22,0,72,12,61,54,29,17,55,0
"ENSMUSG00000037570",1962,1732,1461,1785,2038,1803,1597,1339,1813,1431,1637,2310,3211,2546,3445
"ENSMUSG00000037572",236,2,166,49,80,195,259,132,100,139,81,62,81,135,396
"ENSMUSG00000037573",1127,229,1580,465,1581,942,975,1831,1566,2279,1472,1017,853,1607,787
"ENSMUSG00000037577",0,0,41,0,0,26,10,0,0,26,20,112,74,47,0
"ENSMUSG00000037578",0,0,0,14,0,78,6,45,0,140,43,0,0,0,0
"ENSMUSG00000037579",1347,661,1170,217,2676,552,300,388,703,808,975,2562,930,3593,2807
"ENSMUSG00000037580",101,0,205,19,119,56,37,148,95,98,56,0,24,159,0
"ENSMUSG00000037583",0,0,0,84,0,0,0,28,0,5,0,0,0,1,0
"ENSMUSG00000037593",158,221,358,301,112,38,3,126,30,55,169,1925,1537,1736,1995
"ENSMUSG00000037594",809,450,625,251,627,324,249,493,543,459,428,786,410,734,770
"ENSMUSG00000037600",0,0,0,0,30,0,0,4,23,14,0,0,0,0,0
"ENSMUSG00000037601",43553,20019,19525,27612,16881,17506,22715,11254,16215,7823,14083,35331,36417,18768,35737
"ENSMUSG00000037603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037605",957,885,1485,1000,1113,486,583,646,666,712,1294,385,536,604,755
"ENSMUSG00000037606",294,0,265,801,595,319,272,324,220,759,350,173,200,421,471
"ENSMUSG00000037608",5438,4589,6043,4965,3849,5281,5913,4411,6002,3552,5699,3850,5199,3084,3352
"ENSMUSG00000037610",242,230,153,136,306,516,366,398,671,178,197,13,303,208,49
"ENSMUSG00000037613",5,0,1,81,32,47,26,8,18,25,7,116,9,0,15
"ENSMUSG00000037617",238,443,380,823,221,353,499,230,468,244,496,307,407,196,614
"ENSMUSG00000037621",0,0,5,0,29,44,41,97,101,75,68,0,0,21,50
"ENSMUSG00000037622",180,56,53,91,114,109,55,100,94,174,105,85,38,77,111
"ENSMUSG00000037624",854,1905,732,1248,604,312,329,510,424,480,778,938,878,699,1072
"ENSMUSG00000037625",318,77,111,460,257,199,204,809,72,881,766,84,6,20,53
"ENSMUSG00000037627",0,0,10,0,2,78,71,129,193,29,70,0,0,17,0
"ENSMUSG00000037628",128,143,99,67,87,2,19,18,18,1,41,90,162,82,108
"ENSMUSG00000037636",0,0,15,0,14,0,21,18,8,0,15,14,42,26,0
"ENSMUSG00000037638",1,0,0,0,13,3,0,0,8,7,0,0,0,0,22
"ENSMUSG00000037640",745,1002,2606,910,1951,1327,1698,1704,1970,1224,2449,1001,636,1277,874
"ENSMUSG00000037643",740,417,1019,703,2301,1110,359,1235,807,1267,1120,342,376,1263,535
"ENSMUSG00000037646",989,1216,851,859,782,626,747,677,587,802,1425,886,461,564,681
"ENSMUSG00000037649",696,463,507,727,586,431,480,354,435,330,611,839,864,1015,951
"ENSMUSG00000037652",641,152,346,204,285,416,371,220,178,236,563,440,48,230,98
"ENSMUSG00000037653",172,176,544,930,358,182,264,195,261,195,396,25,457,158,5
"ENSMUSG00000037656",491,669,840,732,1846,1263,445,1442,1667,2988,1518,646,1026,1192,389
"ENSMUSG00000037660",0,7,0,0,4,0,1,2,0,6,2,0,0,0,0
"ENSMUSG00000037661",38,0,41,87,27,30,12,63,59,66,106,130,0,86,0
"ENSMUSG00000037664",1028,137,324,39,878,133,473,680,482,1110,768,570,669,297,291
"ENSMUSG00000037669",1255,881,2112,1773,1856,2324,2469,2552,2838,1917,2932,1590,1804,1404,570
"ENSMUSG00000037674",403,579,254,436,305,277,282,389,154,303,312,278,113,263,264
"ENSMUSG00000037679",453,970,121,464,367,242,281,312,136,367,312,211,54,276,432
"ENSMUSG00000037681",144,0,193,141,0,35,4,204,154,140,110,11,5,199,5
"ENSMUSG00000037683",0,72,5,67,17,48,307,195,282,139,161,17,125,17,0
"ENSMUSG00000037685",1899,893,2382,1150,4278,2235,1790,2728,1574,4860,3220,2405,1054,1458,2555
"ENSMUSG00000037686",68,0,26,0,30,10,1,31,12,91,87,25,0,46,96
"ENSMUSG00000037689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037692",94,1,29,202,55,19,34,51,37,82,37,73,4,35,358
"ENSMUSG00000037697",1545,1260,1587,1501,1284,972,1178,1294,1080,1303,1473,1233,1130,1295,830
"ENSMUSG00000037703",920,2174,1630,404,2039,723,267,848,711,1173,1143,2836,957,2454,2348
"ENSMUSG00000037705",0,0,3,20,0,7,0,5,0,10,0,0,0,27,0
"ENSMUSG00000037706",14631,22252,20779,33006,19031,22295,26121,39343,24034,32520,39173,17000,18624,21013,16384
"ENSMUSG00000037708",353,0,91,3,114,50,5,30,20,29,16,35,104,61,0
"ENSMUSG00000037709",317,404,765,541,581,704,672,776,1101,733,590,316,328,278,44
"ENSMUSG00000037710",13455,10161,8120,16115,6416,9408,13241,6676,8117,5075,7547,13117,13803,7767,14405
"ENSMUSG00000037712",2441,1007,2597,2468,2819,2400,2179,3453,2759,2672,3566,2302,2194,2051,1415
"ENSMUSG00000037716",3,0,11,0,0,59,131,231,199,90,125,0,68,43,0
"ENSMUSG00000037720",3318,3510,4285,2877,3810,5060,4873,5415,4452,4291,4988,4042,2922,3565,1493
"ENSMUSG00000037722",593,755,943,763,354,783,918,952,901,590,872,835,1379,593,284
"ENSMUSG00000037725",6,0,62,0,22,45,2,52,53,32,36,2,0,21,0
"ENSMUSG00000037727",6,757,221,60,10,4,0,121,0,0,171,6,3,3,15
"ENSMUSG00000037730",416,881,960,974,1013,1295,838,1632,1241,735,1520,359,1121,674,389
"ENSMUSG00000037731",67,5,85,159,72,25,16,52,49,31,70,1,0,50,0
"ENSMUSG00000037735",624,481,472,256,523,583,421,299,293,232,279,354,708,516,321
"ENSMUSG00000037736",1100,215,808,712,1276,816,480,1302,743,1286,1526,956,285,1030,1480
"ENSMUSG00000037737",0,0,43,0,46,90,37,34,35,8,74,0,48,68,0
"ENSMUSG00000037738",0,0,1,0,0,10,188,184,246,218,122,0,0,0,0
"ENSMUSG00000037740",3668,3464,2768,4609,1933,2289,3027,1623,2603,1685,2124,4569,3686,2943,4913
"ENSMUSG00000037742",19842,10739,12742,11861,10246,13698,17884,12767,12976,8951,13773,13197,8378,8669,10517
"ENSMUSG00000037747",5325,6357,8804,8568,8703,7430,7198,8821,7774,10298,8764,4990,8498,8118,4275
"ENSMUSG00000037750",839,262,550,491,966,267,233,418,359,1058,519,388,398,539,364
"ENSMUSG00000037752",3,0,117,290,77,71,108,70,125,125,43,71,170,112,137
"ENSMUSG00000037754",873,845,800,742,1256,916,394,1136,701,1672,1341,815,311,1222,969
"ENSMUSG00000037759",0,0,48,72,71,4,0,20,85,22,30,0,0,1,0
"ENSMUSG00000037761",26,0,270,226,257,135,156,308,156,268,419,105,244,183,222
"ENSMUSG00000037762",0,3,20,1,56,52,113,150,154,546,126,35,51,107,241
"ENSMUSG00000037771",106,191,206,248,296,37,21,128,61,276,168,22,24,41,87
"ENSMUSG00000037772",749,523,611,872,318,519,618,375,439,215,500,659,692,391,812
"ENSMUSG00000037773",214,267,354,431,379,271,320,341,472,436,351,262,168,202,310
"ENSMUSG00000037780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037784",312,43,178,40,341,217,107,168,202,244,124,328,69,153,256
"ENSMUSG00000037787",2326,1804,1498,2816,1315,1549,2123,1437,1380,1003,1759,2642,2330,1977,3002
"ENSMUSG00000037788",1044,1642,2305,846,2536,1014,710,1588,1310,1207,1738,2076,1353,3383,1425
"ENSMUSG00000037790",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037791",355,17,172,156,457,237,180,236,222,348,435,172,155,157,381
"ENSMUSG00000037795",219,180,267,274,123,79,161,160,253,171,308,59,151,29,1
"ENSMUSG00000037797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037801",13,27,8,4,4,14,25,39,21,11,43,6,0,13,0
"ENSMUSG00000037805",1353,1178,849,1757,553,766,1195,652,909,446,910,1266,1205,672,1655
"ENSMUSG00000037808",361,155,533,380,424,521,673,410,552,396,662,248,617,528,319
"ENSMUSG00000037813",107,18,1,0,26,25,27,52,21,91,77,0,17,141,7
"ENSMUSG00000037815",703,1823,1948,2183,1282,1684,1465,3227,2656,2592,3456,498,2702,1188,990
"ENSMUSG00000037816",263,556,279,516,424,505,354,537,442,397,447,193,470,474,586
"ENSMUSG00000037818",769,597,680,636,705,397,493,484,590,435,613,624,411,193,671
"ENSMUSG00000037820",6,0,0,1,164,176,26,282,87,246,224,62,0,257,78
"ENSMUSG00000037822",9385,6598,9011,9565,6440,8810,8902,9545,8265,7499,9145,9934,9634,7908,7810
"ENSMUSG00000037824",711,907,731,728,1393,909,745,1796,718,2283,2023,869,568,1809,1363
"ENSMUSG00000037826",1390,357,712,612,736,1269,1002,623,1074,817,907,1634,1564,1109,1736
"ENSMUSG00000037827",9,15,13,8,13,3,10,6,5,18,6,5,8,12,0
"ENSMUSG00000037833",0,0,31,0,5,0,6,0,0,0,0,142,0,0,3
"ENSMUSG00000037843",647,825,1034,1724,991,382,244,394,469,680,652,3159,1384,1593,3105
"ENSMUSG00000037845",383,0,549,216,421,605,330,678,475,354,718,168,635,517,714
"ENSMUSG00000037846",6,32,40,275,167,97,66,371,46,206,173,66,185,84,74
"ENSMUSG00000037847",536,389,350,242,427,1193,1144,928,849,500,674,98,251,328,420
"ENSMUSG00000037849",0,0,0,0,0,0,0,0,0,0,0,0,0,10,22
"ENSMUSG00000037851",666,193,973,1256,2049,1372,1422,1990,1432,2450,1608,348,367,740,395
"ENSMUSG00000037852",79143,108714,122180,86701,123208,108970,83923,116156,136157,104234,102978,83255,118388,109039,79135
"ENSMUSG00000037855",10185,5983,13007,2370,20911,7104,3127,5093,9003,4842,6478,10622,14885,18069,9044
"ENSMUSG00000037857",517,383,1322,558,666,1091,980,1106,1183,1077,960,447,548,279,285
"ENSMUSG00000037860",49,0,60,131,76,73,35,62,77,48,159,4,81,67,0
"ENSMUSG00000037868",289,245,62,0,148,25,55,23,104,72,236,907,634,927,507
"ENSMUSG00000037872",349,82,94,134,321,32,145,34,33,114,58,363,17,289,486
"ENSMUSG00000037876",2063,1694,1277,1603,998,1558,2411,1328,1354,869,1735,2636,1644,1367,2253
"ENSMUSG00000037884",0,0,0,0,0,0,0,0,0,11,0,0,0,2,0
"ENSMUSG00000037885",106,60,236,103,146,34,150,238,83,87,158,167,82,99,150
"ENSMUSG00000037887",1962,1205,1064,1401,2204,808,358,677,868,1363,838,1936,574,1604,2050
"ENSMUSG00000037890",298,0,761,636,524,452,363,622,522,776,541,209,492,149,531
"ENSMUSG00000037892",351,68,632,330,631,209,85,337,282,448,540,217,107,162,152
"ENSMUSG00000037894",5210,5969,4241,7266,2480,4157,5334,3023,4807,1929,3449,6212,7405,4188,5587
"ENSMUSG00000037896",589,11,280,176,492,146,224,271,350,556,403,447,335,333,121
"ENSMUSG00000037902",2323,1712,3284,1008,7601,2026,1376,2450,2666,5169,3034,2419,1714,4073,2644
"ENSMUSG00000037904",583,143,484,591,340,280,252,242,268,564,343,379,301,839,558
"ENSMUSG00000037905",1474,698,598,692,985,673,616,501,846,843,729,1045,774,859,1328
"ENSMUSG00000037907",492,201,905,285,935,329,184,571,499,667,540,492,261,810,470
"ENSMUSG00000037910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037913",0,0,0,1,4,0,10,10,0,0,0,1,0,0,0
"ENSMUSG00000037916",8274,6479,7119,11826,8307,8397,9721,6563,7692,7917,7331,8022,9231,7874,9357
