"Gene_ID","ubiquity_score_25","ubiquity_score_30","ubiquity_score_50","ubiquity_score_75","ubiquity_score_90"
14377,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0
14378,0,0,0,0,0
68401,0.00670640834575261,0.00670640834575261,0.00636770085354288,0.00196450345481642,0
227231,0.000406448990651673,0.000135482996883891,6.77414984419455e-05,6.77414984419455e-05,6.77414984419455e-05
12408,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00413223140495868,0.000948380978187237
52858,1,1,1,0.909090909090909,0.363636363636364
74596,1,1,0.98989898989899,0.797979797979798,0.222222222222222
110911,0.00670640834575261,0.00670640834575261,0.00670640834575261,0.00623221785665899,0.00575802736756537
99712,1,1,0.94949494949495,0.343434343434343,0.101010101010101
212862,0.00670640834575261,0.00670640834575261,0.00657092534886872,0.00392900690963284,0.00162579596260669
223753,1,1,0.96969696969697,0.808080808080808,0.171717171717172
68018,0,0,0,0,0
