Gene,GSM4751074,GSM4751075,GSM4751076,GSM4751077,GSM4751078,GSM4751079,GSM4751080,GSM4751081,GSM4751082,GSM4751083,GSM4751084,GSM4751085,GSM4751086,GSM4751087,GSM4751088,GSM4751089,GSM4751090,GSM4751091,GSM4751092,GSM4751093,GSM4913330,GSM4913331,GSM4913332,GSM4913333,GSM4913334,GSM4913335,GSM4913336,GSM4913337,GSM4913338,GSM4913339,GSM4913340,GSM4913341,GSM4913342,GSM4913343,GSM4913344,GSM4960153,GSM4960154,GSM4960155,GSM6435238,GSM6435239,GSM6435240,GSM6435241,GSM6506766,GSM6506768,GSM6506769,GSM6614483,GSM6614484,GSM6614485,GSM6753921,GSM6753922,GSM6753923,GSM6845651,GSM6845652,GSM6845653,GSM6845654,GSM6964918,GSM6964919,GSM6964920,GSM7012039,GSM7012040,GSM7083658,GSM7083659,GSM7083660,GSM7102172,GSM7102173,GSM7102174,GSM7300216,GSM7300217,GSM7300218,GSM7300219,GSM7329492,GSM7329493,GSM7329494,GSM7329495,GSM7329500,GSM7329501,GSM7329502,GSM7329506,GSM7329507,GSM7329508,GSM7427996,GSM7427997,GSM7427998,GSM7427999,GSM7428004,GSM7428005,GSM7428006,GSM7428007,GSM7509810,GSM7509811,GSM7509812,GSM7994873,GSM7994882
Bcl7b,5.865504158,6.064234733,5.925335033,5.701044411,5.90484202,5.859282819,5.977167446,5.980547252,5.870078304,5.978834404,5.913632102,6.240059839,5.716669751,5.870106657,5.797712972,5.761741921,5.817971983,5.732294946,5.852695985,5.810371923,5.854332759,6.885492018,5.95567174,6.403772048,5.990176904,5.540879182,5.40147758,5.735630336,5.899364368,5.750890956,5.432636366,6.471054476,6.156708478,6.384472424,6.420533342,5.049628365,5.083887468,4.913609091,5.799198766,5.794233123,5.35838264,5.659778425,6.894572235,6.824689903,6.704652707,4.954643354,5.021869625,5.161939947,6.807568246,6.862581843,6.929462198,5.57487537,5.371215038,5.189570847,5.425886687,5.591206578,5.818156861,5.713376018,4.505928891,4.514613562,5.541770345,5.781446893,5.968579191,5.107776991,4.951618795,5.119979848,5.075857174,5.034717655,5.077838093,5.083338027,5.610016666,5.655148216,5.769274949,5.780739199,5.789254077,5.806262791,5.643228445,5.675485175,5.661396296,5.847634118,5.794962174,5.79856032,6.057670615,5.878578757,5.836661168,5.793277815,5.801885133,5.81510726,5.835010306,5.541168241,6.126314247,5.593235997,5.881788384
Bcl7c,4.132504399,4.24452623,4.191943388,4.135083398,4.438380408,4.043013343,4.212260551,4.276869667,4.289166405,4.198452773,4.196345993,4.575751136,4.055216718,3.998910202,4.070331844,4.071519422,4.118320318,4.037103604,4.017115265,3.93169252,4.824253034,3.128615893,2.528236567,4.409536131,3.102888092,3.632126941,3.396272664,3.643175658,3.214856687,3.25736236,3.60075587,5.141782362,3.429774703,3.915772624,4.863546771,3.579552373,3.929448689,3.466138279,4.558527954,4.664295998,4.542161685,4.451413457,3.720331565,3.90486956,3.80288668,5.03613362,5.475129272,4.941523066,1.981917588,2.149842074,1.820757432,5.94853804,5.519079259,5.545878059,5.75053672,4.239851793,4.113102822,4.305188895,5.295621031,5.110872125,2.495258545,2.657049992,2.320781391,4.241868785,4.114732482,4.488910523,3.85385422,3.890680037,4.038014903,3.860958371,5.190369493,5.037465337,5.269980875,5.293967427,5.143927601,5.415895159,5.171537705,5.16549378,4.865498683,4.958340649,4.578656454,4.697619506,4.85527503,4.685127576,4.726989635,4.772353066,4.857988665,4.65491824,2.048873882,3.082956527,2.179796191,2.800192902,2.694853774
Bcl9,5.861460485,6.204867906,5.936076157,5.566449851,6.017630041,6.014029733,5.996563377,6.069348003,5.869072252,6.222482311,6.16767715,5.449586067,5.9969082,5.929392229,6.236118506,6.24662641,6.088516005,6.287002516,6.125642637,5.977365482,4.687207235,4.502488618,4.042073876,4.303607387,4.007392509,3.800800126,3.943155936,3.556161108,4.302022873,2.889362237,4.100334995,3.308042132,4.111453014,2.933789514,3.161866805,4.384096051,4.121280839,4.11464037,5.87742051,5.840190556,5.891732853,5.840522748,5.175291968,5.180170451,5.264535835,5.875481046,5.558683234,5.540709252,4.023766661,4.275873586,4.387150973,5.979717197,5.822181253,5.619155929,5.955984294,6.068043118,5.861218583,5.951726895,7.102373184,7.278400413,5.223691986,5.063036454,5.261454389,6.410450111,6.20649744,6.599659391,5.52378506,5.567689942,5.550967559,5.56690492,5.6568153,5.559215967,5.570407239,5.73038138,5.819430667,5.782417019,5.700893268,5.575524924,5.384771613,5.450090403,5.832667848,5.821380459,5.62643976,5.815709268,5.899073231,5.934815021,6.058136117,5.976126235,5.660582586,5.844729181,5.519511286,5.898353065,5.788912834
Bcl9l,5.52455191,5.725244739,5.538115235,5.042177914,5.495712102,5.363196013,5.404948564,5.514616621,5.512389575,5.73253178,5.51210387,4.810371111,5.494494783,5.339226159,5.41318705,5.371691132,5.486982902,5.548173867,5.464259483,5.294138989,4.328637192,-2.802069124,0.993122402,1.99024624,2.105997105,1.38576331,0.332936034,0.569573771,1.985229618,2.486077902,1.959715281,2.834154674,1.057370921,2.295864151,3.921167345,3.500002063,2.928875321,3.296328041,5.581882158,5.821643526,5.906819251,5.797414919,4.656366906,4.673143669,4.667726228,5.869755868,5.694985104,5.554677696,2.326671052,2.549483763,2.634193982,6.46909804,6.107219277,6.141021832,6.421168751,5.660638563,5.708686479,5.487049535,7.165246609,7.162430184,6.121583832,6.211632193,6.707017654,6.410138467,6.538473602,5.956557717,5.541130016,5.668236983,5.610730183,5.598128114,4.830981612,5.025135909,4.916809268,5.340492735,5.092339043,5.158112333,5.024841302,4.970282411,4.989420054,5.060654344,6.010621459,6.083956043,6.07301292,6.085741343,6.281771076,6.273283231,6.398478648,6.217405771,5.95825794,6.033354269,6.006715081,7.216361595,7.376707761
Bclaf1,7.079963461,7.028449488,7.089850735,7.161077763,7.066466654,7.115736841,7.0040981,7.056875326,7.114843226,7.159476499,7.212815287,6.914900985,7.075712097,7.177323603,7.255930812,7.375779145,7.189129415,7.327284584,7.278895252,7.058040301,8.184845133,7.903274477,7.987700078,7.823392901,7.32483062,7.943862946,8.1654193,7.486640006,7.976268625,7.094858121,7.739137495,7.739183423,8.013802227,7.158646554,7.602510613,7.965203786,8.220463209,8.280220591,7.243144959,7.403598936,7.479929755,7.316715536,6.606579303,6.519983974,6.705696033,6.926033258,7.303058187,7.03009159,6.521763137,6.301434648,6.20152085,8.612552738,8.596186814,8.716321672,8.880937241,7.330994489,7.315502804,7.235794166,7.819639733,7.885992999,8.70406846,8.547459137,8.619147761,7.025448209,6.989200869,7.068638111,6.351112289,6.417278423,6.332082067,6.268123681,8.546714829,8.478102583,8.582678108,8.244379999,8.630307406,8.780514438,8.677856289,8.478651204,8.264633715,8.441792274,7.145109023,7.056119533,6.986705818,6.923647115,7.010505212,7.19280407,7.132263859,7.056782814,7.717797004,7.629512206,7.66216293,9.110409384,9.198049477
Bco2,1.95011222,1.625343683,1.645137256,1.551086503,1.719129122,1.690615314,2.014770111,1.899209978,1.349897863,1.376927845,1.52096487,2.388769994,1.907876044,1.760069726,2.01037308,1.743180733,1.588889719,1.878876758,2.112431262,2.213006967,4.049911736,4.595649851,3.273929608,4.065107236,2.655925502,3.513518209,3.126512313,3.276618122,3.380852952,2.128391617,3.36929636,2.856421445,4.144253596,3.838531341,3.49407859,2.292820175,1.983309644,2.726816236,1.991276942,2.047865836,2.004667006,1.814396173,2.576362439,2.677116906,2.568435658,2.795853026,1.483152171,2.382889383,3.600656065,3.386833023,3.250310874,-0.753608399,0.416432787,0.159690644,-0.268806796,2.013906819,1.974884146,1.711269368,1.035554939,0.768221358,1.182974557,0.99464709,1.444322327,2.650740228,2.207460402,2.020090296,2.910683702,2.874634642,2.685238936,3.297041808,0.04518985,0.991254524,-0.082750627,-0.083988681,0.392098956,0.084992979,-0.101096694,0.585045232,0.561093804,0.771214147,2.380566934,2.683973641,2.788424982,2.981458937,2.705530987,2.59805048,2.666735272,2.460948863,2.73208428,2.251811801,2.486302179,0.730636778,0.452946558
Bcor,5.230581531,5.184822323,5.124560883,5.078473311,5.079035595,5.06231972,5.247332534,5.161866392,5.102290693,5.184582571,5.127798887,4.791690481,5.02795062,4.926877437,5.030975436,4.993800017,4.89120229,5.1174978,5.025753125,4.946670906,3.806937861,2.109135239,2.251309634,3.573608259,3.398802837,2.871754916,3.335148054,2.612495551,1.661081687,3.130105952,2.799493086,4.235202624,4.090567378,2.043931547,4.097530549,5.026157282,5.067907748,5.25749208,5.379613334,5.467608326,5.426962944,5.627954767,4.475775375,4.263984657,4.400279655,4.871141485,5.182809406,4.970988355,3.613073793,3.845731585,4.274020818,5.349421827,5.206446985,4.859413449,5.430487941,4.694456233,4.848080006,4.696809618,5.974021511,6.01306224,4.359502332,4.159063365,3.785702042,5.582334437,5.354273174,5.40785456,4.055623944,4.020970578,4.230754008,4.202927032,5.27969183,5.173279196,4.994141489,5.155099172,4.952969035,4.808139007,4.706681856,4.824729189,4.925280181,4.943382109,5.506471792,5.580461163,5.585422182,5.559623826,5.5636327,5.480281642,5.581032298,5.561622814,5.477425881,5.426452058,5.546849072,3.452174886,4.716241866
Bcorl1,4.451533867,4.452663533,4.457783182,4.368747471,4.331742904,4.499311348,4.553941723,4.505798168,4.345227185,4.555603937,4.353036848,4.301303818,4.43979915,4.460610958,4.417116177,4.43307143,4.407530969,4.32107315,4.493487813,4.128096799,2.869940324,2.746875823,-1.892603465,1.939705857,2.091982814,1.070745365,1.125417223,0.949337875,0.929453713,1.29281887,-0.047509832,3.258738401,-1.025665961,1.546132529,2.729525229,4.011130652,3.971285243,4.080166164,4.750075318,4.821906995,4.893698967,4.705715115,4.029243412,4.050632551,4.012398082,4.564155829,4.299317648,4.221233786,2.693132729,2.843748264,2.866718626,5.344107174,5.212253473,5.055196874,5.141536679,4.43081227,4.506831607,4.225279916,6.139222939,6.210199877,5.174973263,5.115282862,5.563921807,5.267002799,5.238588299,5.101732922,4.106085795,4.174361706,4.172981487,4.294782144,4.65456225,4.654452274,4.531213506,4.605572671,4.642870568,4.896236109,4.781012785,4.59402014,4.478593024,4.72679734,4.65921181,4.653536136,4.714538707,4.751779307,4.771042748,4.906514772,4.899959933,4.806520844,5.16424073,5.103185404,5.427724074,5.621276876,5.987738804
Bcr,7.248286929,7.197390114,7.072222616,6.729503607,6.967543563,7.056873465,7.135718305,7.187905233,6.959040053,7.169514286,7.126173272,6.721747167,6.979308051,6.775003525,7.31177161,7.157029914,7.023309374,7.14151659,7.05528583,6.947042251,4.594433403,4.518986165,4.777692531,3.988445573,5.138544986,3.100592403,3.461283252,3.202149258,3.339616709,3.065321668,3.716292336,4.848789159,2.325561866,4.716606925,5.411208551,6.784548669,6.389349257,7.182077432,7.296039415,7.46952343,7.494982544,7.366912134,6.617883006,6.588323898,6.594315812,7.443954181,8.011943936,7.322609822,4.309465377,4.285812667,4.748158547,6.688363469,6.502677025,6.612272053,6.425785053,7.393228647,7.254422668,7.377800371,7.943598277,7.926445523,6.72018245,6.781587467,7.175021496,8.397584793,8.367373345,8.180717887,7.051352042,7.034115818,7.042881053,7.094027485,6.34166992,6.281352988,6.291327578,6.388018744,6.388778509,6.279668201,6.388383905,6.44932003,6.659351286,6.585974122,7.370049579,7.388703074,7.353158703,7.599666973,7.541151495,7.518288415,7.824977006,7.582586915,9.223005795,8.87663145,9.483796939,7.079548525,6.953195302
Bcs1l,4.453684277,4.667859325,4.499760336,4.472767262,4.348670515,4.480449381,4.538901277,4.519134374,4.330684253,4.172068166,4.28548804,4.61406086,4.315713088,4.128049183,4.233427932,4.267642677,4.282011891,4.291541393,4.330441854,4.310129704,5.588543068,6.361184375,5.387886479,6.120577617,5.515832042,5.380682387,5.845639992,4.922650991,5.377570925,4.816065233,5.195111508,5.930316093,6.20996922,5.450931073,5.227089683,4.182286426,4.139744124,4.197385384,4.05565039,3.997884647,4.05487444,4.194535214,5.38792344,5.204802531,5.18926596,4.189856557,4.150356362,3.856492704,5.690431539,5.517449291,5.531071929,4.327810158,4.122373718,4.169438109,4.180540646,4.417502022,4.318518392,4.545493072,4.556021216,4.586622038,4.833103462,4.586706534,4.72126319,4.399631682,4.295710909,4.308229384,3.966003646,3.917850761,3.928585176,3.921542235,3.809951143,3.724954243,3.814167905,3.77175364,3.817353222,3.819114544,3.449640015,3.687576571,3.853008698,3.745408696,4.611805896,4.825936997,4.757375686,4.60175877,4.516175356,4.605300278,4.535181799,4.667483456,4.543918921,4.495628001,4.610047919,4.631000435,5.009408313
Bdh1,6.510989541,6.274330311,6.53336362,6.397872942,6.209379581,6.150794941,6.223596915,6.064808076,6.188277139,6.12784258,6.173916916,6.273355882,5.953697114,5.915543337,5.867858088,5.662683634,5.763595651,5.615809411,5.726052412,5.688801837,5.270490701,5.174637271,5.046816967,5.582647243,5.590000223,5.271789393,5.849287909,5.507272563,5.548882642,5.596680866,5.397163469,5.966593142,5.587676183,6.063562586,6.565250826,5.822297023,6.01568471,5.593185595,5.691235311,5.588222615,5.53771558,5.620363714,5.993231032,6.039159322,5.950454899,6.490149122,6.413049266,5.715020537,6.879370867,6.904448676,6.640392862,5.556610646,5.285685209,5.500055545,5.582930099,5.590218325,5.631776564,5.823556202,6.652298737,6.562402834,6.79117122,6.725967968,6.748302517,5.524196713,5.932272269,5.855428714,5.144516718,5.074214478,5.138548647,5.128916072,6.463773991,6.28962318,6.312729141,6.462363394,5.839816887,6.040810269,5.765088546,5.837538579,5.679562866,5.89699299,6.032388668,6.019106264,6.058527259,5.756075919,5.808483263,5.905409377,5.843704789,5.860501967,5.673923867,5.754518294,5.594206173,6.749388934,6.768241658
Bdh2,1.782307733,2.199986866,1.989572115,2.037598944,1.867448165,2.489236406,2.825033079,2.344936017,1.976435236,2.076944888,1.956989549,2.584760523,2.196290191,1.777675,2.323954331,2.215325411,2.133406947,2.473940521,2.098272534,2.64939719,-2.802069124,1.590197639,1.500844017,3.830973594,-1.508567485,2.796340637,3.929435675,4.21315942,3.716169682,3.303033806,4.09085035,1.84070723,-2.802069124,2.985289778,3.337514015,2.143756153,1.869918697,1.935380062,-0.007159784,-1.070932428,0.191540637,-0.019145358,1.984265505,2.090755801,1.730762554,1.580954568,0.837214159,1.947523537,0.484501824,0.556006166,1.192569286,-0.753608399,-0.436348865,-0.335531313,-2.802069124,1.425067589,1.151550767,1.608114648,3.64219245,3.733797506,1.737243499,2.105714097,1.596763444,1.715950009,1.858490682,2.418582263,1.985041986,1.980051619,2.293441113,2.35016296,0.326454872,0.772678247,-0.082750627,0.543765692,0.128463412,0.425383099,0.257378582,1.063473637,0.784131337,1.019621762,1.050314131,1.042773288,0.719662744,1.277452711,0.206656746,0.528639101,0.549087283,0.399120019,1.071380875,1.482265409,0.282006674,1.483552024,-0.403337098
Bdkrb1,-0.816881199,-1.142283178,-1.311527474,-2.03435946,-1.18292867,-1.784555429,-0.86407043,-1.188504627,-0.756634082,-1.50911051,-1.017636742,-1.922999204,-1.111607679,-1.347759418,-1.090999683,-0.890508706,-1.354920096,-1.074786523,-1.18772518,-0.294710923,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,0.490739008,0.052671672,0.351135587,0.240483104,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.107612965,-1.444046386,-2.802069124,-2.802069124,-2.802069124,-1.596757552,-2.802069124,-1.066743437,-1.666217287,-2.802069124,-1.945423883,-0.362890617,-1.92055185,-0.751043587,-2.802069124,-0.838005496,-1.769581786,-0.760975369,-1.095614198,-1.258317481,-1.860254407,-1.167968492,-2.265757972,-1.539234897,-0.664711103,-2.802069124,-2.802069124,-2.802069124,-1.784066268,-2.05487657,-2.802069124,-1.183992629,-0.373165334,-0.889094133,-0.663338248,-2.802069124,-1.970462092,-2.286394204,-1.956367764,-2.802069124,-2.802069124,-2.802069124,-1.398474169,-1.186449655,-2.446409557,-1.704924132,-2.221796822,-2.450517524,-2.462804692,-2.275466093,-2.802069124,-2.481555988,-2.205303032,-2.173293297,-1.762005371,-2.802069124,-2.802069124,-2.802069124
Bdkrb2,-0.389314611,-0.465948367,-0.525235386,-1.401904078,-0.12693272,-0.017469695,-0.575172653,0.209264774,-0.123350427,0.559968997,0.257024293,-0.208682996,0.259893215,-0.164977707,1.013065364,0.525588011,1.24583406,1.342859399,0.840256367,1.244216331,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.911526144,1.518744588,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-0.808552435,-0.167215491,-0.162786894,0.836638442,0.493006302,0.870677044,1.017844754,1.118430486,0.814754924,0.831306046,-0.649562418,4.371418629,-0.255287485,-0.005284351,-0.002246533,0.121702076,1.345951157,2.157572055,1.690040411,2.346836624,0.002424273,-0.706888879,0.83966409,-1.170033376,-1.198124157,-2.802069124,-2.802069124,-2.802069124,-0.016643422,-0.087517849,1.307054156,3.367046102,3.109506857,3.05335894,2.833097093,-1.452092731,-1.970462092,-1.359178044,-1.956367764,-0.32030801,-1.49383937,-0.444010389,-0.232383606,0.65448548,-0.081482286,0.363869204,-0.725388873,0.074976022,-1.160111049,-0.254652236,-0.998103435,-0.223011464,-0.381251618,-0.705296428,-0.570294263,-0.664555497,-0.490298693,-2.802069124
Bdnf,4.455831486,4.744855061,4.863515924,5.191492379,4.869230817,4.999119123,4.956122214,4.860368056,4.821516014,4.698791124,4.372157203,4.870948681,4.583179853,4.466050501,3.647711837,4.149687387,4.220389416,4.23906336,4.354467545,4.319262362,7.858979278,2.80184224,5.657555464,3.499940543,6.374320191,6.879681066,7.439540108,5.464107351,6.426626059,5.761153962,4.973905592,7.673683652,7.244941114,7.433155066,7.368131988,5.628616428,5.358045882,5.42252265,4.676479255,4.745252755,5.399494175,4.861941016,3.819853926,3.992518861,3.940465779,6.09133539,6.513431521,5.759923457,5.666481941,5.421697447,5.631515474,5.365249315,5.307547715,5.294705369,5.364695338,5.901162309,5.929456211,5.993258077,2.339193697,2.69599761,7.152812827,7.429852399,7.294110681,4.014753075,3.509675417,3.615432013,3.836779779,3.93153526,3.53212015,4.018898926,4.779408548,4.64481425,4.980129935,4.607264946,4.976594707,5.262575226,5.311866228,4.437873041,4.298619292,4.450853388,5.363814999,5.14242403,5.196156645,5.217430526,5.235075807,5.424638928,5.510536523,5.390281211,2.128556066,3.759931901,1.748844058,7.940952119,7.390822502
Bdp1,5.129288451,4.957484079,5.210490421,5.138841811,5.097930413,5.398791524,5.219303989,5.151627183,5.199939632,5.069579268,5.164297392,4.736324386,5.231764757,5.432479336,5.113685564,5.423442285,5.209324049,5.330483707,5.320725707,5.025044068,5.39674094,4.890097152,4.351881053,5.060886813,4.065920985,4.815015725,5.321444898,4.416223214,4.55715427,3.374298027,4.732999778,4.988919164,5.40349938,4.199962155,4.284993937,6.488215487,6.582810827,6.799653194,5.570846095,5.557982891,5.616911476,5.575922618,3.74753327,3.665343516,3.843875829,5.599234982,5.577095566,5.629616346,4.308912312,4.307916249,4.312988231,6.694641011,6.670240758,6.686884684,6.768739898,5.148354116,5.292501257,5.150626998,6.455211814,6.634953938,6.395103193,6.561527306,6.1051469,5.058517565,5.035321751,4.235176887,4.89035954,4.897049317,4.980446066,4.910133675,6.66821682,6.67929605,6.711652763,6.303383925,6.733924008,6.859804183,6.845493299,6.723441122,6.416858165,6.450370219,5.605634929,5.555633757,5.557818544,5.538541213,5.747031108,5.763396936,5.686716872,5.770180815,5.770234757,5.839014726,5.953232116,7.429596941,7.366030336
Bean1,4.192965786,4.623238925,4.392434536,4.046977683,4.352871565,4.335785805,4.286177165,4.511147453,4.110004183,4.487693424,4.235652223,4.096691634,4.074490048,4.305409453,4.145349788,4.264943438,4.407530969,4.26139247,4.284285974,3.970854477,3.387631972,5.023270399,4.336974443,3.300756564,4.515104072,2.664706144,2.565223071,2.842359043,3.092532287,3.998429736,2.608873017,4.90595082,4.997401797,4.944034047,4.466083251,3.028635312,3.126961738,3.021437767,4.045056193,4.015795039,3.95390522,3.836646033,3.9671168,3.981671802,4.139061588,3.653389968,3.457178914,3.507816452,2.556500044,2.612304249,3.329651881,2.720192589,3.158464845,3.128309655,3.019385678,3.011880833,3.582001393,3.16280154,3.318608028,3.765168319,4.432375751,4.577424569,4.148464208,3.616995656,4.109863273,4.332277632,3.982542941,4.160646654,4.084859734,4.066547632,3.455651118,3.493962961,3.382879365,3.581700894,3.202027352,3.230657065,3.332121834,3.177988182,3.197145331,3.15737476,3.941871437,3.97510526,4.060129735,4.059929158,4.365176346,4.203939406,4.185251331,4.142660307,2.43054982,3.121127521,1.980352041,3.525230162,4.611654666
Becn1,6.504780815,6.512538203,6.5379037,6.56477744,6.539298616,6.566409316,6.482637139,6.538128531,6.573255321,6.484786986,6.492466214,6.493547869,6.342950821,6.349233885,6.282177684,6.302973588,6.326457658,6.348264334,6.330301291,6.257063631,7.919830195,8.525889569,8.30396621,8.217358727,8.100307447,8.63764258,8.416374448,7.887759796,8.2865505,7.501275416,7.858524219,8.082183194,9.228227152,8.39694754,8.080301797,6.860831677,6.706661512,6.807577192,6.552864186,6.437854255,6.468941478,6.513556852,7.770759154,7.829210171,7.721567482,6.958424596,6.972742248,6.558495964,6.678974634,6.56718476,6.534744244,5.986555333,6.072527043,6.066127635,5.99067037,6.30030503,6.303393236,6.408397576,6.20152785,6.234685779,7.298005388,7.238483296,7.301063807,6.598342946,6.433911242,6.472886464,4.773110621,4.806266883,4.668099779,4.793207663,6.838178389,6.76631611,6.941617454,6.920687313,6.892254239,6.867670911,6.830570286,6.805615538,6.689315508,6.847344402,7.04014923,7.067236293,7.130104242,7.152878367,7.002354451,7.049472886,7.074638486,7.065512249,6.892414786,6.917124348,7.04506394,7.277550966,7.047537431
Begain,7.873722389,8.359578077,7.98801318,7.395783145,8.015067735,7.704145171,7.926880844,7.958153049,7.666677739,8.092372783,7.861902465,7.45858669,7.449737545,7.318197793,7.512527374,7.536606479,7.487505585,7.664877992,7.244755442,7.331762924,6.991219626,7.10353824,6.818912616,6.393637683,6.460017551,6.638525249,5.302054835,5.905612881,6.330673564,6.107674909,5.968022656,7.739183423,7.127331268,7.396372567,7.520212248,5.682158676,4.978418641,5.290536039,7.765686494,7.724942469,7.397417076,7.632381858,7.372874992,7.512325663,7.355329825,7.764005928,7.679462973,7.646183348,4.382103911,5.300588453,6.277193513,4.272930038,4.678420059,3.88248387,3.562669008,7.380708986,7.414628026,7.55812745,5.176585452,5.283295397,6.03453616,5.970586153,5.840806016,7.373074837,7.031870719,7.313670597,7.282859121,7.191595508,7.27879991,7.274028674,3.554416408,3.35900896,3.321970463,3.313850566,4.263889627,3.314906289,3.74673341,3.61996873,4.265696855,3.697179474,7.655073889,7.804501339,8.046083447,7.934274823,8.053922605,7.948681036,7.947194095,7.959679268,6.657417473,6.800433248,6.799491896,6.095142203,5.959606247
Bend3,3.278897916,3.367856265,3.359573452,3.076766489,3.06050577,2.960019446,2.791583871,3.10143036,3.073843594,3.248073743,3.198432563,2.872380901,3.188784517,3.183410975,3.17446487,3.296959169,3.138897236,3.488711112,3.165034207,3.087389451,2.794094616,-0.835275573,0.726526705,1.614107994,-1.347120809,-1.60044392,-0.369085777,-0.974183282,0.79645149,0.039292032,0.503024527,3.394275883,1.447343024,-0.178042139,1.988139939,3.137787711,2.300218347,2.105010272,3.864028033,3.691128049,3.845334152,3.439427097,1.695618269,1.708661492,1.855374004,2.939418497,3.597786517,0.069249921,0.647417107,0.468637513,0.781820508,3.490170526,3.317756685,3.128309655,2.944155282,3.749216291,3.406147357,3.564200354,5.05557017,4.88676303,1.182974557,1.466286651,1.080500018,3.011147613,3.105579316,3.217353033,3.584952756,3.276412425,3.906216471,4.011495937,2.813272595,3.024381871,2.67028683,2.96895925,2.650812853,2.385104692,2.468449993,3.050259384,3.024216254,2.871575156,2.614051642,2.413011219,2.658850772,2.556602185,2.901193989,2.928598207,2.877480665,2.786906172,2.43054982,2.66746067,1.980352041,1.155663454,1.586293288
Bend4,4.265756757,4.457755066,4.416740761,4.095958588,4.155372108,4.387324886,4.622128794,4.500428974,4.089419226,4.338494991,4.238631883,3.605945038,4.069009605,4.032294722,3.915286136,4.089937745,4.049113621,4.411207444,4.111777173,3.990043894,1.938788257,2.364156389,2.251309634,4.313565175,2.200460971,0.667151737,0.632970606,2.072489842,1.433640992,1.894813062,0.6821283,2.522248364,1.15716891,1.925885525,2.884707304,4.240554334,3.819220274,4.074339514,3.585671664,3.376898444,4.087019314,3.610109288,2.496461843,2.163495311,2.347751078,3.44972189,3.668180158,3.526837156,3.512795103,3.456929319,3.526919241,4.144300399,4.583050919,3.766852608,3.528739284,3.600100102,3.679576571,3.46647511,5.19250813,5.254110045,2.666146271,1.82113982,2.363920296,4.011469759,3.81306508,3.913204657,4.320596753,4.652118003,4.547774501,4.467670597,3.073298439,2.973955845,2.684182065,2.915324866,3.258186786,2.667393542,3.130272561,2.864102326,3.125555123,2.631395674,3.270632534,3.343884015,3.010080648,3.176036525,3.575739433,3.771348818,3.816622963,3.594577642,3.839934654,4.109190937,4.080097758,3.051689996,1.854192929
Bend5,3.498936889,3.516770442,3.590784147,3.584542714,3.602315497,3.489686297,3.340767831,3.720510224,3.386637965,3.643323912,3.465866386,3.562527031,3.337504648,3.315833596,3.496152437,3.539606787,3.500753985,3.649726381,3.591244084,3.55248353,3.953593859,3.922081949,4.30055733,5.629902266,4.403220799,4.064576442,3.863623856,3.227401733,3.921749194,3.482462158,3.475154963,4.789268897,5.891640197,3.924593831,3.523451215,3.318686937,3.375696327,3.224487894,3.821207134,3.885485545,3.229655807,3.555428565,3.781489376,3.887141106,3.646135802,3.123886844,3.275835776,2.903091675,4.689507773,4.740433097,4.755738241,1.065048768,1.055993642,0.820614658,0.463941624,3.523480971,3.355077724,3.50390208,2.779548612,3.233369356,4.740477778,4.48116458,4.278157259,3.043656469,2.697448921,3.174762536,2.778766333,2.728326947,2.466082914,2.794586806,0.448882976,0.724688275,0.751484318,0.363261126,0.978062797,0.265203815,1.081160801,0.120585448,1.58723414,0.428612421,3.401287197,3.545930524,3.777544351,3.303703628,3.443781396,3.545185004,3.395509657,3.412486204,2.570279764,3.170500239,2.652119546,4.351892986,4.953447469
Bend6,7.562115832,7.464432818,7.637763016,7.766399934,7.570787862,7.701856956,7.707915706,7.61857752,7.693636656,7.571420903,7.637603819,8.27937929,7.901373348,8.0645395,7.661107085,7.746113436,8.050113085,7.539154225,7.752798719,7.66056282,8.251685929,8.924211988,8.787425237,9.369775087,7.993164117,8.431505286,8.184075764,7.934510335,8.385564014,7.709042874,8.119817632,8.62778161,9.263761024,8.419354672,8.225883161,7.583481128,8.201180511,7.941994813,7.908775435,7.71903286,7.609603374,7.663185812,8.2381446,8.149458303,8.17787156,7.090433164,6.74896803,7.387263607,8.261176855,8.345526391,8.357981029,6.995131534,7.136580373,7.030964068,7.410676392,7.194269979,7.169299151,7.282307896,6.105981031,6.142132921,8.600489288,8.57220246,8.781576302,7.328584798,6.94454689,7.505161804,7.021313535,7.081606742,6.967531778,7.055203894,9.141740417,9.06279631,9.047033146,8.940451752,9.24597576,9.262164119,9.300672688,9.223094882,9.080633955,9.281109159,7.461405821,7.669401953,7.780309208,7.696433556,7.722945206,7.560850255,7.553887187,7.596616733,6.924395916,7.390648547,6.705580027,7.864417206,8.494377179
