Gene,GSM4751074,GSM4751075,GSM4751076,GSM4751077,GSM4751078,GSM4751079,GSM4751080,GSM4751081,GSM4751082,GSM4751083,GSM4751084,GSM4751085,GSM4751086,GSM4751087,GSM4751088,GSM4751089,GSM4751090,GSM4751091,GSM4751092,GSM4751093,GSM4913330,GSM4913331,GSM4913332,GSM4913333,GSM4913334,GSM4913335,GSM4913336,GSM4913337,GSM4913338,GSM4913339,GSM4913340,GSM4913341,GSM4913342,GSM4913343,GSM4913344,GSM4960153,GSM4960154,GSM4960155,GSM6435238,GSM6435239,GSM6435240,GSM6435241,GSM6506766,GSM6506768,GSM6506769,GSM6614483,GSM6614484,GSM6614485,GSM6753921,GSM6753922,GSM6753923,GSM6845651,GSM6845652,GSM6845653,GSM6845654,GSM6964918,GSM6964919,GSM6964920,GSM7012039,GSM7012040,GSM7083658,GSM7083659,GSM7083660,GSM7102172,GSM7102173,GSM7102174,GSM7300216,GSM7300217,GSM7300218,GSM7300219,GSM7329492,GSM7329493,GSM7329494,GSM7329495,GSM7329500,GSM7329501,GSM7329502,GSM7329506,GSM7329507,GSM7329508,GSM7427996,GSM7427997,GSM7427998,GSM7427999,GSM7428004,GSM7428005,GSM7428006,GSM7428007,GSM7509810,GSM7509811,GSM7509812,GSM7994873,GSM7994882
Ogfod1,7.417578866,7.528140987,7.40465536,7.422008104,7.406959782,7.721066534,7.555898026,7.566539093,7.394438052,7.609401473,7.519153157,7.201040453,7.371478594,7.483208357,7.478203167,7.689616834,7.606171316,7.690303358,7.801403263,7.505509633,5.504351871,5.787954454,5.606261423,4.592420477,5.109274991,4.953804657,4.897011959,4.669834043,4.749343366,4.925968773,4.753182541,4.50206588,4.226966676,4.482782964,4.546974071,7.270438501,7.275740301,7.400972436,7.299943331,7.336299972,7.476394723,7.352665767,6.81338569,6.720931518,6.776134858,7.137650211,7.180826905,7.201173401,7.569217492,7.420047648,7.389531478,6.753955871,6.816545279,6.609877075,6.64156364,7.397754448,7.314287974,7.297189022,5.828765617,5.807438931,6.786545777,6.738514486,6.688046907,7.30380277,7.04765816,7.550873093,7.068912046,7.1811144,7.101448355,7.103240568,6.958355992,6.788369743,6.820243127,6.748890448,7.237774306,6.902124309,7.182978261,6.900557608,7.12932422,7.027912103,7.217520498,7.14600154,7.097132799,7.109059426,7.163584307,7.393417623,7.431341259,7.290676604,6.736902072,6.954601525,6.856441072,6.736627435,6.847139924
Ogfod2,4.657728441,4.611864809,4.839198078,4.749816246,4.824553764,4.652507489,4.751711197,4.826440581,4.726952004,4.710296893,4.764163682,5.16186583,4.725831444,4.646958758,4.702521277,4.70011492,4.640172387,4.611355351,4.549197736,4.574479432,5.932217279,6.139058814,5.493828577,5.489093533,5.477267292,5.468327749,5.406438399,5.263574319,5.349654109,4.940491522,4.393088192,6.275260247,5.477763641,5.279306447,5.749358327,4.756331098,4.649565959,4.556253732,4.350561832,4.333974079,4.242569282,4.558570073,5.057666669,5.391169989,5.432774904,3.875338039,4.138597886,3.958082061,5.945137712,5.889413153,5.864419153,4.996604591,4.931685501,4.990388967,4.850213049,4.666598497,4.803752922,4.830481398,3.347339649,3.140729235,5.60618494,5.654787659,5.782380734,3.857237784,3.792953833,3.723940622,3.239024435,3.259109922,3.260863525,3.131806421,3.665911221,3.35900896,3.814167905,3.75353057,3.684300783,3.601560684,3.360103452,3.549036197,3.623956804,3.661062463,4.791042028,4.683738548,4.620214861,4.722997308,4.828297471,4.728838192,4.532960626,4.812190309,4.46425521,4.353221522,4.604276452,5.83271284,6.010770674
Ogfr,5.905329489,5.702905035,5.89812706,5.849572699,5.653892624,5.572492029,5.57310111,5.565637634,5.711861886,5.539636411,5.427153871,5.875317279,5.46871307,5.493680287,5.40488389,5.308870757,5.403854953,5.199288752,5.278968085,5.361995876,5.436483098,5.138792078,5.133911653,5.276466359,5.09704788,4.815015725,4.990274905,5.10911584,4.582625373,5.05001959,5.037824508,5.944676773,4.127946521,5.001443453,5.605700131,5.569767072,5.457070013,5.474326252,4.978810233,5.082022855,4.896724772,5.104330078,5.665846096,5.542373309,5.576705016,5.638484352,6.204417258,5.644496401,5.09508683,5.169439183,5.09663812,5.709093199,5.432191022,5.535820313,5.623681829,5.032355704,5.28259666,5.114788128,5.23924815,5.437293996,4.620856277,4.471175683,4.618136217,5.507396102,5.73293751,5.42891731,6.659967862,6.627452444,6.703815676,6.662996387,5.10682056,5.113972498,5.075467965,5.40709731,4.88325376,5.051642693,4.774096371,4.836691141,4.828403411,4.887818957,5.674622806,5.704471595,5.789076936,5.784211822,5.664096773,5.496979512,5.569158373,5.668625863,5.723952176,5.756540594,5.84727196,5.074019689,4.749484643
Ogfrl1,7.198826101,6.748955961,7.359772807,7.889792014,7.344777552,7.331735829,7.366563585,7.372994444,7.691361792,7.189793771,7.275451405,7.847267235,7.526220362,7.530054851,7.158047978,7.472831926,7.5869265,7.210563608,7.688390958,6.889956161,7.934413626,7.956025203,7.20654582,7.268624124,7.549123901,8.698782336,8.629723012,7.598227285,7.815844066,7.489595426,6.620781449,7.899565891,8.049683935,7.523748592,7.768105628,7.221161734,7.266668557,7.187485593,7.815626027,7.761670715,7.79414058,7.704607352,7.281536736,7.19140552,7.248349481,8.206276408,7.295400375,8.066822827,5.149065216,5.413863698,6.251296566,7.67153479,7.800289243,7.967014583,8.178038115,8.02205857,8.087879633,8.103641609,5.617970039,5.804925396,8.978016056,9.143877826,8.778092066,6.537724853,6.651966365,6.520106149,6.987325084,7.018272351,6.913167832,6.953742107,9.070071162,8.938629643,8.978208328,8.757864538,9.093412493,9.077973863,9.150209251,8.854916894,8.684528415,8.834514458,7.386763072,7.274932051,7.35942884,7.323840381,7.393153082,7.472323232,7.542062923,7.470535829,7.675863643,7.589798287,7.677360456,9.341624524,8.88371468
Ogg1,2.62027305,2.534730521,2.305785004,2.660331319,2.814657156,2.571748561,2.266815759,2.684968702,2.433759129,2.616412663,2.636790463,3.022347905,2.664408721,2.493859248,2.887153522,2.876595897,2.872445736,2.653506425,2.704910991,2.880844913,4.728541195,3.702787518,3.607810298,4.427987334,3.387373017,3.331828592,3.249398848,3.531028968,3.720765437,2.918998124,3.405452514,4.617384102,4.622847194,4.485766218,4.404267423,2.484121769,2.113560602,2.034738868,2.551324992,2.820093188,2.412408826,2.565029595,3.903732155,4.033094171,4.050948258,2.441768617,3.178131168,2.885515394,4.13707947,4.143758497,4.177272166,1.960210484,1.894180379,1.760832007,2.224997651,2.951594854,2.960806153,2.950291474,3.785556252,3.723187126,6.506177516,6.614672919,6.715369682,2.387540367,2.532583195,2.646668289,1.831486364,1.659072173,1.679265204,1.736979216,1.24151996,1.250462664,1.449334726,1.263458343,0.978062797,1.498109451,1.168146599,1.357188691,1.679001092,1.709303659,3.094214623,3.195261462,3.256936708,3.088487219,3.051647093,2.83975553,2.945861253,3.121213287,2.366258134,2.081581018,2.21051222,6.377537216,7.191566239
Ogn,2.910624343,2.798239912,0.765922493,2.833428619,2.796265072,3.953521285,3.194874771,2.296190836,3.494951846,2.947221997,0.862510402,3.733227335,3.618291503,3.491472596,2.000610391,1.226272054,3.398012383,2.029587623,2.233970222,3.713538007,-2.802069124,-2.802069124,-2.802069124,-2.802069124,1.743209326,1.622502499,3.673693357,4.478020711,3.596243378,4.323318714,3.811757403,4.687372066,-2.802069124,5.636863414,3.757762252,4.339088193,4.151923001,4.539434168,3.49517055,4.085292618,3.900640769,3.571264247,4.535599308,4.369774119,4.418880352,3.588643504,2.196275251,4.324850825,2.873460824,3.57957755,4.269019074,3.890911708,4.695102377,4.397611467,3.528739284,4.016763233,3.956832774,4.494756023,2.020329972,2.327030973,3.499585757,4.055905748,3.084721944,3.758851812,4.005368365,3.847976793,6.43670958,6.108239773,6.053708319,6.174371642,4.569400016,5.228094,5.144937274,5.28447957,4.36453582,5.233105859,4.887390472,4.692749675,4.962279941,4.636680818,3.083133477,2.635349612,3.23285351,2.346233863,2.589203641,1.93114699,2.419850337,2.319497693,1.712059178,1.888542696,1.194331878,2.760399179,2.148108296
Ogt,7.448099431,7.311118834,7.40410286,7.623374074,7.653152003,7.6223539,7.541821411,7.636432892,7.501215485,7.447651095,7.630532022,7.182836232,7.896933683,7.930291926,7.819250407,8.1102428,7.779437083,8.385958286,7.831404773,7.748264914,8.522980105,8.109337794,8.57612489,7.816990154,8.546003756,8.576616834,8.729754061,8.147303427,8.463895719,8.062914363,8.656249421,8.294052862,7.837306147,8.174195147,8.207055266,8.496982284,8.509942295,8.673494111,8.510878682,8.472726953,8.695446938,8.65851198,7.833104571,7.785755387,7.897906755,7.240221309,7.140127374,7.278400635,7.729012832,7.568309538,7.577493115,7.997709229,8.357695974,8.496698889,8.380649175,8.556536921,8.423348339,8.419412899,9.365664388,9.353547496,6.971116119,6.967160086,7.006599332,8.238005759,8.4380364,8.151131982,8.087396784,8.059433164,8.065527048,8.121157362,8.642638743,8.685636575,8.779567153,8.522559101,8.914292126,9.039606784,8.957997686,8.350763795,8.24693716,8.267527819,8.197848348,8.32895664,8.119137587,8.387981672,8.48585433,8.495175357,8.261134156,8.434246094,8.490738349,8.331883066,8.649443568,8.001946685,8.182768811
Oip5,-0.993111786,-1.142283178,-1.311527474,-1.535954551,-1.000370951,-1.19380196,-0.575172653,-1.334385851,-1.525984708,-0.949854231,-1.136139145,-1.107038348,-1.325905543,-1.202610157,-1.009822967,-1.212860707,-0.647170437,-1.074786523,-1.055216667,-0.627555714,2.498842983,-2.802069124,-0.222571598,-2.802069124,0.981467247,1.163700825,0.440031938,1.3217951,-0.453163836,1.359182168,2.129907185,1.273343554,1.220060916,1.061601368,1.658155596,0.399671074,0.056577346,0.042148709,0.308457834,0.559639106,1.179771396,-0.117259218,-0.47905429,1.143417755,0.711393907,-1.304149775,0.927449172,-0.204211194,1.810974818,0.497726821,0.30410701,-0.163360497,-0.760975369,-0.066775003,-0.047919094,-0.43911018,0.241783517,0.152851839,0.630578882,0.592823276,0.469019116,0.460678823,-0.149428691,-0.415646158,0.133301651,0.082869067,0.995363865,0.844786613,0.997716005,0.139005667,-0.407014897,-0.399301508,-0.652386233,-0.484275646,-1.788382301,-0.81921247,-0.728340165,-1.189952567,-1.77901554,-0.589681671,-0.51706613,0.04375063,-0.097497508,-0.933732396,-0.772180495,-0.523803588,0.049802983,-0.604751147,0.481858317,-0.034466894,1.312310221,1.382315869,-0.058368944
Oit3,-2.506197628,-1.412627698,-2.507824145,-2.49850666,-2.530414022,-1.979689484,-1.91491727,-2.134321087,-2.802069124,-1.898891819,-2.802069124,-2.446229955,-2.511927953,-1.690924648,-2.551710384,-2.802069124,-2.483990016,-2.802069124,-2.802069124,-1.892423732,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.277553724,-2.802069124,-2.802069124,-2.802069124,-0.836696757,-2.802069124,-2.344991703,0.421012533,-1.523238282,-2.291839703,-1.288116431,-1.347282143,-2.802069124,-2.802069124,-2.133111868,-2.12640289,-1.792343384,-1.418858082,-2.802069124,-1.413473121,-1.532660199,-0.677641139,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.860254407,-1.537456665,-2.057572696,-2.036675677,-2.053684105,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.885978541,-2.30527178,-2.130611028,-2.324143386,-2.802069124,-2.802069124,-2.286394204,-2.802069124,-2.802069124,-2.22470075,-2.802069124,-2.802069124,-2.802069124,-1.540326396,-2.050532134,-2.802069124,-2.802069124,-1.759112741,-2.514872675,-2.802069124,-2.481555988,-2.205303032,-2.802069124,-1.163931768,-2.802069124,-0.936831285,-2.802069124
Ola1,6.469084224,6.263467706,6.435105659,6.766904917,6.439625565,6.531328984,6.448167748,6.379735274,6.548332487,6.336756975,6.462194557,6.780825599,6.462723209,6.418906486,6.559473161,6.551352981,6.395967054,6.312622404,6.586962072,6.341662167,7.883367071,6.597010006,7.347459257,7.200496892,7.299138003,7.72651619,7.960316722,6.694611278,7.288954659,6.891726078,6.686801114,7.618159116,7.793067617,6.982404504,7.57909729,6.861494929,6.803448062,6.92716158,6.744298576,6.622568151,6.78122198,6.727404671,7.609391665,7.587838119,7.611805147,6.764571647,6.622979162,6.583692526,7.048660365,6.946520809,6.929565165,4.989814033,4.980134478,4.767853603,5.078437704,7.05293519,7.012595367,7.124056803,5.62678618,5.856811317,8.213680803,8.15286158,8.116356561,6.285876519,6.200784346,6.255886271,5.651709816,5.654802792,5.512989858,5.667433914,7.469398183,7.413248044,7.525777786,7.277573907,7.35765158,7.312679603,7.450880392,7.4329492,7.229947171,7.484491447,6.805371438,6.869018316,6.839974885,6.78681072,6.705487646,6.686590927,6.69666349,6.674912635,7.026730194,7.045071917,6.844250624,8.332221084,8.119546319
Olfm1,8.646856842,8.495137421,8.744465872,9.018735748,8.619894249,8.486876967,8.597997758,8.677692075,8.872763973,8.550377874,8.512754979,9.210084046,9.005861272,8.405814767,8.321818284,8.595133405,8.529667141,8.385164147,8.647742908,8.082960944,11.07504265,9.348403909,9.428247729,9.347836183,10.72939231,10.18780229,9.903635833,9.665192105,9.378635555,10.14185452,8.773160152,11.91141686,11.0735223,11.38838743,12.09401564,9.128861393,8.912661808,8.994983573,10.2568744,10.23186121,10.37724345,10.2000977,10.37138896,10.38620355,10.28773022,10.54828824,10.0039494,10.13781557,9.569515766,9.554037397,9.734660112,8.099783656,7.923089903,7.866267614,8.368111938,10.29761521,10.45549609,10.42157653,8.291929502,8.230752623,10.8666396,10.68469747,10.77174453,8.823354382,8.727412494,8.366765473,7.574642511,7.631047608,7.548441234,7.596992196,9.280112891,9.255864195,9.384924534,9.351182229,9.116003037,9.158917503,9.148204621,9.210221804,9.004798122,9.255696191,9.870831949,9.777791201,9.700108667,9.762430517,9.785894071,9.877225722,9.855734925,9.867861419,8.070333123,8.873140715,8.005395472,11.10504886,11.06214596
Olfm2,6.827290232,7.197390114,6.895605809,6.5611909,6.869788193,6.845112049,6.932533966,6.924820552,6.631370061,7.029108973,6.903491294,6.686227072,6.402446348,6.49138297,6.413519581,6.634738423,6.677956972,6.584661875,6.481820081,6.399497332,6.063771563,6.067962245,6.125768534,5.877100109,6.705274391,5.050289076,4.894660203,4.712934651,5.360002207,5.831020687,4.914211005,7.206726014,7.073531827,8.137201527,7.778040861,6.066199018,5.945705095,6.07971618,7.449529642,7.308112715,6.870114462,7.393320319,7.831468184,7.661426072,7.729319884,5.361907425,7.291954324,5.97878052,9.096419059,8.871103856,8.905855147,4.380678917,4.480928349,4.584854317,3.917602613,5.718765921,6.03056322,6.124538089,6.099661993,5.982246986,0.042164687,1.756810536,1.860454636,6.647819577,6.155034439,6.730678054,6.769557993,6.814341858,6.648061726,6.837939546,2.766947543,2.627613748,2.460238647,3.123582993,2.911152261,2.385104692,3.108443039,2.729437112,3.257929325,3.208318871,7.117201651,7.044528578,7.128473444,6.680154217,6.728872399,6.865213011,6.542896461,6.781831403,4.812729811,5.625467993,5.111072665,-2.802069124,-0.058368944
Olfm3,6.53200332,6.237798963,6.556419805,6.667473141,6.484830033,6.339902902,6.501508659,6.121867292,6.517203345,6.14659633,6.272431052,6.468283095,6.26120604,6.442552649,6.042156193,6.264979114,6.240665006,6.103742618,6.48386366,5.936405184,4.837807691,7.175547946,7.347459257,6.430708239,5.00282069,5.891663889,5.359460296,6.074284824,5.835115134,5.126635426,6.240262767,2.479848581,4.836114695,4.635652445,4.182844937,6.477006233,7.377133569,7.034590285,6.035627226,6.137396604,5.839225964,5.814147632,5.067477133,4.902751994,5.200603526,5.143237465,4.043436407,5.638387895,5.615880766,5.502587487,5.111448555,7.378477407,7.502720966,7.617188971,7.934172092,5.254468812,5.257533527,5.394870302,2.089990278,2.559515515,6.22776196,6.211632193,6.167348969,5.678628129,5.240817124,5.652515096,6.993776391,6.858733741,7.035424719,6.864442953,9.437317575,9.399021667,9.552420215,9.200560189,9.152206132,9.391323519,9.391456669,9.254087145,8.715673429,9.05776484,5.641013545,5.711329737,5.680860837,5.788186815,5.509649483,5.533857753,5.526254516,5.641283426,4.932274209,6.104943041,4.872630507,5.145275776,5.767435933
Olfm4,0.287372914,0.295362575,0.279614973,0.159824426,-0.27464465,0.035180372,0.051891061,-0.531287945,0.724172279,-0.638338262,0.391612759,0.552817626,0.851394049,0.340531163,0.735495341,0.6955836,-0.117984229,-0.125707642,-0.215414255,0.149482923,2.702231255,3.067121902,1.500844017,3.100601985,-2.802069124,5.129244108,4.429292029,3.075766563,5.056159082,4.022519402,1.750754912,-2.802069124,-2.802069124,-2.802069124,-2.802069124,1.349636646,0.421012533,0.59155081,-0.299472882,-0.430285246,1.139467011,-0.336103225,-0.185673255,-0.450503731,-0.813623141,1.370040323,2.872166484,0.751226966,-1.086279623,-0.48497195,-0.519400572,2.06729863,1.419415214,1.272183889,1.139635941,3.029486102,2.754142831,3.032270904,0.430284965,0.683186217,-1.640988398,-2.802069124,-2.802069124,1.649912764,0.302177085,0.341695581,1.356017305,1.45248112,1.704562482,0.467005228,0.941298955,0.39744615,0.853385265,-0.12835829,0.866871317,0.177910395,0.783470473,0.795795727,0.742197339,1.102754231,0.503407018,0.185586434,-0.440586503,0.632108301,1.027374517,0.242121401,0.835266732,0.930823778,-1.130771417,-0.570294263,-0.664555497,-1.586924871,-1.524402725
Olfml1,3.664044239,3.545750486,3.65905962,4.371090383,4.10893412,4.157277548,4.447895491,4.261081574,4.469909726,4.367852037,4.363993775,5.008528626,4.818561059,4.750886402,4.78303525,4.37917681,4.795230521,4.438410511,4.477167412,4.789072491,3.147536173,5.294473252,5.121786864,5.683358675,3.820307435,6.047164296,5.862585239,7.285309839,5.282852098,6.100417997,6.793947628,4.760039011,4.082127722,4.500590651,3.948494544,4.358012396,4.296070931,4.244846189,4.097265934,3.839295358,3.585175183,3.913196164,4.738728226,4.918633573,4.777870671,4.888232979,2.430322587,4.527311676,5.257250132,5.431177023,5.209121213,3.876258451,4.097491092,3.944622665,3.476299904,4.301531332,4.15984254,4.145954697,4.43408259,4.207180793,3.785763283,3.743737286,3.563165539,3.523281803,3.407561758,3.570646573,3.558298978,3.877919992,3.589826718,3.95572495,3.739728069,3.597517815,3.295058317,3.75353057,3.787132689,3.550345062,3.651823875,3.884812343,3.948300158,3.345494203,3.923350899,4.013661728,4.087247327,4.212664639,4.033565261,3.512710111,4.011084008,4.014100042,4.582159689,4.189226671,4.176597112,3.265784624,3.157978996
Olfml2a,1.37361314,1.452483908,1.328511225,0.666526537,0.989317958,1.296782167,0.35640763,1.301114735,1.714944541,1.399847325,1.264499294,0.702551326,1.806136413,1.958354759,1.460384667,1.110762262,1.986632851,0.961587402,1.19983465,1.755605316,1.494478687,-2.802069124,0.689452157,0.458744997,0.341422791,-2.802069124,0.387477518,-2.802069124,-2.802069124,1.124956824,0.871286368,2.465433813,-2.802069124,1.499663379,-2.802069124,2.677313348,2.596002591,2.519458007,3.202819267,3.534291313,2.809160014,3.235906724,1.637681825,2.117485965,2.497581975,1.523772866,1.358937496,2.585159806,1.748891393,2.074380009,2.45782887,3.509290382,4.285480899,4.156368183,2.918180716,3.058359055,2.180879486,3.268065961,3.618815,3.635371997,-2.802069124,-2.802069124,-2.802069124,2.832898625,3.239411011,2.912983961,4.46286719,4.315988368,4.457198755,4.828859436,1.207235543,1.917068635,1.632480024,2.470878981,1.838783711,2.461021561,2.008038172,1.628885154,2.242267666,1.655248237,1.999487737,1.506451502,2.347333224,0.948562671,1.562764702,0.495785321,1.863546149,1.498038599,0.959620922,0.729397829,0.029819356,-2.802069124,-2.802069124
Olfml2b,2.175299118,2.259510356,2.370565407,3.138580832,2.309174962,2.411708001,2.302875577,2.415098258,3.275614144,2.371748662,2.3141422,2.807738599,3.011569986,2.42849272,2.33952787,2.535054175,2.662833417,2.279784509,2.16771623,2.847566074,-2.802069124,-2.802069124,0.651399676,3.182576321,2.200460971,5.682436436,6.191486515,4.12184579,4.789271712,6.259458448,3.897673693,1.459414205,3.319214666,2.043931547,-2.802069124,3.624008505,3.396318542,2.934053024,3.164179451,2.949971802,2.834628092,3.056274656,3.026585706,3.452860996,3.489376628,5.551754341,5.035882993,5.020141043,3.024678304,3.515952597,2.591363396,0.25431246,1.894180379,1.063995487,0.31264225,4.974452691,5.109916901,4.685995328,2.881290828,2.559515515,4.201686338,4.301163523,4.417765263,1.771352554,2.442500862,2.264636761,4.549489253,4.762259862,4.40723895,4.752090992,1.573023438,1.070185033,1.312896398,1.080635938,1.081294352,1.461613149,0.837549075,0.403948886,1.942382317,1.761406647,4.093141747,3.545930524,3.343829019,3.320269248,3.840339754,4.092992403,4.039526759,3.887347387,2.981360992,2.596979653,2.629566608,6.079056536,3.428137301
Olfml3,4.218483121,4.131184358,3.985854898,4.078860458,4.093953414,4.058993571,4.076503959,3.954468819,4.137001721,3.991472648,3.971233902,4.232172238,4.475449515,4.332463721,4.160773302,3.869568427,4.276756682,3.957283453,4.20722037,4.416081615,5.198769452,5.041656245,5.004048887,4.556533776,5.026960705,5.220422146,5.059094767,5.326275715,4.585147923,5.005820581,4.876067575,6.046238794,4.446684856,5.736658684,6.167316109,4.839477379,4.268370581,4.552067189,4.648758052,4.641404999,4.458630034,4.590001728,4.477869058,5.077072629,5.095007455,4.994649172,5.991485258,4.7313051,3.357459794,3.345614954,3.370480079,4.192412156,4.401836672,4.49426847,3.930653557,4.632443239,4.515314609,4.766904612,3.181726712,2.629369899,4.173619885,3.870746611,3.832523842,3.537047994,3.531687946,2.952308751,4.008200563,3.878723769,4.019998253,4.150180851,2.143715591,2.307528206,2.233336942,2.37876958,2.057118602,2.284220976,2.518969176,2.716547848,2.915217635,2.224352927,4.518232298,4.582642041,4.6085637,4.39835267,4.467577443,4.362686281,4.508299327,4.478379842,5.004454566,5.106360396,4.726202623,3.804961028,3.746216779
Olig1,8.886076606,9.047348262,9.018164876,8.709529445,8.8487956,8.45069146,8.737649985,8.417580354,8.476076279,8.566452287,8.488397081,8.806677134,8.279344221,8.177438052,8.046339276,7.719497766,8.005538799,7.801384306,7.805221798,8.024834251,7.325385901,6.633832081,7.244983112,7.781556881,7.14053092,7.216706901,5.870983805,8.152050477,6.746383743,8.405446941,7.835282185,6.473757697,5.15860193,6.803281775,6.997512976,6.542991441,5.990474437,5.900326794,7.618932542,7.52059469,7.212479992,7.409376821,7.273704903,7.252864123,7.197981252,8.144048081,6.818786916,7.942011706,6.900291778,7.055626421,6.926521931,5.416787636,5.837289612,5.370230975,5.270317307,7.672819354,7.521132662,7.618143123,6.069801572,6.212098233,7.77046277,7.702752971,7.79244541,7.248747079,7.16281921,7.379704382,10.1527824,9.882138264,9.972653023,9.908967163,5.207815097,5.357641586,5.182133226,5.244804826,4.969883902,4.369941942,4.717537921,4.839666196,5.507189368,5.032659569,7.110736563,7.181713289,7.143488447,7.14321209,7.243633713,6.903291367,7.174199109,7.13275404,7.496641321,7.154944973,6.969631474,7.279311946,6.880033263
Olig2,6.598622649,6.767527012,6.721174224,6.200564525,6.521214418,6.101497173,6.221243455,6.113978414,6.199526176,6.28460426,6.291925459,6.286758563,6.103952803,6.031062777,5.941144388,5.703126727,5.921779277,5.58294214,5.433574415,5.769866094,3.662072456,4.12969009,3.670986631,4.390845888,4.564149734,4.66938765,3.196919017,5.122638102,4.058737572,5.618295028,4.353976154,3.545833473,3.707275374,3.509699911,3.161866805,4.335273381,3.864327203,4.234433451,5.435437993,5.543651134,4.869261318,5.465865835,5.473494439,5.452507638,5.252977869,5.773388886,5.334815519,5.627855618,3.821936012,3.914236643,3.963434521,4.574677691,4.391638232,4.075359984,4.066923362,5.580298379,5.546401586,5.349903347,5.594193495,5.558634117,6.080606947,5.89787818,6.13658314,5.566760457,5.393535019,5.704686385,7.886889819,7.63241847,7.501040701,7.642588925,4.638570598,4.451968937,4.476370552,4.459580923,4.006290229,3.345273118,3.968943254,4.340419885,4.680820963,4.523057748,5.288632459,5.121981455,5.245137651,5.312954139,5.303589357,4.860479963,5.127509105,5.169552121,5.561179447,5.310105193,4.828757037,5.773970372,5.8100747
Olig3,-1.427233105,-1.946170174,-1.096121885,-1.401904078,-1.636541898,-1.459149964,-1.709391492,-2.429901902,-1.912140282,-1.202551119,-1.740921505,-0.987490943,-0.683909161,-1.898932819,-2.152675705,-2.478865941,-2.002974641,-1.782632638,-2.133892054,-1.193246345,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.094185331,-2.802069124,-2.802069124,-0.665608663,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.771927891,-2.240890429,-2.802069124,-2.802069124,-1.134653338,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-1.92055185,-2.175061089,-1.524939472,-1.798628854,-2.802069124,-2.802069124,-1.710004163,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.053684105,-0.230393451,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.434355369,0.267455329,-0.945422996,0.475141516,-0.038487807,-2.802069124,-2.802069124,-1.907289681,-2.125933845,-2.802069124,-2.802069124,-2.802069124,-2.304942207,-2.046631286,-2.802069124,-2.505920895,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124
Olr1,-2.506197628,-2.802069124,-2.802069124,-2.03435946,-2.802069124,-2.205407235,-2.802069124,-2.802069124,-2.15247836,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.214982103,-2.802069124,-1.978038376,-2.429638595,-2.802069124,-2.802069124,-2.802069124,-2.802069124,2.101712907,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.344991703,-2.196942662,-2.802069124,-2.291839703,-2.802069124,-2.802069124,-2.802069124,-2.302128506,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.095844103,-2.451284399,-2.139556466,-2.802069124,-2.802069124,-1.710004163,-2.802069124,-2.255634915,-2.802069124,-2.265757972,-2.802069124,-2.802069124,-2.802069124,-1.146935544,-2.802069124,-2.802069124,-2.802069124,-1.898321743,0.107248461,0.05176337,-0.471009499,-0.263793796,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.375458785,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.802069124,-2.173293297,-2.190274219,-2.802069124,-2.802069124,-2.802069124
Oma1,2.744914599,2.757530082,2.94517417,3.071013422,2.920341973,3.108679491,3.129444528,2.803066564,2.797498109,2.765038554,2.877546623,3.118758538,2.809498207,2.773752047,2.838659889,2.766403097,2.84430211,2.936252264,2.667041617,3.108614824,3.587006621,5.059810725,4.275758318,4.860379129,3.352529981,4.358039201,4.648917517,4.697204891,3.98806131,3.956173623,4.116005474,2.952575926,4.983874017,4.331807457,4.26339467,3.972356968,4.551844903,4.170327616,2.707279945,2.378332265,2.343116205,3.122258054,1.677245355,1.766017568,1.625780379,2.795853026,2.796363053,3.124028527,4.78264068,4.67748998,4.828158628,3.876258451,3.966202223,3.850381122,4.384010633,3.19983659,3.141540836,3.032270904,3.318608028,3.4801848,4.546203992,4.345581413,4.123577848,3.207567057,3.069251524,2.924894356,3.027799874,2.949926726,3.082602196,2.998096395,3.309786408,3.174832864,3.267634592,3.42549038,3.301591594,3.29430072,3.396587559,3.451281078,3.220240477,3.417622642,2.6595212,2.856517757,2.884307616,2.932015774,2.966771501,2.731033933,2.877480665,2.904800598,2.814706431,2.814479505,2.971940037,4.479924631,4.432210112
