Gene_ID	Gene	BrainRegion	ExpressionEnergy
ENSG00000000003	TSPAN6	amygdala	1.3
ENSG00000000003	TSPAN6	basal ganglia	0.9
ENSG00000000003	TSPAN6	cerebellum	1.3
ENSG00000000003	TSPAN6	hippocampal formation	1.5
ENSG00000000003	TSPAN6	hypothalamus	1.9
ENSG00000000003	TSPAN6	medulla oblongata	1.8
ENSG00000000003	TSPAN6	midbrain	1.9
ENSG00000000003	TSPAN6	olfactory bulb	0.9
ENSG00000000003	TSPAN6	pons	1.5
ENSG00000000003	TSPAN6	thalamus	0.9
ENSG00000000005	TNMD	amygdala	0.4
ENSG00000000005	TNMD	basal ganglia	0.2
ENSG00000000005	TNMD	cerebellum	0.4
ENSG00000000005	TNMD	hippocampal formation	0.7
ENSG00000000005	TNMD	hypothalamus	0
ENSG00000000005	TNMD	medulla oblongata	0.3
ENSG00000000005	TNMD	midbrain	0.1
ENSG00000000005	TNMD	olfactory bulb	0.6
ENSG00000000005	TNMD	pons	0.1
ENSG00000000005	TNMD	thalamus	0.1
ENSG00000000419	DPM1	amygdala	3
ENSG00000000419	DPM1	basal ganglia	2
ENSG00000000419	DPM1	cerebellum	0.6
ENSG00000000419	DPM1	hippocampal formation	3.4
ENSG00000000419	DPM1	hypothalamus	0.6
ENSG00000000419	DPM1	medulla oblongata	0.9
ENSG00000000419	DPM1	midbrain	0.6
ENSG00000000419	DPM1	olfactory bulb	2.4
ENSG00000000419	DPM1	pons	0.4
ENSG00000000419	DPM1	thalamus	1.6
ENSG00000000457	SCYL3	amygdala	0.3
ENSG00000000457	SCYL3	basal ganglia	0.2
ENSG00000000457	SCYL3	cerebellum	0.2
ENSG00000000457	SCYL3	hippocampal formation	0.5
ENSG00000000457	SCYL3	hypothalamus	0
ENSG00000000457	SCYL3	medulla oblongata	0.1
ENSG00000000457	SCYL3	midbrain	0.1
ENSG00000000457	SCYL3	olfactory bulb	0.5
ENSG00000000457	SCYL3	pons	0.1
ENSG00000000457	SCYL3	thalamus	0.1
ENSG00000000460	C1orf112	amygdala	0
ENSG00000000460	C1orf112	basal ganglia	0
ENSG00000000460	C1orf112	cerebellum	0
ENSG00000000460	C1orf112	hippocampal formation	0
ENSG00000000460	C1orf112	hypothalamus	0
ENSG00000000460	C1orf112	medulla oblongata	0.1
ENSG00000000460	C1orf112	midbrain	0
ENSG00000000460	C1orf112	olfactory bulb	0.2
ENSG00000000460	C1orf112	pons	0
ENSG00000000460	C1orf112	thalamus	0
ENSG00000000938	FGR	amygdala	0.2
ENSG00000000938	FGR	basal ganglia	0.1
ENSG00000000938	FGR	cerebellum	0
ENSG00000000938	FGR	hippocampal formation	0.2
ENSG00000000938	FGR	hypothalamus	0
ENSG00000000938	FGR	medulla oblongata	0.1
ENSG00000000938	FGR	midbrain	0
ENSG00000000938	FGR	olfactory bulb	0.2
ENSG00000000938	FGR	pons	0.1
ENSG00000000938	FGR	thalamus	0
ENSG00000001036	FUCA2	amygdala	1.6
ENSG00000001036	FUCA2	basal ganglia	1.2
ENSG00000001036	FUCA2	cerebellum	0.4
ENSG00000001036	FUCA2	hippocampal formation	1.2
ENSG00000001036	FUCA2	hypothalamus	0.9
ENSG00000001036	FUCA2	medulla oblongata	1.1
ENSG00000001036	FUCA2	midbrain	0.6
ENSG00000001036	FUCA2	olfactory bulb	1.6
ENSG00000001036	FUCA2	pons	0.7
ENSG00000001036	FUCA2	thalamus	0.7
ENSG00000001084	GCLC	amygdala	6.7
ENSG00000001084	GCLC	basal ganglia	5.6
ENSG00000001084	GCLC	cerebellum	2
ENSG00000001084	GCLC	hippocampal formation	4.2
ENSG00000001084	GCLC	hypothalamus	4.7
ENSG00000001084	GCLC	medulla oblongata	3.6
ENSG00000001084	GCLC	midbrain	2.9
ENSG00000001084	GCLC	olfactory bulb	4.5
ENSG00000001084	GCLC	pons	3.5
ENSG00000001084	GCLC	thalamus	3.5
ENSG00000001167	NFYA	amygdala	0.1
ENSG00000001167	NFYA	basal ganglia	0
ENSG00000001167	NFYA	cerebellum	0.2
ENSG00000001167	NFYA	hippocampal formation	0.1
ENSG00000001167	NFYA	hypothalamus	0
ENSG00000001167	NFYA	medulla oblongata	0
ENSG00000001167	NFYA	midbrain	0
ENSG00000001167	NFYA	olfactory bulb	0.2
ENSG00000001167	NFYA	pons	0
ENSG00000001167	NFYA	thalamus	0
ENSG00000001460	STPG1	amygdala	0.6
ENSG00000001460	STPG1	basal ganglia	0.6
ENSG00000001460	STPG1	cerebellum	0.7
ENSG00000001460	STPG1	hippocampal formation	0.8
ENSG00000001460	STPG1	hypothalamus	0.6
ENSG00000001460	STPG1	medulla oblongata	0.5
ENSG00000001460	STPG1	midbrain	0.2
ENSG00000001460	STPG1	olfactory bulb	1.2
ENSG00000001460	STPG1	pons	0.2
ENSG00000001460	STPG1	thalamus	0.5
ENSG00000001461	NIPAL3	amygdala	8.9
ENSG00000001461	NIPAL3	basal ganglia	5.9
ENSG00000001461	NIPAL3	cerebellum	2.7
ENSG00000001461	NIPAL3	hippocampal formation	8.3
ENSG00000001461	NIPAL3	hypothalamus	7.6
ENSG00000001461	NIPAL3	medulla oblongata	5.5
ENSG00000001461	NIPAL3	midbrain	7
ENSG00000001461	NIPAL3	olfactory bulb	7.6
ENSG00000001461	NIPAL3	pons	5.4
ENSG00000001461	NIPAL3	thalamus	6.3
ENSG00000001497	LAS1L	amygdala	1.2
ENSG00000001497	LAS1L	basal ganglia	1.4
ENSG00000001497	LAS1L	cerebellum	1.5
ENSG00000001497	LAS1L	hippocampal formation	1.6
ENSG00000001497	LAS1L	hypothalamus	1
ENSG00000001497	LAS1L	medulla oblongata	1.5
ENSG00000001497	LAS1L	midbrain	1.2
ENSG00000001497	LAS1L	olfactory bulb	1.7
ENSG00000001497	LAS1L	pons	1
ENSG00000001497	LAS1L	thalamus	1.5
ENSG00000001561	ENPP4	amygdala	0
ENSG00000001561	ENPP4	basal ganglia	0
ENSG00000001561	ENPP4	cerebellum	0.1
ENSG00000001561	ENPP4	hippocampal formation	0
ENSG00000001561	ENPP4	hypothalamus	0
ENSG00000001561	ENPP4	medulla oblongata	0.1
ENSG00000001561	ENPP4	midbrain	0
ENSG00000001561	ENPP4	olfactory bulb	0.1
ENSG00000001561	ENPP4	pons	0
ENSG00000001561	ENPP4	thalamus	0
ENSG00000001617	SEMA3F	amygdala	0.4
ENSG00000001617	SEMA3F	basal ganglia	0.9
ENSG00000001617	SEMA3F	cerebellum	0.7
ENSG00000001617	SEMA3F	hippocampal formation	0.3
ENSG00000001617	SEMA3F	hypothalamus	0.6
ENSG00000001617	SEMA3F	medulla oblongata	0.4
ENSG00000001617	SEMA3F	midbrain	2.1
ENSG00000001617	SEMA3F	olfactory bulb	1.2
ENSG00000001617	SEMA3F	pons	0.5
ENSG00000001617	SEMA3F	thalamus	0.7
ENSG00000001626	CFTR	amygdala	0
ENSG00000001626	CFTR	basal ganglia	0.1
ENSG00000001626	CFTR	cerebellum	0
ENSG00000001626	CFTR	hippocampal formation	0
ENSG00000001626	CFTR	hypothalamus	0
ENSG00000001626	CFTR	medulla oblongata	0
ENSG00000001626	CFTR	midbrain	0.1
ENSG00000001626	CFTR	olfactory bulb	0.2
ENSG00000001626	CFTR	pons	0.1
ENSG00000001626	CFTR	thalamus	0
ENSG00000001629	ANKIB1	amygdala	1.1
ENSG00000001629	ANKIB1	basal ganglia	0.5
ENSG00000001629	ANKIB1	cerebellum	0.7
ENSG00000001629	ANKIB1	hippocampal formation	1.1
ENSG00000001629	ANKIB1	hypothalamus	0.3
ENSG00000001629	ANKIB1	medulla oblongata	1.1
ENSG00000001629	ANKIB1	midbrain	0.4
ENSG00000001629	ANKIB1	olfactory bulb	1.2
ENSG00000001629	ANKIB1	pons	0.7
ENSG00000001629	ANKIB1	thalamus	0.4
ENSG00000001630	CYP51A1	amygdala	4.2
ENSG00000001630	CYP51A1	basal ganglia	3.2
ENSG00000001630	CYP51A1	cerebellum	1.1
ENSG00000001630	CYP51A1	hippocampal formation	2.7
ENSG00000001630	CYP51A1	hypothalamus	4.3
ENSG00000001630	CYP51A1	medulla oblongata	4.5
ENSG00000001630	CYP51A1	midbrain	3.5
ENSG00000001630	CYP51A1	olfactory bulb	3
ENSG00000001630	CYP51A1	pons	4.1
ENSG00000001630	CYP51A1	thalamus	3.6
ENSG00000001631	KRIT1	amygdala	2.4
ENSG00000001631	KRIT1	basal ganglia	1.5
ENSG00000001631	KRIT1	cerebellum	0.5
ENSG00000001631	KRIT1	hippocampal formation	2.2
ENSG00000001631	KRIT1	hypothalamus	0.6
ENSG00000001631	KRIT1	medulla oblongata	0.7
ENSG00000001631	KRIT1	midbrain	1
ENSG00000001631	KRIT1	olfactory bulb	1.7
ENSG00000001631	KRIT1	pons	0.7
ENSG00000001631	KRIT1	thalamus	1.8
ENSG00000002016	RAD52	amygdala	0.5
ENSG00000002016	RAD52	basal ganglia	0.3
ENSG00000002016	RAD52	cerebellum	0.2
ENSG00000002016	RAD52	hippocampal formation	0.9
ENSG00000002016	RAD52	hypothalamus	0
ENSG00000002016	RAD52	medulla oblongata	0.4
ENSG00000002016	RAD52	midbrain	0.1
ENSG00000002016	RAD52	olfactory bulb	0.4
ENSG00000002016	RAD52	pons	0.1
ENSG00000002016	RAD52	thalamus	0.3
ENSG00000002330	BAD	amygdala	2.4
ENSG00000002330	BAD	basal ganglia	1.3
ENSG00000002330	BAD	cerebellum	1.2
ENSG00000002330	BAD	hippocampal formation	2
ENSG00000002330	BAD	hypothalamus	1.4
ENSG00000002330	BAD	medulla oblongata	2.1
ENSG00000002330	BAD	midbrain	1.3
ENSG00000002330	BAD	olfactory bulb	1.6
ENSG00000002330	BAD	pons	1.3
ENSG00000002330	BAD	thalamus	1.9
ENSG00000002549	LAP3	amygdala	0.3
ENSG00000002549	LAP3	basal ganglia	0.7
ENSG00000002549	LAP3	cerebellum	0.6
ENSG00000002549	LAP3	hippocampal formation	0.3
ENSG00000002549	LAP3	hypothalamus	0.8
ENSG00000002549	LAP3	medulla oblongata	0.8
ENSG00000002549	LAP3	midbrain	0.3
ENSG00000002549	LAP3	olfactory bulb	1.4
ENSG00000002549	LAP3	pons	0.9
ENSG00000002549	LAP3	thalamus	0.1
ENSG00000002587	HS3ST1	amygdala	1.2
ENSG00000002587	HS3ST1	basal ganglia	1.7
ENSG00000002587	HS3ST1	cerebellum	3.3
ENSG00000002587	HS3ST1	hippocampal formation	2.9
ENSG00000002587	HS3ST1	hypothalamus	1.4
ENSG00000002587	HS3ST1	medulla oblongata	2.6
ENSG00000002587	HS3ST1	midbrain	2.2
ENSG00000002587	HS3ST1	olfactory bulb	3
ENSG00000002587	HS3ST1	pons	2.1
ENSG00000002587	HS3ST1	thalamus	3.7
ENSG00000002726	AOC1	amygdala	0
ENSG00000002726	AOC1	basal ganglia	0
ENSG00000002726	AOC1	cerebellum	0
ENSG00000002726	AOC1	hippocampal formation	0
ENSG00000002726	AOC1	hypothalamus	0
ENSG00000002726	AOC1	medulla oblongata	0
ENSG00000002726	AOC1	midbrain	0
ENSG00000002726	AOC1	olfactory bulb	0
ENSG00000002726	AOC1	pons	0
ENSG00000002726	AOC1	thalamus	0
ENSG00000002745	WNT16	amygdala	0.6
ENSG00000002745	WNT16	basal ganglia	0.5
ENSG00000002745	WNT16	cerebellum	0.4
ENSG00000002745	WNT16	hippocampal formation	0.3
ENSG00000002745	WNT16	hypothalamus	0.5
ENSG00000002745	WNT16	medulla oblongata	0.4
ENSG00000002745	WNT16	midbrain	0.2
ENSG00000002745	WNT16	olfactory bulb	0.3
ENSG00000002745	WNT16	pons	0.2
ENSG00000002745	WNT16	thalamus	0.2
ENSG00000002746	HECW1	amygdala	0.6
ENSG00000002746	HECW1	basal ganglia	0.2
ENSG00000002746	HECW1	cerebellum	0.3
ENSG00000002746	HECW1	hippocampal formation	0.8
ENSG00000002746	HECW1	hypothalamus	0.3
ENSG00000002746	HECW1	medulla oblongata	0.9
ENSG00000002746	HECW1	midbrain	0.6
ENSG00000002746	HECW1	olfactory bulb	0.6
ENSG00000002746	HECW1	pons	0.7
ENSG00000002746	HECW1	thalamus	0.5
ENSG00000002822	MAD1L1	amygdala	0
ENSG00000002822	MAD1L1	basal ganglia	0.1
ENSG00000002822	MAD1L1	cerebellum	0.2
ENSG00000002822	MAD1L1	hippocampal formation	0.2
ENSG00000002822	MAD1L1	hypothalamus	0
ENSG00000002822	MAD1L1	medulla oblongata	0.3
ENSG00000002822	MAD1L1	midbrain	0.2
ENSG00000002822	MAD1L1	olfactory bulb	0.1
ENSG00000002822	MAD1L1	pons	0.1
ENSG00000002822	MAD1L1	thalamus	0.1
ENSG00000002834	LASP1	amygdala	12
ENSG00000002834	LASP1	basal ganglia	6.9
ENSG00000002834	LASP1	cerebellum	5.6
ENSG00000002834	LASP1	hippocampal formation	11
ENSG00000002834	LASP1	hypothalamus	7.9
ENSG00000002834	LASP1	medulla oblongata	6
ENSG00000002834	LASP1	midbrain	7.5
ENSG00000002834	LASP1	olfactory bulb	9.2
ENSG00000002834	LASP1	pons	5.6
ENSG00000002834	LASP1	thalamus	7.7
ENSG00000002919	SNX11	amygdala	0.3
ENSG00000002919	SNX11	basal ganglia	0.2
ENSG00000002919	SNX11	cerebellum	0.2
ENSG00000002919	SNX11	hippocampal formation	1.4
ENSG00000002919	SNX11	hypothalamus	0.2
ENSG00000002919	SNX11	medulla oblongata	0.3
ENSG00000002919	SNX11	midbrain	0.1
ENSG00000002919	SNX11	olfactory bulb	0.6
ENSG00000002919	SNX11	pons	0.6
ENSG00000002919	SNX11	thalamus	0.1
ENSG00000002933	TMEM176A	amygdala	0.7
ENSG00000002933	TMEM176A	basal ganglia	1
ENSG00000002933	TMEM176A	cerebellum	0.4
ENSG00000002933	TMEM176A	hippocampal formation	0.6
ENSG00000002933	TMEM176A	hypothalamus	2.1
ENSG00000002933	TMEM176A	medulla oblongata	0.6
ENSG00000002933	TMEM176A	midbrain	0.6
ENSG00000002933	TMEM176A	olfactory bulb	0.9
ENSG00000002933	TMEM176A	pons	1.1
ENSG00000002933	TMEM176A	thalamus	0.6
ENSG00000003056	M6PR	amygdala	1.2
ENSG00000003056	M6PR	basal ganglia	0.7
ENSG00000003056	M6PR	cerebellum	1.4
ENSG00000003056	M6PR	hippocampal formation	1
ENSG00000003056	M6PR	hypothalamus	0.9
ENSG00000003056	M6PR	medulla oblongata	2.3
ENSG00000003056	M6PR	midbrain	1.3
ENSG00000003056	M6PR	olfactory bulb	0.8
ENSG00000003056	M6PR	pons	1.6
ENSG00000003056	M6PR	thalamus	0.7
ENSG00000003096	KLHL13	amygdala	0.4
ENSG00000003096	KLHL13	basal ganglia	1.2
ENSG00000003096	KLHL13	cerebellum	0.1
ENSG00000003096	KLHL13	hippocampal formation	0.2
ENSG00000003096	KLHL13	hypothalamus	0.4
ENSG00000003096	KLHL13	medulla oblongata	0.1
ENSG00000003096	KLHL13	midbrain	0.2
ENSG00000003096	KLHL13	olfactory bulb	0.3
ENSG00000003096	KLHL13	pons	0.2
ENSG00000003096	KLHL13	thalamus	0.1
ENSG00000003137	CYP26B1	amygdala	5.8
ENSG00000003137	CYP26B1	basal ganglia	1.4
ENSG00000003137	CYP26B1	cerebellum	1.8
ENSG00000003137	CYP26B1	hippocampal formation	1.6
ENSG00000003137	CYP26B1	hypothalamus	0.4
ENSG00000003137	CYP26B1	medulla oblongata	1.6
ENSG00000003137	CYP26B1	midbrain	0.6
ENSG00000003137	CYP26B1	olfactory bulb	1.3
ENSG00000003137	CYP26B1	pons	0.7
ENSG00000003137	CYP26B1	thalamus	0.6
ENSG00000003147	ICA1	amygdala	8.3
ENSG00000003147	ICA1	basal ganglia	4.7
ENSG00000003147	ICA1	cerebellum	2.1
ENSG00000003147	ICA1	hippocampal formation	7.2
ENSG00000003147	ICA1	hypothalamus	4.1
ENSG00000003147	ICA1	medulla oblongata	3.8
ENSG00000003147	ICA1	midbrain	4.8
ENSG00000003147	ICA1	olfactory bulb	6.6
ENSG00000003147	ICA1	pons	3.8
ENSG00000003147	ICA1	thalamus	4.9
ENSG00000003249	DBNDD1	amygdala	0.1
ENSG00000003249	DBNDD1	basal ganglia	0.1
ENSG00000003249	DBNDD1	cerebellum	0.9
ENSG00000003249	DBNDD1	hippocampal formation	0.3
ENSG00000003249	DBNDD1	hypothalamus	0.2
ENSG00000003249	DBNDD1	medulla oblongata	0.5
ENSG00000003249	DBNDD1	midbrain	0.3
ENSG00000003249	DBNDD1	olfactory bulb	0.4
ENSG00000003249	DBNDD1	pons	0.5
ENSG00000003249	DBNDD1	thalamus	2.1
ENSG00000003402	CFLAR	amygdala	0.1
ENSG00000003402	CFLAR	basal ganglia	0.1
ENSG00000003402	CFLAR	cerebellum	0.8
ENSG00000003402	CFLAR	hippocampal formation	0.5
ENSG00000003402	CFLAR	hypothalamus	0.1
ENSG00000003402	CFLAR	medulla oblongata	0.3
ENSG00000003402	CFLAR	midbrain	0.2
ENSG00000003402	CFLAR	olfactory bulb	0.5
ENSG00000003402	CFLAR	pons	0.2
ENSG00000003402	CFLAR	thalamus	0.2
ENSG00000003436	TFPI	amygdala	1.3
ENSG00000003436	TFPI	basal ganglia	0.9
ENSG00000003436	TFPI	cerebellum	0.7
ENSG00000003436	TFPI	hippocampal formation	0.7
ENSG00000003436	TFPI	hypothalamus	1.2
ENSG00000003436	TFPI	medulla oblongata	1.5
ENSG00000003436	TFPI	midbrain	1.3
ENSG00000003436	TFPI	olfactory bulb	1.6
ENSG00000003436	TFPI	pons	1.8
ENSG00000003436	TFPI	thalamus	1.2
ENSG00000003509	NDUFAF7	amygdala	2
ENSG00000003509	NDUFAF7	basal ganglia	1.7
ENSG00000003509	NDUFAF7	cerebellum	1.8
ENSG00000003509	NDUFAF7	hippocampal formation	1.7
ENSG00000003509	NDUFAF7	hypothalamus	1.1
ENSG00000003509	NDUFAF7	medulla oblongata	2.4
ENSG00000003509	NDUFAF7	midbrain	1.5
ENSG00000003509	NDUFAF7	olfactory bulb	1.6
ENSG00000003509	NDUFAF7	pons	1.5
ENSG00000003509	NDUFAF7	thalamus	1
ENSG00000003756	RBM5	amygdala	13.4
ENSG00000003756	RBM5	basal ganglia	11.5
ENSG00000003756	RBM5	cerebellum	8.3
ENSG00000003756	RBM5	hippocampal formation	12
ENSG00000003756	RBM5	hypothalamus	9.7
ENSG00000003756	RBM5	medulla oblongata	4.9
ENSG00000003756	RBM5	midbrain	9
ENSG00000003756	RBM5	olfactory bulb	10
ENSG00000003756	RBM5	pons	5.2
ENSG00000003756	RBM5	thalamus	9.7
ENSG00000003987	MTMR7	amygdala	9.7
ENSG00000003987	MTMR7	basal ganglia	6.7
ENSG00000003987	MTMR7	cerebellum	3.9
ENSG00000003987	MTMR7	hippocampal formation	6.9
ENSG00000003987	MTMR7	hypothalamus	5.9
ENSG00000003987	MTMR7	medulla oblongata	6
ENSG00000003987	MTMR7	midbrain	6.3
ENSG00000003987	MTMR7	olfactory bulb	6.1
ENSG00000003987	MTMR7	pons	5
ENSG00000003987	MTMR7	thalamus	8.7
ENSG00000003989	SLC7A2	amygdala	1.5
ENSG00000003989	SLC7A2	basal ganglia	1.7
ENSG00000003989	SLC7A2	cerebellum	1.4
ENSG00000003989	SLC7A2	hippocampal formation	1.4
ENSG00000003989	SLC7A2	hypothalamus	0.7
ENSG00000003989	SLC7A2	medulla oblongata	2.4
ENSG00000003989	SLC7A2	midbrain	1.2
ENSG00000003989	SLC7A2	olfactory bulb	2.4
ENSG00000003989	SLC7A2	pons	2.1
ENSG00000003989	SLC7A2	thalamus	1.3
ENSG00000004059	ARF5	amygdala	7.9
ENSG00000004059	ARF5	basal ganglia	5.5
ENSG00000004059	ARF5	cerebellum	2
ENSG00000004059	ARF5	hippocampal formation	7.1
ENSG00000004059	ARF5	hypothalamus	4.2
ENSG00000004059	ARF5	medulla oblongata	4.7
ENSG00000004059	ARF5	midbrain	4.5
ENSG00000004059	ARF5	olfactory bulb	7.4
ENSG00000004059	ARF5	pons	4.1
ENSG00000004059	ARF5	thalamus	5.6
ENSG00000004139	SARM1	amygdala	0
ENSG00000004139	SARM1	basal ganglia	0
ENSG00000004139	SARM1	cerebellum	0.3
ENSG00000004139	SARM1	hippocampal formation	0.4
ENSG00000004139	SARM1	hypothalamus	0
ENSG00000004139	SARM1	medulla oblongata	0.5
ENSG00000004139	SARM1	midbrain	0.1
ENSG00000004139	SARM1	olfactory bulb	0.5
ENSG00000004139	SARM1	pons	0.2
ENSG00000004139	SARM1	thalamus	0
ENSG00000004142	POLDIP2	amygdala	0.7
ENSG00000004142	POLDIP2	basal ganglia	1
ENSG00000004142	POLDIP2	cerebellum	1.5
ENSG00000004142	POLDIP2	hippocampal formation	2.7
ENSG00000004142	POLDIP2	hypothalamus	0.5
ENSG00000004142	POLDIP2	medulla oblongata	1.5
ENSG00000004142	POLDIP2	midbrain	1.4
ENSG00000004142	POLDIP2	olfactory bulb	1.5
ENSG00000004142	POLDIP2	pons	1.2
ENSG00000004142	POLDIP2	thalamus	1.3
ENSG00000004399	PLXND1	amygdala	2.5
ENSG00000004399	PLXND1	basal ganglia	1.5
ENSG00000004399	PLXND1	cerebellum	0.1
ENSG00000004399	PLXND1	hippocampal formation	1.4
ENSG00000004399	PLXND1	hypothalamus	0
ENSG00000004399	PLXND1	medulla oblongata	0.1
ENSG00000004399	PLXND1	midbrain	0.1
ENSG00000004399	PLXND1	olfactory bulb	3.3
ENSG00000004399	PLXND1	pons	0.1
ENSG00000004399	PLXND1	thalamus	0
ENSG00000004455	AK2	amygdala	2.6
ENSG00000004455	AK2	basal ganglia	1.8
ENSG00000004455	AK2	cerebellum	0.7
ENSG00000004455	AK2	hippocampal formation	2.1
ENSG00000004455	AK2	hypothalamus	1.2
ENSG00000004455	AK2	medulla oblongata	1.1
ENSG00000004455	AK2	midbrain	1.2
ENSG00000004455	AK2	olfactory bulb	1.9
ENSG00000004455	AK2	pons	0.9
ENSG00000004455	AK2	thalamus	1.3
ENSG00000004468	CD38	amygdala	0.4
ENSG00000004468	CD38	basal ganglia	0.3
ENSG00000004468	CD38	cerebellum	0.2
ENSG00000004468	CD38	hippocampal formation	0.3
ENSG00000004468	CD38	hypothalamus	0.2
ENSG00000004468	CD38	medulla oblongata	0.2
ENSG00000004468	CD38	midbrain	0.1
ENSG00000004468	CD38	olfactory bulb	0.4
ENSG00000004468	CD38	pons	0.2
ENSG00000004468	CD38	thalamus	0.1
ENSG00000004478	FKBP4	amygdala	15.2
ENSG00000004478	FKBP4	basal ganglia	9.3
ENSG00000004478	FKBP4	cerebellum	12.3
ENSG00000004478	FKBP4	hippocampal formation	14.7
ENSG00000004478	FKBP4	hypothalamus	15.7
ENSG00000004478	FKBP4	medulla oblongata	12.3
ENSG00000004478	FKBP4	midbrain	14.9
ENSG00000004478	FKBP4	olfactory bulb	10.5
ENSG00000004478	FKBP4	pons	11.4
ENSG00000004478	FKBP4	thalamus	16.5
ENSG00000004487	KDM1A	amygdala	8.2
ENSG00000004487	KDM1A	basal ganglia	5.3
ENSG00000004487	KDM1A	cerebellum	7.2
ENSG00000004487	KDM1A	hippocampal formation	9.4
ENSG00000004487	KDM1A	hypothalamus	4
ENSG00000004487	KDM1A	medulla oblongata	4.7
ENSG00000004487	KDM1A	midbrain	5.7
ENSG00000004487	KDM1A	olfactory bulb	6.3
ENSG00000004487	KDM1A	pons	3.7
ENSG00000004487	KDM1A	thalamus	4.9
ENSG00000004534	RBM6	amygdala	8.4
ENSG00000004534	RBM6	basal ganglia	5.8
ENSG00000004534	RBM6	cerebellum	2.4
ENSG00000004534	RBM6	hippocampal formation	7.8
ENSG00000004534	RBM6	hypothalamus	6.9
ENSG00000004534	RBM6	medulla oblongata	4.2
ENSG00000004534	RBM6	midbrain	4.9
ENSG00000004534	RBM6	olfactory bulb	5.4
ENSG00000004534	RBM6	pons	4.6
ENSG00000004534	RBM6	thalamus	6
ENSG00000004660	CAMKK1	amygdala	9
ENSG00000004660	CAMKK1	basal ganglia	4.8
ENSG00000004660	CAMKK1	cerebellum	1.9
ENSG00000004660	CAMKK1	hippocampal formation	13.8
ENSG00000004660	CAMKK1	hypothalamus	3.3
ENSG00000004660	CAMKK1	medulla oblongata	6.3
ENSG00000004660	CAMKK1	midbrain	5.1
ENSG00000004660	CAMKK1	olfactory bulb	6.2
ENSG00000004660	CAMKK1	pons	4.3
ENSG00000004660	CAMKK1	thalamus	5.8
ENSG00000004700	RECQL	amygdala	0.4
ENSG00000004700	RECQL	basal ganglia	0.2
ENSG00000004700	RECQL	cerebellum	0.8
ENSG00000004700	RECQL	hippocampal formation	0.5
ENSG00000004700	RECQL	hypothalamus	0.1
ENSG00000004700	RECQL	medulla oblongata	0.7
ENSG00000004700	RECQL	midbrain	0.5
ENSG00000004700	RECQL	olfactory bulb	0.6
ENSG00000004700	RECQL	pons	0.4
ENSG00000004700	RECQL	thalamus	0.4
ENSG00000004766	VPS50	amygdala	0
ENSG00000004766	VPS50	basal ganglia	0
ENSG00000004766	VPS50	cerebellum	0
ENSG00000004766	VPS50	hippocampal formation	0
ENSG00000004766	VPS50	hypothalamus	0
ENSG00000004766	VPS50	medulla oblongata	0
ENSG00000004766	VPS50	midbrain	0
ENSG00000004766	VPS50	olfactory bulb	0.1
ENSG00000004766	VPS50	pons	0
ENSG00000004766	VPS50	thalamus	0
ENSG00000004776	HSPB6	amygdala	0
ENSG00000004776	HSPB6	basal ganglia	0
ENSG00000004776	HSPB6	cerebellum	0.2
ENSG00000004776	HSPB6	hippocampal formation	0.2
ENSG00000004776	HSPB6	hypothalamus	0
ENSG00000004776	HSPB6	medulla oblongata	0.2
ENSG00000004776	HSPB6	midbrain	0.1
ENSG00000004776	HSPB6	olfactory bulb	0.2
ENSG00000004776	HSPB6	pons	0.1
ENSG00000004776	HSPB6	thalamus	0
ENSG00000004777	ARHGAP33	amygdala	15.9
ENSG00000004777	ARHGAP33	basal ganglia	13.8
ENSG00000004777	ARHGAP33	cerebellum	14.8
ENSG00000004777	ARHGAP33	hippocampal formation	11.3
ENSG00000004777	ARHGAP33	hypothalamus	7.4
ENSG00000004777	ARHGAP33	medulla oblongata	4.8
ENSG00000004777	ARHGAP33	midbrain	6.6
ENSG00000004777	ARHGAP33	olfactory bulb	12.8
ENSG00000004777	ARHGAP33	pons	4.4
ENSG00000004777	ARHGAP33	thalamus	6.1
ENSG00000004779	NDUFAB1	amygdala	1
ENSG00000004779	NDUFAB1	basal ganglia	1.8
ENSG00000004779	NDUFAB1	cerebellum	2
ENSG00000004779	NDUFAB1	hippocampal formation	1.6
ENSG00000004779	NDUFAB1	hypothalamus	1.3
ENSG00000004779	NDUFAB1	medulla oblongata	3
ENSG00000004779	NDUFAB1	midbrain	2
ENSG00000004779	NDUFAB1	olfactory bulb	1.3
ENSG00000004779	NDUFAB1	pons	2.1
ENSG00000004779	NDUFAB1	thalamus	2.2
ENSG00000004799	PDK4	amygdala	0
ENSG00000004799	PDK4	basal ganglia	0
ENSG00000004799	PDK4	cerebellum	0.1
ENSG00000004799	PDK4	hippocampal formation	0
ENSG00000004799	PDK4	hypothalamus	0.1
ENSG00000004799	PDK4	medulla oblongata	0.4
ENSG00000004799	PDK4	midbrain	0
ENSG00000004799	PDK4	olfactory bulb	0.3
ENSG00000004799	PDK4	pons	0.2
ENSG00000004799	PDK4	thalamus	0
ENSG00000004809	SLC22A16	amygdala	0
ENSG00000004809	SLC22A16	basal ganglia	0
ENSG00000004809	SLC22A16	cerebellum	0
ENSG00000004809	SLC22A16	hippocampal formation	0
ENSG00000004809	SLC22A16	hypothalamus	0
ENSG00000004809	SLC22A16	medulla oblongata	0
ENSG00000004809	SLC22A16	midbrain	0
