Gene_ID	Gene	BrainRegion	ExpressionEnergy
ENSG00000090372	STRN4	hypothalamus	4.2
ENSG00000090372	STRN4	medulla oblongata	3.8
ENSG00000090372	STRN4	midbrain	6.6
ENSG00000090372	STRN4	olfactory bulb	9.5
ENSG00000090372	STRN4	pons	3.2
ENSG00000090372	STRN4	thalamus	7.2
ENSG00000090376	IRAK3	amygdala	0
ENSG00000090376	IRAK3	basal ganglia	0
ENSG00000090376	IRAK3	cerebellum	0
ENSG00000090376	IRAK3	hippocampal formation	0
ENSG00000090376	IRAK3	hypothalamus	0
ENSG00000090376	IRAK3	medulla oblongata	0
ENSG00000090376	IRAK3	midbrain	0
ENSG00000090376	IRAK3	olfactory bulb	0
ENSG00000090376	IRAK3	pons	0
ENSG00000090376	IRAK3	thalamus	0
ENSG00000090382	LYZ	amygdala	0
ENSG00000090382	LYZ	basal ganglia	0
ENSG00000090382	LYZ	cerebellum	0.2
ENSG00000090382	LYZ	hippocampal formation	0
ENSG00000090382	LYZ	hypothalamus	0.1
ENSG00000090382	LYZ	medulla oblongata	0.1
ENSG00000090382	LYZ	midbrain	0.1
ENSG00000090382	LYZ	olfactory bulb	0.3
ENSG00000090382	LYZ	pons	0
ENSG00000090382	LYZ	thalamus	0
ENSG00000090432	MUL1	amygdala	0.4
ENSG00000090432	MUL1	basal ganglia	0.4
ENSG00000090432	MUL1	cerebellum	2.5
ENSG00000090432	MUL1	hippocampal formation	1.9
ENSG00000090432	MUL1	hypothalamus	0.5
ENSG00000090432	MUL1	medulla oblongata	2.8
ENSG00000090432	MUL1	midbrain	1.5
ENSG00000090432	MUL1	olfactory bulb	0.7
ENSG00000090432	MUL1	pons	1.7
ENSG00000090432	MUL1	thalamus	1.1
ENSG00000090447	TFAP4	amygdala	0.3
ENSG00000090447	TFAP4	basal ganglia	0.3
ENSG00000090447	TFAP4	cerebellum	1
ENSG00000090447	TFAP4	hippocampal formation	0.8
ENSG00000090447	TFAP4	hypothalamus	0.1
ENSG00000090447	TFAP4	medulla oblongata	0.3
ENSG00000090447	TFAP4	midbrain	0.2
ENSG00000090447	TFAP4	olfactory bulb	0.8
ENSG00000090447	TFAP4	pons	0.3
ENSG00000090447	TFAP4	thalamus	0.2
ENSG00000090487	SPG21	amygdala	1.5
ENSG00000090487	SPG21	basal ganglia	1.5
ENSG00000090487	SPG21	cerebellum	0.9
ENSG00000090487	SPG21	hippocampal formation	1.8
ENSG00000090487	SPG21	hypothalamus	0.4
ENSG00000090487	SPG21	medulla oblongata	0.9
ENSG00000090487	SPG21	midbrain	0.7
ENSG00000090487	SPG21	olfactory bulb	1.2
ENSG00000090487	SPG21	pons	0.5
ENSG00000090487	SPG21	thalamus	0.8
ENSG00000090512	FETUB	amygdala	1.8
ENSG00000090512	FETUB	basal ganglia	0.3
ENSG00000090512	FETUB	cerebellum	0.6
ENSG00000090512	FETUB	hippocampal formation	1.5
ENSG00000090512	FETUB	hypothalamus	0.4
ENSG00000090512	FETUB	medulla oblongata	0.9
ENSG00000090512	FETUB	midbrain	0.3
ENSG00000090512	FETUB	olfactory bulb	1.1
ENSG00000090512	FETUB	pons	0.6
ENSG00000090512	FETUB	thalamus	0.2
ENSG00000090520	DNAJB11	amygdala	3.6
ENSG00000090520	DNAJB11	basal ganglia	1.2
ENSG00000090520	DNAJB11	cerebellum	1
ENSG00000090520	DNAJB11	hippocampal formation	3
ENSG00000090520	DNAJB11	hypothalamus	0.6
ENSG00000090520	DNAJB11	medulla oblongata	0.4
ENSG00000090520	DNAJB11	midbrain	0.3
ENSG00000090520	DNAJB11	olfactory bulb	2.5
ENSG00000090520	DNAJB11	pons	0.5
ENSG00000090520	DNAJB11	thalamus	0.7
ENSG00000090530	P3H2	amygdala	0
ENSG00000090530	P3H2	basal ganglia	0
ENSG00000090530	P3H2	cerebellum	0.1
ENSG00000090530	P3H2	hippocampal formation	0.2
ENSG00000090530	P3H2	hypothalamus	0
ENSG00000090530	P3H2	medulla oblongata	0.1
ENSG00000090530	P3H2	midbrain	0.1
ENSG00000090530	P3H2	olfactory bulb	0.4
ENSG00000090530	P3H2	pons	0
ENSG00000090530	P3H2	thalamus	0
ENSG00000090534	THPO	amygdala	2.1
ENSG00000090534	THPO	basal ganglia	1
ENSG00000090534	THPO	cerebellum	0.4
ENSG00000090534	THPO	hippocampal formation	3.9
ENSG00000090534	THPO	hypothalamus	0.6
ENSG00000090534	THPO	medulla oblongata	0.3
ENSG00000090534	THPO	midbrain	0.3
ENSG00000090534	THPO	olfactory bulb	1.3
ENSG00000090534	THPO	pons	0.2
ENSG00000090534	THPO	thalamus	1.2
ENSG00000090539	CHRD	amygdala	2.6
ENSG00000090539	CHRD	basal ganglia	0.3
ENSG00000090539	CHRD	cerebellum	0.1
ENSG00000090539	CHRD	hippocampal formation	5.4
ENSG00000090539	CHRD	hypothalamus	0
ENSG00000090539	CHRD	medulla oblongata	0.2
ENSG00000090539	CHRD	midbrain	0.1
ENSG00000090539	CHRD	olfactory bulb	0.9
ENSG00000090539	CHRD	pons	0.1
ENSG00000090539	CHRD	thalamus	0.2
ENSG00000090554	FLT3LG	amygdala	0
ENSG00000090554	FLT3LG	basal ganglia	0
ENSG00000090554	FLT3LG	cerebellum	0
ENSG00000090554	FLT3LG	hippocampal formation	0
ENSG00000090554	FLT3LG	hypothalamus	0
ENSG00000090554	FLT3LG	medulla oblongata	0
ENSG00000090554	FLT3LG	midbrain	0
ENSG00000090554	FLT3LG	olfactory bulb	0
ENSG00000090554	FLT3LG	pons	0
ENSG00000090554	FLT3LG	thalamus	0
ENSG00000090565	RAB11FIP3	amygdala	21.5
ENSG00000090565	RAB11FIP3	basal ganglia	17.2
ENSG00000090565	RAB11FIP3	cerebellum	9.5
ENSG00000090565	RAB11FIP3	hippocampal formation	20.4
ENSG00000090565	RAB11FIP3	hypothalamus	17.7
ENSG00000090565	RAB11FIP3	medulla oblongata	10.1
ENSG00000090565	RAB11FIP3	midbrain	13.7
ENSG00000090565	RAB11FIP3	olfactory bulb	19
ENSG00000090565	RAB11FIP3	pons	11.1
ENSG00000090565	RAB11FIP3	thalamus	15.2
ENSG00000090581	GNPTG	amygdala	9.5
ENSG00000090581	GNPTG	basal ganglia	7.5
ENSG00000090581	GNPTG	cerebellum	3.5
ENSG00000090581	GNPTG	hippocampal formation	8.7
ENSG00000090581	GNPTG	hypothalamus	5.1
ENSG00000090581	GNPTG	medulla oblongata	2.9
ENSG00000090581	GNPTG	midbrain	4.6
ENSG00000090581	GNPTG	olfactory bulb	6.3
ENSG00000090581	GNPTG	pons	2.8
ENSG00000090581	GNPTG	thalamus	4.8
ENSG00000090615	GOLGA3	amygdala	3.5
ENSG00000090615	GOLGA3	basal ganglia	1.7
ENSG00000090615	GOLGA3	cerebellum	2.1
ENSG00000090615	GOLGA3	hippocampal formation	5
ENSG00000090615	GOLGA3	hypothalamus	1.8
ENSG00000090615	GOLGA3	medulla oblongata	3.4
ENSG00000090615	GOLGA3	midbrain	1.9
ENSG00000090615	GOLGA3	olfactory bulb	2.7
ENSG00000090615	GOLGA3	pons	1.6
ENSG00000090615	GOLGA3	thalamus	3.5
ENSG00000090621	PABPC4	amygdala	0
ENSG00000090621	PABPC4	basal ganglia	0.2
ENSG00000090621	PABPC4	cerebellum	0
ENSG00000090621	PABPC4	hippocampal formation	0.1
ENSG00000090621	PABPC4	hypothalamus	0.1
ENSG00000090621	PABPC4	medulla oblongata	0.2
ENSG00000090621	PABPC4	midbrain	0
ENSG00000090621	PABPC4	olfactory bulb	0.3
ENSG00000090621	PABPC4	pons	0.2
ENSG00000090621	PABPC4	thalamus	0
ENSG00000090661	CERS4	amygdala	13.5
ENSG00000090661	CERS4	basal ganglia	9.8
ENSG00000090661	CERS4	cerebellum	6
ENSG00000090661	CERS4	hippocampal formation	14
ENSG00000090661	CERS4	hypothalamus	14.4
ENSG00000090661	CERS4	medulla oblongata	9.3
ENSG00000090661	CERS4	midbrain	11.6
ENSG00000090661	CERS4	olfactory bulb	11.8
ENSG00000090661	CERS4	pons	9.8
ENSG00000090661	CERS4	thalamus	11.4
ENSG00000090674	MCOLN1	amygdala	6.4
ENSG00000090674	MCOLN1	basal ganglia	3.7
ENSG00000090674	MCOLN1	cerebellum	4.5
ENSG00000090674	MCOLN1	hippocampal formation	7.6
ENSG00000090674	MCOLN1	hypothalamus	4
ENSG00000090674	MCOLN1	medulla oblongata	5.1
ENSG00000090674	MCOLN1	midbrain	5.5
ENSG00000090674	MCOLN1	olfactory bulb	5.9
ENSG00000090674	MCOLN1	pons	4.1
ENSG00000090674	MCOLN1	thalamus	4.3
ENSG00000090686	USP48	amygdala	1.4
ENSG00000090686	USP48	basal ganglia	0.6
ENSG00000090686	USP48	cerebellum	0.6
ENSG00000090686	USP48	hippocampal formation	1.6
ENSG00000090686	USP48	hypothalamus	0.3
ENSG00000090686	USP48	medulla oblongata	0.6
ENSG00000090686	USP48	midbrain	0.5
ENSG00000090686	USP48	olfactory bulb	1
ENSG00000090686	USP48	pons	1.1
ENSG00000090686	USP48	thalamus	0.8
ENSG00000090776	EFNB1	amygdala	0.6
ENSG00000090776	EFNB1	basal ganglia	0.1
ENSG00000090776	EFNB1	cerebellum	0.3
ENSG00000090776	EFNB1	hippocampal formation	0.3
ENSG00000090776	EFNB1	hypothalamus	0
ENSG00000090776	EFNB1	medulla oblongata	0.1
ENSG00000090776	EFNB1	midbrain	0
ENSG00000090776	EFNB1	olfactory bulb	0.4
ENSG00000090776	EFNB1	pons	0
ENSG00000090776	EFNB1	thalamus	0.3
ENSG00000090857	PDPR	amygdala	0.7
ENSG00000090857	PDPR	basal ganglia	0.8
ENSG00000090857	PDPR	cerebellum	0.7
ENSG00000090857	PDPR	hippocampal formation	1.4
ENSG00000090857	PDPR	hypothalamus	0.4
ENSG00000090857	PDPR	medulla oblongata	1.1
ENSG00000090857	PDPR	midbrain	1.3
ENSG00000090857	PDPR	olfactory bulb	1
ENSG00000090857	PDPR	pons	0.9
ENSG00000090857	PDPR	thalamus	1.2
ENSG00000090861	AARS1	amygdala	5.4
ENSG00000090861	AARS1	basal ganglia	4.8
ENSG00000090861	AARS1	cerebellum	3.5
ENSG00000090861	AARS1	hippocampal formation	5.8
ENSG00000090861	AARS1	hypothalamus	5
ENSG00000090861	AARS1	medulla oblongata	6.5
ENSG00000090861	AARS1	midbrain	5.8
ENSG00000090861	AARS1	olfactory bulb	6.2
ENSG00000090861	AARS1	pons	5.7
ENSG00000090861	AARS1	thalamus	6.4
ENSG00000090863	GLG1	amygdala	17.4
ENSG00000090863	GLG1	basal ganglia	12.9
ENSG00000090863	GLG1	cerebellum	10.4
ENSG00000090863	GLG1	hippocampal formation	16.9
ENSG00000090863	GLG1	hypothalamus	15.8
ENSG00000090863	GLG1	medulla oblongata	9.6
ENSG00000090863	GLG1	midbrain	12
ENSG00000090863	GLG1	olfactory bulb	15.7
ENSG00000090863	GLG1	pons	9.3
ENSG00000090863	GLG1	thalamus	12.3
ENSG00000090889	KIF4A	amygdala	0
ENSG00000090889	KIF4A	basal ganglia	0.1
ENSG00000090889	KIF4A	cerebellum	0.2
ENSG00000090889	KIF4A	hippocampal formation	0.2
ENSG00000090889	KIF4A	hypothalamus	0
ENSG00000090889	KIF4A	medulla oblongata	0
ENSG00000090889	KIF4A	midbrain	0.1
ENSG00000090889	KIF4A	olfactory bulb	0.2
ENSG00000090889	KIF4A	pons	0.1
ENSG00000090889	KIF4A	thalamus	0
ENSG00000090905	TNRC6A	amygdala	6.3
ENSG00000090905	TNRC6A	basal ganglia	7.2
ENSG00000090905	TNRC6A	cerebellum	7.4
ENSG00000090905	TNRC6A	hippocampal formation	5.7
ENSG00000090905	TNRC6A	hypothalamus	12.1
ENSG00000090905	TNRC6A	medulla oblongata	8
ENSG00000090905	TNRC6A	midbrain	9
ENSG00000090905	TNRC6A	olfactory bulb	6.1
ENSG00000090905	TNRC6A	pons	8.1
ENSG00000090905	TNRC6A	thalamus	6
ENSG00000090924	PLEKHG2	amygdala	0.1
ENSG00000090924	PLEKHG2	basal ganglia	0.3
ENSG00000090924	PLEKHG2	cerebellum	1
ENSG00000090924	PLEKHG2	hippocampal formation	0.3
ENSG00000090924	PLEKHG2	hypothalamus	0.1
ENSG00000090924	PLEKHG2	medulla oblongata	0.4
ENSG00000090924	PLEKHG2	midbrain	0.2
ENSG00000090924	PLEKHG2	olfactory bulb	0.7
ENSG00000090924	PLEKHG2	pons	0.2
ENSG00000090924	PLEKHG2	thalamus	0.2
ENSG00000090932	DLL3	amygdala	0.1
ENSG00000090932	DLL3	basal ganglia	0.1
ENSG00000090932	DLL3	cerebellum	0.1
ENSG00000090932	DLL3	hippocampal formation	0.2
ENSG00000090932	DLL3	hypothalamus	0.1
ENSG00000090932	DLL3	medulla oblongata	0
ENSG00000090932	DLL3	midbrain	0.1
ENSG00000090932	DLL3	olfactory bulb	0.2
ENSG00000090932	DLL3	pons	0.1
ENSG00000090932	DLL3	thalamus	0.1
ENSG00000090971	NAT14	amygdala	9.2
ENSG00000090971	NAT14	basal ganglia	6
ENSG00000090971	NAT14	cerebellum	0.4
ENSG00000090971	NAT14	hippocampal formation	8
ENSG00000090971	NAT14	hypothalamus	1.9
ENSG00000090971	NAT14	medulla oblongata	0.3
ENSG00000090971	NAT14	midbrain	1
ENSG00000090971	NAT14	olfactory bulb	6.9
ENSG00000090971	NAT14	pons	0.3
ENSG00000090971	NAT14	thalamus	1.4
ENSG00000090975	PITPNM2	amygdala	4.3
ENSG00000090975	PITPNM2	basal ganglia	3.4
ENSG00000090975	PITPNM2	cerebellum	1.3
ENSG00000090975	PITPNM2	hippocampal formation	6.1
ENSG00000090975	PITPNM2	hypothalamus	0.8
ENSG00000090975	PITPNM2	medulla oblongata	0.7
ENSG00000090975	PITPNM2	midbrain	0.9
ENSG00000090975	PITPNM2	olfactory bulb	5.7
ENSG00000090975	PITPNM2	pons	0.5
ENSG00000090975	PITPNM2	thalamus	1.4
ENSG00000090989	EXOC1	amygdala	3.4
ENSG00000090989	EXOC1	basal ganglia	1.8
ENSG00000090989	EXOC1	cerebellum	1.3
ENSG00000090989	EXOC1	hippocampal formation	3.2
ENSG00000090989	EXOC1	hypothalamus	1.7
ENSG00000090989	EXOC1	medulla oblongata	2.1
ENSG00000090989	EXOC1	midbrain	2.4
ENSG00000090989	EXOC1	olfactory bulb	2.5
ENSG00000090989	EXOC1	pons	1.8
ENSG00000090989	EXOC1	thalamus	2.7
ENSG00000091009	RBM27	amygdala	0.1
ENSG00000091009	RBM27	basal ganglia	0.2
ENSG00000091009	RBM27	cerebellum	0.6
ENSG00000091009	RBM27	hippocampal formation	0.5
ENSG00000091009	RBM27	hypothalamus	0.5
ENSG00000091009	RBM27	medulla oblongata	0.4
ENSG00000091009	RBM27	midbrain	0.5
ENSG00000091009	RBM27	olfactory bulb	0.8
ENSG00000091009	RBM27	pons	0.4
ENSG00000091009	RBM27	thalamus	0.9
ENSG00000091010	POU4F3	amygdala	0
ENSG00000091010	POU4F3	basal ganglia	0
ENSG00000091010	POU4F3	cerebellum	0
ENSG00000091010	POU4F3	hippocampal formation	0
ENSG00000091010	POU4F3	hypothalamus	0
ENSG00000091010	POU4F3	medulla oblongata	0
ENSG00000091010	POU4F3	midbrain	0
ENSG00000091010	POU4F3	olfactory bulb	0
ENSG00000091010	POU4F3	pons	0
ENSG00000091010	POU4F3	thalamus	0.1
ENSG00000091039	OSBPL8	amygdala	9.1
ENSG00000091039	OSBPL8	basal ganglia	15.6
ENSG00000091039	OSBPL8	cerebellum	1.2
ENSG00000091039	OSBPL8	hippocampal formation	6.3
ENSG00000091039	OSBPL8	hypothalamus	1.1
ENSG00000091039	OSBPL8	medulla oblongata	1.9
ENSG00000091039	OSBPL8	midbrain	1.4
ENSG00000091039	OSBPL8	olfactory bulb	6.1
ENSG00000091039	OSBPL8	pons	1.2
ENSG00000091039	OSBPL8	thalamus	3.8
ENSG00000091106	NLRC4	amygdala	0.3
ENSG00000091106	NLRC4	basal ganglia	0.2
ENSG00000091106	NLRC4	cerebellum	0.2
ENSG00000091106	NLRC4	hippocampal formation	0.3
ENSG00000091106	NLRC4	hypothalamus	0.4
ENSG00000091106	NLRC4	medulla oblongata	0.3
ENSG00000091106	NLRC4	midbrain	0.3
ENSG00000091106	NLRC4	olfactory bulb	0.4
ENSG00000091106	NLRC4	pons	0.4
ENSG00000091106	NLRC4	thalamus	0.2
ENSG00000091127	PUS7	amygdala	0.1
ENSG00000091127	PUS7	basal ganglia	0.1
ENSG00000091127	PUS7	cerebellum	0.1
ENSG00000091127	PUS7	hippocampal formation	0.2
ENSG00000091127	PUS7	hypothalamus	0.1
ENSG00000091127	PUS7	medulla oblongata	0.1
ENSG00000091127	PUS7	midbrain	0.1
ENSG00000091127	PUS7	olfactory bulb	0.2
ENSG00000091127	PUS7	pons	0.1
ENSG00000091127	PUS7	thalamus	0.1
ENSG00000091129	NRCAM	amygdala	10
ENSG00000091129	NRCAM	basal ganglia	1.9
ENSG00000091129	NRCAM	cerebellum	1.2
ENSG00000091129	NRCAM	hippocampal formation	8.8
ENSG00000091129	NRCAM	hypothalamus	1
ENSG00000091129	NRCAM	medulla oblongata	1.9
ENSG00000091129	NRCAM	midbrain	1.2
ENSG00000091129	NRCAM	olfactory bulb	7.1
ENSG00000091129	NRCAM	pons	1.5
ENSG00000091129	NRCAM	thalamus	2.3
ENSG00000091136	LAMB1	amygdala	0.9
ENSG00000091136	LAMB1	basal ganglia	0.9
ENSG00000091136	LAMB1	cerebellum	1.9
ENSG00000091136	LAMB1	hippocampal formation	2
ENSG00000091136	LAMB1	hypothalamus	0.3
ENSG00000091136	LAMB1	medulla oblongata	1.2
ENSG00000091136	LAMB1	midbrain	0.5
ENSG00000091136	LAMB1	olfactory bulb	0.6
ENSG00000091136	LAMB1	pons	0.7
ENSG00000091136	LAMB1	thalamus	1.6
ENSG00000091137	SLC26A4	amygdala	2.4
ENSG00000091137	SLC26A4	basal ganglia	0.5
ENSG00000091137	SLC26A4	cerebellum	1.4
ENSG00000091137	SLC26A4	hippocampal formation	5.3
ENSG00000091137	SLC26A4	hypothalamus	0.1
ENSG00000091137	SLC26A4	medulla oblongata	0.5
ENSG00000091137	SLC26A4	midbrain	0.6
ENSG00000091137	SLC26A4	olfactory bulb	1.7
ENSG00000091137	SLC26A4	pons	0.4
ENSG00000091137	SLC26A4	thalamus	0.6
ENSG00000091138	SLC26A3	amygdala	0
ENSG00000091138	SLC26A3	basal ganglia	0.2
ENSG00000091138	SLC26A3	cerebellum	0.2
ENSG00000091138	SLC26A3	hippocampal formation	0
ENSG00000091138	SLC26A3	hypothalamus	0.1
ENSG00000091138	SLC26A3	medulla oblongata	0
ENSG00000091138	SLC26A3	midbrain	0.1
ENSG00000091138	SLC26A3	olfactory bulb	0.1
ENSG00000091138	SLC26A3	pons	0
ENSG00000091138	SLC26A3	thalamus	0.1
ENSG00000091140	DLD	amygdala	3.6
ENSG00000091140	DLD	basal ganglia	2.8
ENSG00000091140	DLD	cerebellum	2.7
ENSG00000091140	DLD	hippocampal formation	4.3
ENSG00000091140	DLD	hypothalamus	2.4
ENSG00000091140	DLD	medulla oblongata	3.5
ENSG00000091140	DLD	midbrain	3.3
ENSG00000091140	DLD	olfactory bulb	3.6
ENSG00000091140	DLD	pons	2.4
ENSG00000091140	DLD	thalamus	3.8
ENSG00000091157	WDR7	amygdala	4.1
ENSG00000091157	WDR7	basal ganglia	1.7
ENSG00000091157	WDR7	cerebellum	1.5
ENSG00000091157	WDR7	hippocampal formation	3.3
ENSG00000091157	WDR7	hypothalamus	0.9
ENSG00000091157	WDR7	medulla oblongata	3.4
ENSG00000091157	WDR7	midbrain	2.2
ENSG00000091157	WDR7	olfactory bulb	2.8
ENSG00000091157	WDR7	pons	2.6
ENSG00000091157	WDR7	thalamus	1.9
ENSG00000091164	TXNL1	amygdala	8.4
ENSG00000091164	TXNL1	basal ganglia	8
ENSG00000091164	TXNL1	cerebellum	3.8
ENSG00000091164	TXNL1	hippocampal formation	8.6
ENSG00000091164	TXNL1	hypothalamus	7.2
ENSG00000091164	TXNL1	medulla oblongata	6
ENSG00000091164	TXNL1	midbrain	9.4
ENSG00000091164	TXNL1	olfactory bulb	5.8
ENSG00000091164	TXNL1	pons	6.1
ENSG00000091164	TXNL1	thalamus	8.6
ENSG00000091181	IL5RA	amygdala	0
ENSG00000091181	IL5RA	basal ganglia	0
ENSG00000091181	IL5RA	cerebellum	0
ENSG00000091181	IL5RA	hippocampal formation	0
ENSG00000091181	IL5RA	hypothalamus	0
ENSG00000091181	IL5RA	medulla oblongata	0
ENSG00000091181	IL5RA	midbrain	0
ENSG00000091181	IL5RA	olfactory bulb	0.1
ENSG00000091181	IL5RA	pons	0
ENSG00000091181	IL5RA	thalamus	0
ENSG00000091262	ABCC6	amygdala	0
ENSG00000091262	ABCC6	basal ganglia	0.1
ENSG00000091262	ABCC6	cerebellum	0
ENSG00000091262	ABCC6	hippocampal formation	0
ENSG00000091262	ABCC6	hypothalamus	0
ENSG00000091262	ABCC6	medulla oblongata	0
ENSG00000091262	ABCC6	midbrain	0
ENSG00000091262	ABCC6	olfactory bulb	0.2
ENSG00000091262	ABCC6	pons	0
ENSG00000091262	ABCC6	thalamus	0
ENSG00000091409	ITGA6	amygdala	0
ENSG00000091409	ITGA6	basal ganglia	0
ENSG00000091409	ITGA6	cerebellum	0.7
ENSG00000091409	ITGA6	hippocampal formation	0.2
ENSG00000091409	ITGA6	hypothalamus	0
ENSG00000091409	ITGA6	medulla oblongata	0.4
ENSG00000091409	ITGA6	midbrain	0.1
ENSG00000091409	ITGA6	olfactory bulb	0.8
ENSG00000091409	ITGA6	pons	0.1
ENSG00000091409	ITGA6	thalamus	0.1
ENSG00000091428	RAPGEF4	amygdala	7.2
ENSG00000091428	RAPGEF4	basal ganglia	3.9
ENSG00000091428	RAPGEF4	cerebellum	2.6
ENSG00000091428	RAPGEF4	hippocampal formation	6.7
ENSG00000091428	RAPGEF4	hypothalamus	1.7
ENSG00000091428	RAPGEF4	medulla oblongata	3.1
ENSG00000091428	RAPGEF4	midbrain	2.6
ENSG00000091428	RAPGEF4	olfactory bulb	5.6
ENSG00000091428	RAPGEF4	pons	2.3
ENSG00000091428	RAPGEF4	thalamus	1.7
ENSG00000091436	MAP3K20	amygdala	5.1
ENSG00000091436	MAP3K20	basal ganglia	2.8
ENSG00000091436	MAP3K20	cerebellum	1.7
ENSG00000091436	MAP3K20	hippocampal formation	2.6
ENSG00000091436	MAP3K20	hypothalamus	4.5
ENSG00000091436	MAP3K20	medulla oblongata	5.2
ENSG00000091436	MAP3K20	midbrain	2.3
ENSG00000091436	MAP3K20	olfactory bulb	3.1
ENSG00000091436	MAP3K20	pons	4.3
ENSG00000091436	MAP3K20	thalamus	1.4
ENSG00000091482	SMPX	amygdala	0
ENSG00000091482	SMPX	basal ganglia	0
ENSG00000091482	SMPX	cerebellum	0
ENSG00000091482	SMPX	hippocampal formation	0
ENSG00000091482	SMPX	hypothalamus	0
ENSG00000091482	SMPX	medulla oblongata	0.1
ENSG00000091482	SMPX	midbrain	0
ENSG00000091482	SMPX	olfactory bulb	0.1
ENSG00000091482	SMPX	pons	0
ENSG00000091482	SMPX	thalamus	0
ENSG00000091483	FH	amygdala	11.5
ENSG00000091483	FH	basal ganglia	7.9
ENSG00000091483	FH	cerebellum	7
ENSG00000091483	FH	hippocampal formation	12.6
ENSG00000091483	FH	hypothalamus	9.4
ENSG00000091483	FH	medulla oblongata	9.5
ENSG00000091483	FH	midbrain	10.1
ENSG00000091483	FH	olfactory bulb	8.1
ENSG00000091483	FH	pons	8.5
ENSG00000091483	FH	thalamus	10.5
ENSG00000091490	SEL1L3	amygdala	2.2
ENSG00000091490	SEL1L3	basal ganglia	0.8
ENSG00000091490	SEL1L3	cerebellum	3.6
ENSG00000091490	SEL1L3	hippocampal formation	3.3
ENSG00000091490	SEL1L3	hypothalamus	0.6
ENSG00000091490	SEL1L3	medulla oblongata	0.7
ENSG00000091490	SEL1L3	midbrain	0.9
ENSG00000091490	SEL1L3	olfactory bulb	2.2
ENSG00000091490	SEL1L3	pons	0.6
ENSG00000091490	SEL1L3	thalamus	4.8
ENSG00000091513	TF	amygdala	3.8
ENSG00000091513	TF	basal ganglia	2.4
ENSG00000091513	TF	cerebellum	3.7
ENSG00000091513	TF	hippocampal formation	5.3
ENSG00000091513	TF	hypothalamus	2.7
ENSG00000091513	TF	medulla oblongata	3.8
ENSG00000091513	TF	midbrain	2.8
ENSG00000091513	TF	olfactory bulb	4
ENSG00000091513	TF	pons	2.4
ENSG00000091513	TF	thalamus	3.3
ENSG00000091536	MYO15A	amygdala	0
ENSG00000091536	MYO15A	basal ganglia	0
ENSG00000091536	MYO15A	cerebellum	0
ENSG00000091536	MYO15A	hippocampal formation	0
ENSG00000091536	MYO15A	hypothalamus	0
ENSG00000091536	MYO15A	medulla oblongata	0
ENSG00000091536	MYO15A	midbrain	0
ENSG00000091536	MYO15A	olfactory bulb	0
ENSG00000091536	MYO15A	pons	0
ENSG00000091536	MYO15A	thalamus	0
ENSG00000091542	ALKBH5	amygdala	4.3
ENSG00000091542	ALKBH5	basal ganglia	2.2
ENSG00000091542	ALKBH5	cerebellum	3.6
ENSG00000091542	ALKBH5	hippocampal formation	4.6
ENSG00000091542	ALKBH5	hypothalamus	2.3
ENSG00000091542	ALKBH5	medulla oblongata	2.9
ENSG00000091542	ALKBH5	midbrain	2.2
ENSG00000091542	ALKBH5	olfactory bulb	3.6
ENSG00000091542	ALKBH5	pons	2
ENSG00000091542	ALKBH5	thalamus	2.2
ENSG00000091583	APOH	amygdala	0
ENSG00000091583	APOH	basal ganglia	0
ENSG00000091583	APOH	cerebellum	0.1
ENSG00000091583	APOH	hippocampal formation	0
ENSG00000091583	APOH	hypothalamus	0
ENSG00000091583	APOH	medulla oblongata	0
ENSG00000091583	APOH	midbrain	0
ENSG00000091583	APOH	olfactory bulb	0
ENSG00000091583	APOH	pons	0.2
ENSG00000091583	APOH	thalamus	0
ENSG00000091622	PITPNM3	amygdala	0.8
ENSG00000091622	PITPNM3	basal ganglia	0.3
ENSG00000091622	PITPNM3	cerebellum	1.4
ENSG00000091622	PITPNM3	hippocampal formation	0.5
ENSG00000091622	PITPNM3	hypothalamus	0.2
ENSG00000091622	PITPNM3	medulla oblongata	0.6
ENSG00000091622	PITPNM3	midbrain	0.3
ENSG00000091622	PITPNM3	olfactory bulb	2.1
ENSG00000091622	PITPNM3	pons	0.3
ENSG00000091622	PITPNM3	thalamus	0.3
ENSG00000091640	SPAG7	amygdala	12.6
ENSG00000091640	SPAG7	basal ganglia	10.5
ENSG00000091640	SPAG7	cerebellum	7.4
ENSG00000091640	SPAG7	hippocampal formation	10.7
ENSG00000091640	SPAG7	hypothalamus	10.8
ENSG00000091640	SPAG7	medulla oblongata	6.7
ENSG00000091640	SPAG7	midbrain	8.7
ENSG00000091640	SPAG7	olfactory bulb	9.2
ENSG00000091640	SPAG7	pons	5.8
ENSG00000091640	SPAG7	thalamus	10.9
ENSG00000091651	ORC6	amygdala	0.2
ENSG00000091651	ORC6	basal ganglia	0
ENSG00000091651	ORC6	cerebellum	0.1
ENSG00000091651	ORC6	hippocampal formation	0.7
ENSG00000091651	ORC6	hypothalamus	0
ENSG00000091651	ORC6	medulla oblongata	0
ENSG00000091651	ORC6	midbrain	0.1
ENSG00000091651	ORC6	olfactory bulb	0.5
ENSG00000091651	ORC6	pons	0
ENSG00000091651	ORC6	thalamus	0.1
ENSG00000091656	ZFHX4	amygdala	0.2
ENSG00000091656	ZFHX4	basal ganglia	0.2
ENSG00000091656	ZFHX4	cerebellum	0.3
